tscriptid,ottdartid,ensdartid
ZDB-TSCRIPT-090929-17188,OTTDART00000036742,ENSDART00000139321.2
ZDB-TSCRIPT-090929-17190,OTTDART00000036744,ENSDART00000148054.2
ZDB-TSCRIPT-090929-17194,OTTDART00000036748,ENSDART00000141769.3
ZDB-TSCRIPT-090929-17195,OTTDART00000036749,ENSDART00000146784.2
ZDB-TSCRIPT-090929-17196,OTTDART00000036750,ENSDART00000137661.3
ZDB-TSCRIPT-090929-17203,OTTDART00000036757,ENSDART00000147282.2
ZDB-TSCRIPT-090929-17210,OTTDART00000036764,ENSDART00000145024.2
ZDB-TSCRIPT-090929-17212,OTTDART00000036766,ENSDART00000139407.3
ZDB-TSCRIPT-090929-17213,OTTDART00000036767,ENSDART00000134297.2
ZDB-TSCRIPT-090929-17215,OTTDART00000036769,ENSDART00000146156.2
ZDB-TSCRIPT-090929-17219,OTTDART00000036773,
ZDB-TSCRIPT-090929-17227,OTTDART00000036781,ENSDART00000140694.2
ZDB-TSCRIPT-090929-17228,OTTDART00000036782,ENSDART00000146681.2
ZDB-TSCRIPT-090929-17229,OTTDART00000036783,ENSDART00000142772.2
ZDB-TSCRIPT-160623-334,OTTDART00000063581,ENSDART00000173617.2
ZDB-TSCRIPT-090929-17232,OTTDART00000036786,ENSDART00000139530.2
ZDB-TSCRIPT-090929-17239,OTTDART00000036793,ENSDART00000133491.2
ZDB-TSCRIPT-090929-17240,OTTDART00000036794,ENSDART00000133486.2
ZDB-TSCRIPT-090929-17250,OTTDART00000036804,ENSDART00000143017.2
ZDB-TSCRIPT-090929-17252,OTTDART00000036806,ENSDART00000130085.3
ZDB-TSCRIPT-090929-17258,OTTDART00000036812,ENSDART00000134525.2
ZDB-TSCRIPT-090929-17270,OTTDART00000036824,ENSDART00000029565
ZDB-TSCRIPT-090929-17273,OTTDART00000036827,ENSDART00000138409
ZDB-TSCRIPT-090929-17277,OTTDART00000036831,ENSDART00000145952.2
ZDB-TSCRIPT-090929-17278,OTTDART00000036832,ENSDART00000143389.3
ZDB-TSCRIPT-090929-17280,OTTDART00000036834,ENSDART00000138141.2
ZDB-TSCRIPT-090929-17281,OTTDART00000036835,ENSDART00000142025.2
ZDB-TSCRIPT-090929-17287,OTTDART00000036841,
ZDB-TSCRIPT-090929-17288,OTTDART00000036842,
ZDB-TSCRIPT-110325-1810,OTTDART00000051169,ENSDART00000149826.3
ZDB-TSCRIPT-090929-17291,OTTDART00000036845,ENSDART00000143302.2
ZDB-TSCRIPT-090929-17292,OTTDART00000036846,ENSDART00000145352.2
ZDB-TSCRIPT-090929-17293,OTTDART00000036847,ENSDART00000139255.2
ZDB-TSCRIPT-090929-17301,OTTDART00000036855,ENSDART00000144101.2
ZDB-TSCRIPT-090929-17307,OTTDART00000036861,
ZDB-TSCRIPT-090929-17306,OTTDART00000036860,ENSDART00000135393
ZDB-TSCRIPT-090929-17333,OTTDART00000036888,
ZDB-TSCRIPT-090929-17334,OTTDART00000036889,ENSDART00000128363.3
ZDB-TSCRIPT-090929-17336,OTTDART00000036891,ENSDART00000131442.2
ZDB-TSCRIPT-090929-17338,OTTDART00000036893,ENSDART00000145498.2
ZDB-TSCRIPT-090929-17344,OTTDART00000036899,ENSDART00000126819.3
ZDB-TSCRIPT-090929-17350,OTTDART00000036905,ENSDART00000138321.3
ZDB-TSCRIPT-090929-17352,OTTDART00000036907,ENSDART00000172253.2
ZDB-TSCRIPT-090929-17361,OTTDART00000036917,ENSDART00000147837.2
ZDB-TSCRIPT-090929-17362,OTTDART00000036918,ENSDART00000133011.3
ZDB-TSCRIPT-090929-17368,OTTDART00000036924,ENSDART00000136499.2
ZDB-TSCRIPT-090929-17376,OTTDART00000036932,
ZDB-TSCRIPT-090929-17383,OTTDART00000036939,ENSDART00000131995.3
ZDB-TSCRIPT-090929-17397,OTTDART00000036953,ENSDART00000144223.2
ZDB-TSCRIPT-090929-17401,OTTDART00000036957,ENSDART00000138363.2
ZDB-TSCRIPT-090929-17404,OTTDART00000036960,ENSDART00000147424.2
ZDB-TSCRIPT-090929-17405,OTTDART00000036961,ENSDART00000131541.2
ZDB-TSCRIPT-090929-17412,OTTDART00000036971,ENSDART00000132731
ZDB-TSCRIPT-090929-17415,OTTDART00000036974,ENSDART00000140262.2
ZDB-TSCRIPT-090929-17418,OTTDART00000036977,
ZDB-TSCRIPT-090929-17421,OTTDART00000036980,ENSDART00000131666.2
ZDB-TSCRIPT-090929-17424,OTTDART00000036983,ENSDART00000140102.2
ZDB-TSCRIPT-090929-17427,OTTDART00000036988,ENSDART00000147659
ZDB-TSCRIPT-090929-17429,OTTDART00000036990,ENSDART00000134449.2
ZDB-TSCRIPT-090929-17430,OTTDART00000036991,ENSDART00000140488.2
ZDB-TSCRIPT-090929-17435,OTTDART00000036996,
ZDB-TSCRIPT-090929-17437,OTTDART00000036998,ENSDART00000135739.2
ZDB-TSCRIPT-090929-17445,OTTDART00000037007,ENSDART00000141050.2
ZDB-TSCRIPT-090929-17446,OTTDART00000037008,ENSDART00000133750.2
ZDB-TSCRIPT-090929-17448,OTTDART00000037010,ENSDART00000135972.2
ZDB-TSCRIPT-090929-17463,OTTDART00000037028,ENSDART00000144634.2
ZDB-TSCRIPT-090929-17465,OTTDART00000037030,ENSDART00000137481
ZDB-TSCRIPT-090929-17471,OTTDART00000037036,ENSDART00000133829.2
ZDB-TSCRIPT-090929-17478,OTTDART00000037043,ENSDART00000134006.2
ZDB-TSCRIPT-090929-17479,OTTDART00000037044,ENSDART00000137965.2
ZDB-TSCRIPT-090929-17499,OTTDART00000037067,ENSDART00000134562.2
ZDB-TSCRIPT-090929-17500,OTTDART00000037068,ENSDART00000134361.2
ZDB-TSCRIPT-090929-17508,OTTDART00000037077,ENSDART00000135728.3
ZDB-TSCRIPT-090929-17509,OTTDART00000037078,ENSDART00000123056
ZDB-TSCRIPT-090929-17513,OTTDART00000037082,ENSDART00000139678.2
ZDB-TSCRIPT-090929-17533,OTTDART00000037102,ENSDART00000143076.2
ZDB-TSCRIPT-090929-17537,OTTDART00000037106,
ZDB-TSCRIPT-090929-17538,OTTDART00000037107,
ZDB-TSCRIPT-090929-17535,OTTDART00000037104,
ZDB-TSCRIPT-090929-17536,OTTDART00000037105,
ZDB-TSCRIPT-090929-17561,OTTDART00000037130,
ZDB-TSCRIPT-090929-17571,OTTDART00000037140,ENSDART00000136739.2
ZDB-TSCRIPT-090929-17580,OTTDART00000037149,ENSDART00000142602.2
ZDB-TSCRIPT-090929-17583,OTTDART00000037152,ENSDART00000134666.2
ZDB-TSCRIPT-090929-17582,OTTDART00000037151,ENSDART00000139229.3
ZDB-TSCRIPT-090929-17586,OTTDART00000037155,ENSDART00000047271.7
ZDB-TSCRIPT-090929-17587,OTTDART00000037156,
ZDB-TSCRIPT-090929-17588,OTTDART00000037157,
ZDB-TSCRIPT-090929-17589,OTTDART00000037158,ENSDART00000138994.2
ZDB-TSCRIPT-090929-17595,OTTDART00000037164,ENSDART00000136736.2
ZDB-TSCRIPT-160623-433,OTTDART00000063887,ENSDART00000173783.2
ZDB-TSCRIPT-090929-17600,OTTDART00000037173,ENSDART00000135642.3
ZDB-TSCRIPT-090929-17601,OTTDART00000037174,ENSDART00000141183.2
ZDB-TSCRIPT-090929-17602,OTTDART00000037175,ENSDART00000134104.3
ZDB-TSCRIPT-090929-17607,OTTDART00000037180,ENSDART00000172591.2
ZDB-TSCRIPT-090929-17631,OTTDART00000037204,ENSDART00000162743.2
ZDB-TSCRIPT-090929-17632,OTTDART00000037205,ENSDART00000164104.2
ZDB-TSCRIPT-090929-17638,OTTDART00000037212,ENSDART00000142808.2
ZDB-TSCRIPT-090929-17637,OTTDART00000037211,ENSDART00000144649.3
ZDB-TSCRIPT-090929-17643,OTTDART00000037217,ENSDART00000143168.2
ZDB-TSCRIPT-090929-17644,OTTDART00000037218,ENSDART00000137729.2
ZDB-TSCRIPT-090929-17651,OTTDART00000037225,ENSDART00000138942.2
ZDB-TSCRIPT-090929-17652,OTTDART00000037226,ENSDART00000146734.3
ZDB-TSCRIPT-090929-17662,OTTDART00000037236,ENSDART00000140513.2
ZDB-TSCRIPT-090929-17667,OTTDART00000037241,ENSDART00000144284.2
ZDB-TSCRIPT-090929-17675,OTTDART00000037249,ENSDART00000129638.3
ZDB-TSCRIPT-090929-17676,OTTDART00000037250,ENSDART00000132508.2
ZDB-TSCRIPT-090929-17688,OTTDART00000037262,
ZDB-TSCRIPT-141209-3050,OTTDART00000060210,
ZDB-TSCRIPT-090929-17691,OTTDART00000037265,ENSDART00000145516
ZDB-TSCRIPT-090929-17692,OTTDART00000037266,ENSDART00000142935.2
ZDB-TSCRIPT-090929-17696,OTTDART00000037270,ENSDART00000122614.3
ZDB-TSCRIPT-090929-17697,OTTDART00000037271,
ZDB-TSCRIPT-090929-17700,OTTDART00000037274,ENSDART00000134303.2
ZDB-TSCRIPT-090929-17703,OTTDART00000037277,
ZDB-TSCRIPT-090929-17709,OTTDART00000037283,ENSDART00000164918.2
ZDB-TSCRIPT-090929-17708,OTTDART00000037282,ENSDART00000166331.2
ZDB-TSCRIPT-090929-17720,OTTDART00000037296,ENSDART00000142316.2
ZDB-TSCRIPT-090929-17729,OTTDART00000037306,ENSDART00000134856.2
ZDB-TSCRIPT-090929-17734,OTTDART00000037311,ENSDART00000143727.2
ZDB-TSCRIPT-090929-17738,OTTDART00000037315,ENSDART00000172812.2
ZDB-TSCRIPT-090929-17744,OTTDART00000037321,ENSDART00000137902.3
ZDB-TSCRIPT-090929-17745,OTTDART00000037322,ENSDART00000131452.2
ZDB-TSCRIPT-090929-17746,OTTDART00000037323,ENSDART00000132407.2
ZDB-TSCRIPT-090929-17753,OTTDART00000037330,ENSDART00000135375.2
ZDB-TSCRIPT-090929-17757,OTTDART00000037334,ENSDART00000142869.2
ZDB-TSCRIPT-090929-17783,OTTDART00000037360,
ZDB-TSCRIPT-090929-17784,OTTDART00000037361,
ZDB-TSCRIPT-090929-17785,OTTDART00000037362,
ZDB-TSCRIPT-090929-17789,OTTDART00000037366,ENSDART00000146737.2
ZDB-TSCRIPT-090929-17801,OTTDART00000037378,ENSDART00000140421.3
ZDB-TSCRIPT-090929-17800,OTTDART00000037377,ENSDART00000137449.3
ZDB-TSCRIPT-090929-17799,OTTDART00000037376,ENSDART00000133488.2
ZDB-TSCRIPT-090929-17802,OTTDART00000037379,ENSDART00000134714.2
ZDB-TSCRIPT-090929-17820,OTTDART00000037399,ENSDART00000129307.3
ZDB-TSCRIPT-090929-17858,OTTDART00000037439,
ZDB-TSCRIPT-090929-17872,OTTDART00000037454,ENSDART00000128005.3
ZDB-TSCRIPT-090929-17883,OTTDART00000037465,ENSDART00000139652.2
ZDB-TSCRIPT-090929-17884,OTTDART00000037466,ENSDART00000132457.3
ZDB-TSCRIPT-090929-17895,OTTDART00000037484,ENSDART00000133413.2
ZDB-TSCRIPT-090929-17897,OTTDART00000037486,ENSDART00000133351.2
ZDB-TSCRIPT-090929-17903,OTTDART00000037494,ENSDART00000125257.3
ZDB-TSCRIPT-090929-17908,OTTDART00000037499,ENSDART00000131856
ZDB-TSCRIPT-090929-17920,OTTDART00000037511,ENSDART00000145973.2
ZDB-TSCRIPT-090929-17921,OTTDART00000037512,ENSDART00000147816.2
ZDB-TSCRIPT-090929-17923,OTTDART00000037514,ENSDART00000143032.2
ZDB-TSCRIPT-090929-17943,OTTDART00000037534,ENSDART00000143734.2
ZDB-TSCRIPT-090929-17942,OTTDART00000037533,ENSDART00000136291.2
ZDB-TSCRIPT-090929-17967,OTTDART00000037558,ENSDART00000132458
ZDB-TSCRIPT-090929-17968,OTTDART00000037559,ENSDART00000074738.6
ZDB-TSCRIPT-090929-17969,OTTDART00000037560,ENSDART00000140473.2
ZDB-TSCRIPT-090929-1797,OTTDART00000010693,
ZDB-TSCRIPT-090929-17981,OTTDART00000037573,ENSDART00000147196.2
ZDB-TSCRIPT-090929-17982,OTTDART00000037574,ENSDART00000141570.2
ZDB-TSCRIPT-090929-17985,OTTDART00000037581,ENSDART00000135997.2
ZDB-TSCRIPT-090929-18015,OTTDART00000037611,ENSDART00000146069.2
ZDB-TSCRIPT-090929-18019,OTTDART00000037615,ENSDART00000145509.2
ZDB-TSCRIPT-090929-18020,OTTDART00000037616,ENSDART00000138281.2
ZDB-TSCRIPT-090929-20973,OTTDART00000040875,ENSDART00000146474.2
ZDB-TSCRIPT-090929-18027,OTTDART00000037623,
ZDB-TSCRIPT-090929-18031,OTTDART00000037628,
ZDB-TSCRIPT-090929-18035,OTTDART00000037632,ENSDART00000124784
ZDB-TSCRIPT-090929-18050,OTTDART00000037649,ENSDART00000141642.2
ZDB-TSCRIPT-090929-18064,OTTDART00000037663,ENSDART00000114007.4
ZDB-TSCRIPT-090929-18069,OTTDART00000037668,ENSDART00000138720.2
ZDB-TSCRIPT-090929-18088,OTTDART00000037687,
ZDB-TSCRIPT-090929-18094,OTTDART00000037693,ENSDART00000140727.2
ZDB-TSCRIPT-090929-18095,OTTDART00000037694,ENSDART00000137107
ZDB-TSCRIPT-090929-18101,OTTDART00000037701,ENSDART00000136975.2
ZDB-TSCRIPT-090929-18106,OTTDART00000037706,ENSDART00000145250
ZDB-TSCRIPT-090929-18109,OTTDART00000037709,ENSDART00000134985.2
ZDB-TSCRIPT-090929-18112,OTTDART00000037712,
ZDB-TSCRIPT-090929-18113,OTTDART00000037713,ENSDART00000141840.2
ZDB-TSCRIPT-090929-18114,OTTDART00000037714,ENSDART00000134366.2
ZDB-TSCRIPT-090929-18118,OTTDART00000037718,
ZDB-TSCRIPT-090929-18129,OTTDART00000037729,ENSDART00000132060.2
ZDB-TSCRIPT-090929-18149,OTTDART00000037749,ENSDART00000134632.2
ZDB-TSCRIPT-090929-18150,OTTDART00000037750,ENSDART00000140382.2
ZDB-TSCRIPT-090929-18158,OTTDART00000037758,ENSDART00000139089.2
ZDB-TSCRIPT-090929-18160,OTTDART00000037760,ENSDART00000132562.3
ZDB-TSCRIPT-100915-1480,OTTDART00000047159,ENSDART00000134441.2
ZDB-TSCRIPT-090929-18165,OTTDART00000037765,ENSDART00000147812.2
ZDB-TSCRIPT-090929-18171,OTTDART00000037771,
ZDB-TSCRIPT-110325-1890,OTTDART00000047765,ENSDART00000172252.2
ZDB-TSCRIPT-090929-18191,OTTDART00000037791,ENSDART00000138680.2
ZDB-TSCRIPT-090929-18196,OTTDART00000037796,ENSDART00000131259.2
ZDB-TSCRIPT-090929-18200,OTTDART00000037801,
ZDB-TSCRIPT-090929-18205,OTTDART00000037806,ENSDART00000129155.3
ZDB-TSCRIPT-090929-18212,OTTDART00000037815,ENSDART00000170016.2
ZDB-TSCRIPT-090929-18214,OTTDART00000037817,ENSDART00000125070.3
ZDB-TSCRIPT-090929-18217,OTTDART00000037820,ENSDART00000132777.2
ZDB-TSCRIPT-090929-18224,OTTDART00000037827,ENSDART00000139865.2
ZDB-TSCRIPT-090929-18233,OTTDART00000037836,ENSDART00000137589.2
ZDB-TSCRIPT-090929-18239,OTTDART00000037842,ENSDART00000141577
ZDB-TSCRIPT-090929-18242,OTTDART00000037845,ENSDART00000143873.2
ZDB-TSCRIPT-090929-18245,OTTDART00000037848,ENSDART00000147544.2
ZDB-TSCRIPT-090929-18246,OTTDART00000037849,ENSDART00000141366.2
ZDB-TSCRIPT-090929-18247,OTTDART00000037850,ENSDART00000138109.2
ZDB-TSCRIPT-090929-18248,OTTDART00000037851,ENSDART00000133071.2
ZDB-TSCRIPT-090929-18255,OTTDART00000037858,ENSDART00000146257.2
ZDB-TSCRIPT-090929-18266,OTTDART00000037869,ENSDART00000135718.2
ZDB-TSCRIPT-090929-18267,OTTDART00000037870,
ZDB-TSCRIPT-090929-18278,OTTDART00000037881,ENSDART00000143943.2
ZDB-TSCRIPT-090929-18280,OTTDART00000037883,ENSDART00000131576.2
ZDB-TSCRIPT-090929-18286,OTTDART00000037889,ENSDART00000144457
ZDB-TSCRIPT-090929-18289,OTTDART00000037892,ENSDART00000130976.2
ZDB-TSCRIPT-090929-18300,OTTDART00000037903,ENSDART00000148279
ZDB-TSCRIPT-090929-18308,OTTDART00000037911,ENSDART00000171644.2
ZDB-TSCRIPT-090929-18321,OTTDART00000037924,ENSDART00000097320.4
ZDB-TSCRIPT-090929-18325,OTTDART00000037928,ENSDART00000128636
ZDB-TSCRIPT-090929-18327,OTTDART00000037930,ENSDART00000131759.2
ZDB-TSCRIPT-090929-18330,OTTDART00000037933,ENSDART00000140034.2
ZDB-TSCRIPT-090929-18335,OTTDART00000037938,
ZDB-TSCRIPT-090929-18348,OTTDART00000037951,
ZDB-TSCRIPT-090929-18350,OTTDART00000037953,ENSDART00000136673.3
ZDB-TSCRIPT-090929-18361,OTTDART00000037964,ENSDART00000145392.2
ZDB-TSCRIPT-090929-18362,OTTDART00000037965,ENSDART00000143074.2
ZDB-TSCRIPT-090929-18363,OTTDART00000037966,ENSDART00000138423.2
ZDB-TSCRIPT-090929-18388,OTTDART00000037991,ENSDART00000142048.2
ZDB-TSCRIPT-090929-18393,OTTDART00000037996,ENSDART00000144944
ZDB-TSCRIPT-090929-18398,OTTDART00000038001,ENSDART00000109119.4
ZDB-TSCRIPT-090929-18399,OTTDART00000038002,
ZDB-TSCRIPT-090929-18401,OTTDART00000038004,
ZDB-TSCRIPT-090929-18416,OTTDART00000038019,ENSDART00000121781.3
ZDB-TSCRIPT-090929-18418,OTTDART00000038021,ENSDART00000142628.2
ZDB-TSCRIPT-090929-18422,OTTDART00000038025,ENSDART00000099234
ZDB-TSCRIPT-090929-18423,OTTDART00000038026,ENSDART00000130404.3
ZDB-TSCRIPT-090929-18424,OTTDART00000038027,ENSDART00000129218.3
ZDB-TSCRIPT-090929-18430,OTTDART00000038033,ENSDART00000143637.2
ZDB-TSCRIPT-090929-18440,OTTDART00000038046,ENSDART00000147987.3
ZDB-TSCRIPT-090929-18439,OTTDART00000038045,ENSDART00000052726.7
ZDB-TSCRIPT-090929-18446,OTTDART00000038052,ENSDART00000131904.2
ZDB-TSCRIPT-090929-18447,OTTDART00000038053,ENSDART00000147536.2
ZDB-TSCRIPT-090929-18452,OTTDART00000038058,
ZDB-TSCRIPT-090929-18461,OTTDART00000038067,ENSDART00000145531.2
ZDB-TSCRIPT-090929-18462,OTTDART00000038068,
ZDB-TSCRIPT-090929-18475,OTTDART00000038083,ENSDART00000164119.2
ZDB-TSCRIPT-090929-18476,OTTDART00000038084,ENSDART00000162266.2
ZDB-TSCRIPT-090929-18479,OTTDART00000038087,ENSDART00000142200.2
ZDB-TSCRIPT-090929-18480,OTTDART00000038088,
ZDB-TSCRIPT-090929-18486,OTTDART00000038094,ENSDART00000138503.2
ZDB-TSCRIPT-090929-18488,OTTDART00000038096,ENSDART00000170354
ZDB-TSCRIPT-090929-18512,OTTDART00000038121,ENSDART00000165351.2
ZDB-TSCRIPT-090929-18523,OTTDART00000038132,ENSDART00000132421.2
ZDB-TSCRIPT-090929-18536,OTTDART00000038145,ENSDART00000126382.3
ZDB-TSCRIPT-090929-18538,OTTDART00000038147,ENSDART00000147462.2
ZDB-TSCRIPT-090929-18541,OTTDART00000038150,ENSDART00000133054.2
ZDB-TSCRIPT-090929-18548,OTTDART00000038157,ENSDART00000140211.2
ZDB-TSCRIPT-090929-18549,OTTDART00000038158,ENSDART00000169180
ZDB-TSCRIPT-090929-18554,OTTDART00000038163,ENSDART00000133493.2
ZDB-TSCRIPT-090929-18558,OTTDART00000038167,
ZDB-TSCRIPT-090929-18563,OTTDART00000038172,ENSDART00000139679.2
ZDB-TSCRIPT-090929-18564,OTTDART00000038173,ENSDART00000141969.2
ZDB-TSCRIPT-090929-18565,OTTDART00000038174,ENSDART00000145449.2
ZDB-TSCRIPT-090929-18567,OTTDART00000038176,ENSDART00000147254.2
ZDB-TSCRIPT-090929-18569,OTTDART00000038178,ENSDART00000138046.2
ZDB-TSCRIPT-090929-18570,OTTDART00000038179,ENSDART00000140422.2
ZDB-TSCRIPT-090929-18571,OTTDART00000038180,ENSDART00000132303.2
ZDB-TSCRIPT-090929-18578,OTTDART00000038187,ENSDART00000147626.2
ZDB-TSCRIPT-090929-18585,OTTDART00000038194,ENSDART00000142179.2
ZDB-TSCRIPT-090929-18584,OTTDART00000038193,ENSDART00000139111.2
ZDB-TSCRIPT-090929-18596,OTTDART00000038205,ENSDART00000162773.2
ZDB-TSCRIPT-090929-18602,OTTDART00000038211,
ZDB-TSCRIPT-090929-18612,OTTDART00000038221,ENSDART00000133781.2
ZDB-TSCRIPT-090929-18615,OTTDART00000038224,ENSDART00000133960.2
ZDB-TSCRIPT-090929-18617,OTTDART00000038226,ENSDART00000128973.4
ZDB-TSCRIPT-090929-18620,OTTDART00000038229,
ZDB-TSCRIPT-090929-18623,OTTDART00000038232,ENSDART00000133622.2
ZDB-TSCRIPT-090929-18624,OTTDART00000038233,ENSDART00000139220.3
ZDB-TSCRIPT-090929-18625,OTTDART00000038234,ENSDART00000144546.2
ZDB-TSCRIPT-090929-18636,OTTDART00000038245,ENSDART00000133033.2
ZDB-TSCRIPT-090929-18640,OTTDART00000038250,ENSDART00000141499.2
ZDB-TSCRIPT-090929-18652,OTTDART00000038262,ENSDART00000148136.2
ZDB-TSCRIPT-090929-18653,OTTDART00000038263,ENSDART00000138086.3
ZDB-TSCRIPT-090929-18654,OTTDART00000038264,ENSDART00000141498.2
ZDB-TSCRIPT-090929-18662,OTTDART00000038272,ENSDART00000141990.2
ZDB-TSCRIPT-090929-18664,OTTDART00000038274,ENSDART00000102433
ZDB-TSCRIPT-090929-18665,OTTDART00000038275,ENSDART00000145194.2
ZDB-TSCRIPT-090929-18666,OTTDART00000038276,ENSDART00000135696.3
ZDB-TSCRIPT-090929-18667,OTTDART00000038277,ENSDART00000134902.2
ZDB-TSCRIPT-090929-18668,OTTDART00000038278,ENSDART00000062681
ZDB-TSCRIPT-090929-18669,OTTDART00000038279,ENSDART00000123335.4
ZDB-TSCRIPT-090929-18676,OTTDART00000038286,ENSDART00000142644
ZDB-TSCRIPT-090929-18677,OTTDART00000038287,ENSDART00000131607
ZDB-TSCRIPT-090929-18681,OTTDART00000038291,ENSDART00000164281
ZDB-TSCRIPT-090929-18697,OTTDART00000038307,ENSDART00000140281.2
ZDB-TSCRIPT-090929-18698,OTTDART00000038308,ENSDART00000135623
ZDB-TSCRIPT-090929-18701,OTTDART00000038311,ENSDART00000132524.2
ZDB-TSCRIPT-090929-18703,OTTDART00000038313,ENSDART00000140667.2
ZDB-TSCRIPT-090929-18720,OTTDART00000038330,ENSDART00000139535.2
ZDB-TSCRIPT-090929-18723,OTTDART00000038333,ENSDART00000132254.2
ZDB-TSCRIPT-090929-18725,OTTDART00000038335,ENSDART00000143760.2
ZDB-TSCRIPT-090929-18726,OTTDART00000038336,ENSDART00000142354.2
ZDB-TSCRIPT-090929-18733,OTTDART00000038344,ENSDART00000122344.3
ZDB-TSCRIPT-090929-18738,OTTDART00000038349,ENSDART00000136146
ZDB-TSCRIPT-090929-18757,OTTDART00000038374,ENSDART00000143638.2
ZDB-TSCRIPT-090929-18759,OTTDART00000038376,ENSDART00000146504.2
ZDB-TSCRIPT-090929-22231,OTTDART00000042525,ENSDART00000147549.2
ZDB-TSCRIPT-090929-18761,OTTDART00000038378,ENSDART00000127174
ZDB-TSCRIPT-090929-18779,OTTDART00000038396,ENSDART00000131568.2
ZDB-TSCRIPT-090929-18813,OTTDART00000038430,ENSDART00000101021.5
ZDB-TSCRIPT-090929-18818,OTTDART00000038435,
ZDB-TSCRIPT-090929-18822,OTTDART00000038439,ENSDART00000140461.2
ZDB-TSCRIPT-090929-18823,OTTDART00000038440,
ZDB-TSCRIPT-090929-18827,OTTDART00000038444,ENSDART00000140215.2
ZDB-TSCRIPT-090929-18829,OTTDART00000038446,ENSDART00000144170.3
ZDB-TSCRIPT-090929-18830,OTTDART00000038447,ENSDART00000135683.2
ZDB-TSCRIPT-090929-18832,OTTDART00000038449,ENSDART00000139393.2
ZDB-TSCRIPT-090929-18840,OTTDART00000038457,ENSDART00000134196.2
ZDB-TSCRIPT-090929-18843,OTTDART00000038460,ENSDART00000138897
ZDB-TSCRIPT-090929-18850,OTTDART00000038467,ENSDART00000145776.2
ZDB-TSCRIPT-090929-18851,OTTDART00000038468,ENSDART00000133200.3
ZDB-TSCRIPT-090929-18855,OTTDART00000038472,ENSDART00000142011.2
ZDB-TSCRIPT-090929-18859,OTTDART00000038476,ENSDART00000134761
ZDB-TSCRIPT-090929-18864,OTTDART00000038481,ENSDART00000134939.3
ZDB-TSCRIPT-090929-18863,OTTDART00000038480,ENSDART00000141001.2
ZDB-TSCRIPT-090929-18870,OTTDART00000038487,ENSDART00000146329.2
ZDB-TSCRIPT-090929-18886,OTTDART00000038503,
ZDB-TSCRIPT-090929-18885,OTTDART00000038502,ENSDART00000131315.2
ZDB-TSCRIPT-090929-18889,OTTDART00000038506,
ZDB-TSCRIPT-090929-18910,OTTDART00000038532,ENSDART00000126190 (1)
ZDB-TSCRIPT-090929-18920,OTTDART00000038543,
ZDB-TSCRIPT-090929-18924,OTTDART00000038549,ENSDART00000022187.9
ZDB-TSCRIPT-090929-18929,OTTDART00000038556,ENSDART00000140520
ZDB-TSCRIPT-090929-18930,OTTDART00000038557,ENSDART00000136904
ZDB-TSCRIPT-090929-18932,OTTDART00000038559,ENSDART00000131624.2
ZDB-TSCRIPT-090929-18942,OTTDART00000038571,
ZDB-TSCRIPT-090929-18943,OTTDART00000038572,ENSDART00000137349.2
ZDB-TSCRIPT-090929-18948,OTTDART00000038577,ENSDART00000137193.3
ZDB-TSCRIPT-090929-18949,OTTDART00000038578,ENSDART00000142903.2
ZDB-TSCRIPT-090929-18960,OTTDART00000038592,
ZDB-TSCRIPT-090929-18964,OTTDART00000038596,ENSDART00000132499.2
ZDB-TSCRIPT-090929-18965,OTTDART00000038597,ENSDART00000165795
ZDB-TSCRIPT-090929-18967,OTTDART00000038599,ENSDART00000144754.2
ZDB-TSCRIPT-090929-18974,OTTDART00000038606,ENSDART00000133980.2
ZDB-TSCRIPT-090929-18979,OTTDART00000038611,
ZDB-TSCRIPT-090929-18980,OTTDART00000038613,
ZDB-TSCRIPT-090929-18981,OTTDART00000038614,ENSDART00000142320.2
ZDB-TSCRIPT-090929-18985,OTTDART00000038618,ENSDART00000140360.2
ZDB-TSCRIPT-090929-18987,OTTDART00000038621,ENSDART00000169880.2
ZDB-TSCRIPT-090929-18996,OTTDART00000038630,
ZDB-TSCRIPT-090929-19000,OTTDART00000038634,ENSDART00000137604
ZDB-TSCRIPT-090929-19011,OTTDART00000038648,ENSDART00000134267.3
ZDB-TSCRIPT-090929-19012,OTTDART00000038649,ENSDART00000136631.2
ZDB-TSCRIPT-090929-19013,OTTDART00000038650,ENSDART00000143746.2
ZDB-TSCRIPT-090929-19014,OTTDART00000038651,ENSDART00000138083.3
ZDB-TSCRIPT-090929-19015,OTTDART00000038652,ENSDART00000143763.2
ZDB-TSCRIPT-090929-19019,OTTDART00000038669,ENSDART00000147380.2
ZDB-TSCRIPT-090929-19031,OTTDART00000038681,ENSDART00000144339.2
ZDB-TSCRIPT-090929-19032,OTTDART00000038682,ENSDART00000148321.2
ZDB-TSCRIPT-090929-19036,OTTDART00000038686,ENSDART00000136038.3
ZDB-TSCRIPT-090929-19189,OTTDART00000038854,ENSDART00000142051.3
ZDB-TSCRIPT-090929-19046,OTTDART00000038696,ENSDART00000135512.3
ZDB-TSCRIPT-090929-19047,OTTDART00000038697,ENSDART00000143188
ZDB-TSCRIPT-090929-19060,OTTDART00000038710,ENSDART00000146242.2
ZDB-TSCRIPT-090929-19061,OTTDART00000038711,ENSDART00000143249.2
