"sfclg_chromosome","sfclg_data_zdb_id","sfclg_pk_id","sfclg_acc_num","sfclg_start","sfclg_end","sfclg_location_source","sfclg_location_subsource","sfclg_fdb_db_id","sfclg_pub_zdb_id","sfclg_assembly","sfclg_gbrowse_track","sfclg_evidence_code"
"9","ZDB-BAC-090114-809","573608703","CU467880.7","48704577","48726272","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-070404-727","573608704","CR626882.8","48726273","48886504","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-FOSMID-100920-224","573608705","FP102790.6","48886505","48911761","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-FOSMID-100920-80","573608706","FP325109.5","48911762","48934270","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-FOSMID-100920-150","573608707","FP102845.8","48934271","48946624","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-100127-1178","573608708","CU855881.6","49375903","49504350","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-050218-2260","573608709","AL929294.12","49802985","49965458","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-090114-805","573608710","CU062479.11","49965459","50091606","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-100920-126","573608711","CU929239.6","50091607","50146650","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-111024-84","573608712","FP102938.16","50146651","50208303","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-050218-2258","573608713","AL954669.8","51165714","51299667","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-071002-235","573608714","CU104733.10","51299668","51325465","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-FOSMID-100127-511","573608715","CU651665.6","51410832","51448086","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-090114-884","573608716","CU138538.9","51547133","51687182","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-111024-128","573608717","FP236555.17","52403927","52484601","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-041207-96","573608718","CR392344.9","52484602","52594990","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-070608-503","573608719","CR339053.18","52594991","52691741","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-070404-728","573608720","CR753902.11","52691742","52847970","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-100127-1075","573608721","CU855885.7","52901702","52962145","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-070726-98","573608722","CT027987.26","53122709","53301326","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-FOSMID-100127-474","573608723","CU694472.5","53332125","53365024","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-090114-823","573608724","CU539062.9","53477118","53574944","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-FOSMID-100127-527","573608725","CU856146.12","53574945","53601597","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-111024-129","573608726","FP102998.10","53718178","53771612","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-050218-1405","573608727","BX248504.6","53771613","53897800","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-FOSMID-100920-151","573608728","FP102517.13","53897801","53924189","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-100127-1076","573608729","CU914164.22","54051231","54192232","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-FOSMID-100127-476","573608730","CU672223.7","54192233","54194490","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-090114-894","573608731","CU468941.10","54230116","54294980","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-070608-505","573608732","CT998556.5","54294981","54427639","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-090114-902","573608733","CU207294.14","54440081","54588199","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-FOSMID-100127-614","573608734","CU928125.10","54677689","54706482","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-050218-1402","573608735","AL732610.16","54730406","54907387","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-100127-1074","573608736","CU469547.8","55074828","55168367","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-060503-1873","573608737","CR407703.23","55435786","55586551","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-100920-368","573608738","FP236869.15","55586552","55651333","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-FOSMID-111024-53","573608739","FP236644.10","55651334","55692796","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-111024-85","573608740","FP245397.22","55707493","55781270","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-BAC-060503-1872","573608741","CR352223.11","55781271","55949482","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"9","ZDB-FOSMID-100127-1281","573608742","CU914623.4","56221289","56253263","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN147632v2","ZDB-BAC-060503-1891","573608743","BX465848.13","5029","184438","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN147636v1","ZDB-BAC-060503-610","573608744","BX248128.20","1","203829","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN147637v2","ZDB-BAC-071002-251","573608745","CU182823.7","1","171924","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN147642v2","ZDB-BAC-050218-2478","573608746","BX276122.23","17933","204646","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN147651v2","ZDB-BAC-100127-1270","573608747","CU457778.8","129964","349868","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN147652v2","ZDB-BAC-060503-306","573608748","CR391997.9","3601","167037","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN149680v1","ZDB-FOSMID-090114-349","573608749","CU550713.6","1","38724","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN149682v1","ZDB-BAC-060503-1874","573608750","BX005448.16","1","137468","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN149683v1","ZDB-BAC-090114-836","573608751","CR788286.12","1","152860","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN149684v1","ZDB-BAC-060503-847","573608752","BX942821.24","1","159057","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN149685v1","ZDB-BAC-070726-495","573608753","CR762420.25","1","164780","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN149686v1","ZDB-BAC-090114-845","573608754","CT583714.7","113009","260365","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN149687v1","ZDB-BAC-070404-735","573608755","CR847893.16","1","165668","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN149688v2","ZDB-BAC-060503-848","573608756","AL929028.29","3558","185929","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN149689v2","ZDB-BAC-050218-2277","573608757","BX664622.10","16195","188639","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN149690v1","ZDB-BAC-100920-129","573608758","BX927374.34","1","163193","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN149690v1","ZDB-BAC-090114-604","573608759","CR927215.14","163194","343018","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN149691v1","ZDB-BAC-070726-498","573608760","CR792415.19","1","233193","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN149692v1","ZDB-BAC-060614-459","573608761","BX640586.12","1","36911","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN149693v1","ZDB-BAC-060503-1903","573608762","BX571669.7","1","49295","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN149694v1","ZDB-BAC-050218-2320","573608763","BX511020.10","1","160830","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN149695v1","ZDB-BAC-060503-1436","573608764","BX510909.19","1","190731","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KN149696v2","ZDB-BAC-090114-598","573608765","CU182107.11","181335","359631","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KZ116064v1","ZDB-BAC-060614-347","573608766","CT025651.9","1","153879","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KZ116066v1","ZDB-BAC-061122-497","573608767","BX276184.16","1","161442","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"Un_KZ116067v1","ZDB-BAC-050218-2041","573608768","BX005371.20","1","159186","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100920-155","573597750","FP067451.6","105999","116871","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100127-1080","573597751","FP017167.5","116872","153914","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100127-1079","573597752","FP085413.5","153915","159368","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-100127-433","573597753","CU929326.22","187591","241092","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-749","573597848","BX908747.25","11880920","12112424","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-100920-136","573597849","CU914777.9","12119054","12145640","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-748","573597850","CR388406.7","12145641","12305440","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-100127-454","573597851","CU915769.6","12305441","12342303","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060614-210","573597852","CT033816.7","12342304","12473605","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-747","573597853","BX511261.13","12473606","12627630","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-100127-455","573597854","CU550719.7","12627631","12708297","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-090114-2","573597855","CU550697.5","12708298","12739226","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100127-199","573597856","FP340260.3","12739227","12763972","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-090114-3","573597857","CU550698.5","12763973","12799481","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-111024-55","573597858","FQ323113.3","12799482","12822833","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-2871","573597859","BX323031.7","12822834","12986689","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-061122-118","573597860","CT009746.6","12986690","13015618","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-2872","573597861","BX323837.7","13015619","13241869","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-23","573597862","BX004970.8","13294281","13541057","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-100920-4","573597863","FP102890.4","13541058","13581652","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-100127-456","573597864","FP236197.7","13581653","13617700","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-34","573597865","BX539308.3","13617701","13792469","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-35","573597866","BX511211.6","13792470","13981652","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-750","573597867","CR388002.6","13981653","14163969","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-071002-3","573597868","CT826376.9","14163970","14308020","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-751","573597869","BX530018.8","14308021","14475239","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-111024-36","573597870","CU138548.14","14678188","14782895","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-070726-4","573597871","CU074385.5","14782896","14786696","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-754","573597872","CR769787.7","14786697","14927346","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-071002-4","573597873","CT573272.8","14927347","15035646","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-29","573597874","BX511256.9","15035647","15266142","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-28","573597875","BX649389.12","15266143","15374885","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-100127-457","573597876","CR848833.22","15374886","15477569","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-27","573597877","AL954144.7","15477570","15558117","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-26","573597878","AL954683.11","15558118","15682962","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-090114-12","573597879","CU468042.19","15682963","15776370","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060614-211","573597880","CR812466.18","15776371","15912875","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100127-200","573597881","CU914628.3","15912876","15939926","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-100127-458","573597882","FP074903.6","15939927","16019227","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-33","573597883","BX649370.6","16019228","16090275","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100127-201","573597884","FP017180.6","16090276","16095005","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100127-202","573597885","CU929042.5","16095006","16132272","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-090114-13","573597886","CU633160.9","16138797","16175034","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-42","573597887","BX000690.46","16175035","16355718","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-061122-3","573597888","BX927112.17","16355719","16442000","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-071002-5","573597889","CT573256.9","16442001","16487935","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-44","573597890","AL935291.6","16487936","16660026","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-100127-459","573597891","CU570993.9","16660027","16762687","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-756","573597892","CR377220.10","16762688","16929699","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060614-212","573597893","BX928751.8","16929700","16964565","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-757","573597894","BX927393.12","16964566","17115488","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100127-203","573597942","CU929298.3","22283486","22308877","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-070608-5","573597943","CT573161.6","22308878","22409017","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-070726-7","573597944","CT025656.8","22409018","22503543","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050419-2","573597945","CR376846.9","22503544","22648230","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100127-0461","573597946","FP102886.5","22648231","22666464","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-100920-5","573597947","FP245458.6","22666465","22730998","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050419-3","573597948","BX908795.10","22730999","22871466","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-70","573597949","BX469934.5","22871467","23095052","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
