tscriptid,tscriptname,ottdartid,status,ensdartid,tname,comments
ZDB-TSCRIPT-110912-313,tmem214-002,OTTDART00000051164,retained intron,ENSDART00000150852.2,tmem214-204,
ZDB-TSCRIPT-110912-314,pmpcb-002,OTTDART00000051173,retained intron,ENSDART00000150516.2,pmpcb-202,
ZDB-TSCRIPT-110912-330,ano2-002,OTTDART00000051276,retained intron,ENSDART00000171079.2,ano2b-202,
ZDB-TSCRIPT-110912-338,ccdc167-003,OTTDART00000051306,NMD,ENSDART00000144658,,
ZDB-TSCRIPT-110912-34,si:dkey-269o24.6-002,OTTDART00000051293,NMD,ENSDART00000160016,,
ZDB-TSCRIPT-110912-342,cep83-002,OTTDART00000051318,retained intron,ENSDART00000165558.2,cep83-202,
ZDB-TSCRIPT-110912-347,mapk11-004,OTTDART00000051338,retained intron,ENSDART00000150785.2,mapk11-204,
ZDB-TSCRIPT-110912-348,mrps18a-002,OTTDART00000051341,retained intron,ENSDART00000150847.2,mrps18a-202,
ZDB-TSCRIPT-110912-361,ifrd1-003,OTTDART00000051381,retained intron,ENSDART00000150688.2,ifrd1-203,
ZDB-TSCRIPT-110912-4,optn-003,OTTDART00000030799,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-110912-409,sbf1-003,OTTDART00000051582,retained intron,ENSDART00000150743,sbf1-204,
ZDB-TSCRIPT-110912-411,stab2-002,OTTDART00000051588,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-110912-707,stab2-003,OTTDART00000051589,,ENSDART00000150713.2,stab2-203,
ZDB-TSCRIPT-110912-42,si:dkey-14d8.1-003,OTTDART00000051317,NMD,ENSDART00000145474,,
ZDB-TSCRIPT-110912-428,si:dkey-21h14.3-004,OTTDART00000051641,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-110912-437,pimr173-003,OTTDART00000051675,retained intron,ENSDART00000150501.2,pimr173-204,
ZDB-TSCRIPT-110912-438,net1-004,OTTDART00000051678,retained intron,ENSDART00000150705.2,net1-205,
ZDB-TSCRIPT-110912-48,mapk12b-002,OTTDART00000051340,retained intron,ENSDART00000150379.2,mapk12b-202,
ZDB-TSCRIPT-110912-491,ottdart00000051936,OTTDART00000051936,retained intron,ENSDART00000137427.3,si:ch73-335m24.2-202,
ZDB-TSCRIPT-110912-493,tdo2a-006,OTTDART00000051944,retained intron,ENSDART00000150731.2,tdo2a-206,
ZDB-TSCRIPT-110912-497,ottdart00000051957,OTTDART00000051957,retained intron,ENSDART00000162704.2,gpn2-201,
ZDB-TSCRIPT-110912-499,ottdart00000051963,OTTDART00000051963,retained intron,ENSDART00000150681.2,irf7-203,
ZDB-TSCRIPT-110912-511,ottdart00000052009,OTTDART00000052009,retained intron,ENSDART00000150281.2,si:ch211-140m22.7-204,
ZDB-TSCRIPT-090929-20530,lrrfip1a-008,OTTDART00000040377,,ENSDART00000011344.10,lrrfip1a-201,
ZDB-TSCRIPT-110912-515,lrrfip1a-005,OTTDART00000052027,retained intron,ENSDART00000166303.2,lrrfip1a-210,
ZDB-TSCRIPT-110912-520,ottdart00000052047,OTTDART00000052047,retained intron,ENSDART00000161619.2,scn1laa-202,
ZDB-TSCRIPT-110912-530,lmbrd1-004,OTTDART00000052078,retained intron,ENSDART00000160193.2,lmbrd1-202,
ZDB-TSCRIPT-110912-535,ottdart00000052107,OTTDART00000052107,NMD,ENSDART00000158829,,
ZDB-TSCRIPT-110912-537,ottdart00000052116,OTTDART00000052116,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-110912-541,rgs2-002,OTTDART00000052128,retained intron,ENSDART00000159940.2,rgs2-201,
ZDB-TSCRIPT-110912-543,si:ch211-117l17.4-002,OTTDART00000052134,retained intron,ENSDART00000163633.2,si:ch211-117l17.4-203,
ZDB-TSCRIPT-110912-58,si:dkey-92c21.2-002,OTTDART00000051371,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-110912-653,si:dkey-92c21.2-001,OTTDART00000051370,,ENSDART00000169137.2,CU302323.1-201,
ZDB-TSCRIPT-110912-583,otx1a-002,OTTDART00000052498,retained intron,ENSDART00000150420.2,otx2a-202,
ZDB-TSCRIPT-110912-584,rnaseh2a-002,OTTDART00000052533,NMD,ENSDART00000150846,,
ZDB-TSCRIPT-110912-598,tdo2a-002,OTTDART00000029275,NMD,ENSDART00000150564,,
ZDB-TSCRIPT-110912-608,agbl5-002,OTTDART00000051159,retained intron,ENSDART00000150276.2,agbl5-202,
ZDB-TSCRIPT-110912-609,tmem214-003,OTTDART00000051162,retained intron,ENSDART00000150812.2,tmem214-203,
ZDB-TSCRIPT-110912-610,pmpcb-003,OTTDART00000051174,retained intron,ENSDART00000150768.2,pmpcb-203,
ZDB-TSCRIPT-110912-613,bcap29-002,OTTDART00000051188,retained intron,ENSDART00000150654.2,bcap29-202,
ZDB-TSCRIPT-110912-643,mapk11-003,OTTDART00000051339,NMD,ENSDART00000150724,,
ZDB-TSCRIPT-110912-705,naf1-002,OTTDART00000051583,retained intron,ENSDART00000080689.6,naf1-201,
ZDB-TSCRIPT-110912-710,si:dkey-51d8.6-002,OTTDART00000051598,retained intron,ENSDART00000150696.2,si:dkey-51d8.6-202,
ZDB-TSCRIPT-110912-747,cry1aa-004,OTTDART00000051721,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-110912-753,grip1-003,OTTDART00000051747,retained intron,ENSDART00000150291.2,grip1-202,
ZDB-TSCRIPT-110912-158,grip1-002,OTTDART00000051748,,ENSDART00000150577.2,grip1-203,
ZDB-TSCRIPT-110912-764,cry2-003,OTTDART00000051803,retained intron,ENSDART00000170776.2,cry2-203,
ZDB-TSCRIPT-110912-767,gne-003,OTTDART00000051837,retained intron,ENSDART00000168776.2,gne-204,
ZDB-TSCRIPT-110912-808,ottdart00000052013,OTTDART00000052013,retained intron,ENSDART00000147148.3,si:ch211-140m22.7-202,
ZDB-TSCRIPT-110912-820,sufu-004,OTTDART00000052060,retained intron,ENSDART00000150518.2,sufu-203,
ZDB-TSCRIPT-110912-825,lmbrd1-002,OTTDART00000052076,retained intron,ENSDART00000164380.2,lmbrd1-204,
ZDB-TSCRIPT-110912-855,si:dkey-19c16.1-002,OTTDART00000052301,retained intron,ENSDART00000162161.2,si:dkey-265e15.5-202,
ZDB-TSCRIPT-110912-860,si:ch211-22k7.9-004,OTTDART00000052360,retained intron,ENSDART00000150641.2,si:ch211-22k7.9-204,
ZDB-TSCRIPT-110912-873,ottdart00000052435,OTTDART00000052435,retained intron,ENSDART00000149858.2,c4b-203,
ZDB-TSCRIPT-110912-874,ottdart00000052447,OTTDART00000052447,NMD,ENSDART00000140270.3,c4b-201,
ZDB-TSCRIPT-110912-877,zgc:175214-002,OTTDART00000052478,retained intron,ENSDART00000150496.2,zgc:175214-202,
ZDB-TSCRIPT-110912-882,acy3.2-006,OTTDART00000052557,retained intron,ENSDART00000150448.2,acy3.2-207,
ZDB-TSCRIPT-110912-883,aptx-002,OTTDART00000052560,retained intron,ENSDART00000150568.2,aptx-202,
ZDB-TSCRIPT-120213-1001,nr1d2b-004,OTTDART00000053756,retained intron,ENSDART00000151082,nr1d2b-204,
ZDB-TSCRIPT-120213-1004,osbpl3a-004,OTTDART00000053779,retained intron,ENSDART00000151734.2,osbpl3a-205,
 ZDB-TSCRIPT-120213-233,osbpl3a-002,OTTDART00000053777,,ENSDART00000151066.2,osbpl3a-204,
ZDB-TSCRIPT-120213-1009,ottdart00000053810,OTTDART00000053810,NMD,ENSDART00000133633,,
ZDB-TSCRIPT-120213-1010,oxnad1-004,OTTDART00000053813,retained intron,ENSDART00000151059.2,oxnad1-202,
ZDB-TSCRIPT-120213-1013,si:ch73-209e20.6-001,OTTDART00000053822,to be experimentally confirmed,ENSDART00000164271.2,FP243383.1-201,
ZDB-TSCRIPT-120213-1019,krit1-003,OTTDART00000054013,retained intron,ENSDART00000162723,krit1-202,
ZDB-TSCRIPT-120213-1028,grap2b-003,OTTDART00000054128,retained intron,ENSDART00000171852.2,grap2b-205,
ZDB-TSCRIPT-120213-1033,si:ch211-199g17.2-002,OTTDART00000054154,retained intron,ENSDART00000142467.3,si:ch211-199g17.2-202,
ZDB-TSCRIPT-120213-1036,clasp2-009,OTTDART00000054175,retained intron,ENSDART00000151023.2,clasp2-207,
ZDB-TSCRIPT-120213-1069,si:ch211-173p18.3-008,OTTDART00000054332,retained intron,ENSDART00000151295.2,si:ch211-173p18.3-207,
ZDB-TSCRIPT-120213-298,si:ch211-173p18.3-005,OTTDART00000054330,,ENSDART00000151188.2,si:ch211-173p18.3-204,
ZDB-TSCRIPT-120213-1070,efcab1-002,OTTDART00000054335,NMD,ENSDART00000150972,,
ZDB-TSCRIPT-120213-1084,myh10-003,OTTDART00000054405,retained intron,ENSDART00000151635.2,myh10-203,
ZDB-TSCRIPT-090929-23146,myh10-001,OTTDART00000001479,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-120213-1086,si:ch211-46o5.1-002,OTTDART00000054411,retained intron,ENSDART00000151348.2,csmd2-202,
ZDB-TSCRIPT-120213-109,ubap2l-003,OTTDART00000053263,retained intron,ENSDART00000151573.2,ubap2l-204,
ZDB-TSCRIPT-120213-1102,senp2-002,OTTDART00000054493,NMD,ENSDART00000151548,,
ZDB-TSCRIPT-120213-1104,ottdart00000054516,OTTDART00000054516,NMD,ENSDART00000151717,,
ZDB-TSCRIPT-120213-1106,stx8-002,OTTDART00000054522,NMD,ENSDART00000168031,,
ZDB-TSCRIPT-120213-1110,gmnn-003,OTTDART00000054534,NMD,ENSDART00000151536,,
ZDB-TSCRIPT-120213-1111,tefm-003,OTTDART00000054537,retained intron,ENSDART00000168932.2,tefm-203,
ZDB-TSCRIPT-120213-341,tefm-002,OTTDART00000054538,,ENSDART00000166424.2,tefm-201,
ZDB-TSCRIPT-120213-1117,brdt-003,OTTDART00000054568,retained intron,ENSDART00000159232.2,brdt-201,
ZDB-TSCRIPT-120213-1119,ottdart00000054578,OTTDART00000054578,to be experimentally confirmed,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-120213-1120,ccbl2-005,OTTDART00000054581,retained intron,ENSDART00000169458.2,kyat3-208,
ZDB-TSCRIPT-120213-352,tns1a-002,OTTDART00000054594,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-120213-736,tns1a-004,OTTDART00000054592,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-120213-1122,tns1a-003,OTTDART00000054593,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-120213-1129,pex5la-002,OTTDART00000054658,retained intron,ENSDART00000143504.3,pex5la-202,
ZDB-TSCRIPT-120213-113,ube2r2-003,OTTDART00000053275,retained intron,ENSDART00000151434.2,ube2r2-203,
ZDB-TSCRIPT-120213-1132,si:ch211-244a23.1-003,OTTDART00000054699,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-3660,si:ch211-244a23.1-002,OTTDART00000017131,,ENSDART00000138809.2,si:ch211-244a23.1-203,
ZDB-TSCRIPT-120213-1140,nfatc4-003,OTTDART00000054746,retained intron,ENSDART00000155803.2,nfatc4-203,
ZDB-TSCRIPT-120213-1154,cyc1-005,OTTDART00000054957,retained intron,ENSDART00000151401.3,cyc1-205,
ZDB-TSCRIPT-090929-7523,cyc1-003,OTTDART00000024710,,ENSDART00000145555.2,cyc1-204,
ZDB-TSCRIPT-120213-1156,slc6a13-003,OTTDART00000055053,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-120213-119,pigs-003,OTTDART00000053293,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-120213-136,pold3-003,OTTDART00000053345,retained intron,ENSDART00000151306.2,pold3-202,
ZDB-TSCRIPT-120213-145,zgc:66160-002,OTTDART00000053414,retained intron,ENSDART00000151223.2,zgc:66160-202,
ZDB-TSCRIPT-120213-147,si:ch211-157c3.4-004,OTTDART00000053420,NMD,ENSDART00000151675,,
ZDB-TSCRIPT-120213-153,si:dkey-20j1.4-003,OTTDART00000053439,retained intron,ENSDART00000150923.2,CR792438.1-202,
ZDB-TSCRIPT-120213-923,si:dkey-20j1.4-001,OTTDART00000053438,,ENSDART00000151347.3,CR792438.1-201,
ZDB-TSCRIPT-120213-156,si:rp71-15k1.1-003,OTTDART00000053448,retained intron,ENSDART00000151361.2,si:rp71-15k1.1-203,
ZDB-TSCRIPT-120213-159,flr-002,OTTDART00000053457,NMD,ENSDART00000108973,,
ZDB-TSCRIPT-120213-161,eif3d-005,OTTDART00000053463,NMD,ENSDART00000150898,,
ZDB-TSCRIPT-120213-166,u2af2b-005,OTTDART00000053478,retained intron,ENSDART00000151121.2,u2af2b-202,
ZDB-TSCRIPT-120213-171,med25-002,OTTDART00000053493,NMD,ENSDART00000151058,,
ZDB-TSCRIPT-120213-178,ago3b-002,OTTDART00000053524,retained intron,ENSDART00000151796.2,ago3b-202,
ZDB-TSCRIPT-120213-181,nosip-005,OTTDART00000053533,retained intron,ENSDART00000151396.2,nosip-205,
ZDB-TSCRIPT-120213-189,gtf2f1-003,OTTDART00000053584,retained intron,ENSDART00000151475.2,gtf2f1-207,
ZDB-TSCRIPT-120213-197,ftr56-002,OTTDART00000053618,retained intron,ENSDART00000151586.2,ftr56-202,
ZDB-TSCRIPT-120213-198,seh1l-003,OTTDART00000053621,retained intron,ENSDART00000151637.2,seh1l-204,
ZDB-TSCRIPT-120213-587,dus1l-002,OTTDART00000053637,,ENSDART00000151132.3,dus1l-203,
ZDB-TSCRIPT-120213-203,dus1l-003,OTTDART00000053639,retained intron,ENSDART00000151770.2,dus1l-204,
ZDB-TSCRIPT-120213-210,rogdi-004,OTTDART00000053660,retained intron,ENSDART00000161528.2,rogdi-202,
ZDB-TSCRIPT-120213-211,ctps1a-002,OTTDART00000053663,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-120213-217,gpatch8-004,OTTDART00000053683,retained intron,ENSDART00000151745.2,gpatch8-203,
ZDB-TSCRIPT-120213-228,trim35-9-002,OTTDART00000053732,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-120213-229,arhgap42a-002,OTTDART00000053742,retained intron,ENSDART00000151241.2,arhgap42a-202,
ZDB-TSCRIPT-120213-232,ints8-004,OTTDART00000053760,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-120213-235,fam221a-002,OTTDART00000053783,retained intron,ENSDART00000150966.2,fam221a-202,
ZDB-TSCRIPT-120213-241,tbc1d5-002,OTTDART00000053817,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-120213-249,tbk1-004,OTTDART00000054039,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-120213-25,si:ch211-114l13.12-002,OTTDART00000052837,retained intron,ENSDART00000151570.2,si:ch211-114l13.12-202,
ZDB-TSCRIPT-120213-253,mterf3-002,OTTDART00000054090,NMD,ENSDART00000151574,,
ZDB-TSCRIPT-120213-255,ldlrb-002,OTTDART00000054112,NMD,ENSDART00000152066,,
ZDB-TSCRIPT-120213-261,cap1-003,OTTDART00000054146,retained intron,ENSDART00000151187.2,cap1-203,
ZDB-TSCRIPT-120213-264,nkain1-003,OTTDART00000054162,retained intron,ENSDART00000150901.2,nkain1-203,
ZDB-TSCRIPT-120213-273,vps45-002,OTTDART00000054206,retained intron,ENSDART00000151440.2,vps45-202,
ZDB-TSCRIPT-120213-277,rbm26-002,OTTDART00000054247,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-120213-1049,tmem237b-002,OTTDART00000054258,,ENSDART00000151743.3,tmem237b-202,
ZDB-TSCRIPT-120213-279,tmem237b-003,OTTDART00000054259,retained intron,ENSDART00000151776.2,tmem237b-203,
ZDB-TSCRIPT-120213-299,si:ch211-173p18.3-003,OTTDART00000054333,retained intron,ENSDART00000151763.2,si:ch211-173p18.3-208,
ZDB-TSCRIPT-120213-308,tuba8l4-003,OTTDART00000054375,NMD,ENSDART00000151271,,
ZDB-TSCRIPT-120213-319,runx1t1-002,OTTDART00000054425,NMD,ENSDART00000151521,,
ZDB-TSCRIPT-120213-32,rnf8-003,OTTDART00000052873,retained intron,ENSDART00000151789.2,rnf8-203,
ZDB-TSCRIPT-120213-320,si:ch73-302o18.2-003,OTTDART00000054428,NMD,ENSDART00000151680,,
ZDB-TSCRIPT-120213-332,senp2-003,OTTDART00000054494,retained intron,ENSDART00000151823.2,senp2-203,
ZDB-TSCRIPT-120213-337,lpcat1-004,OTTDART00000054526,NMD,ENSDART00000151752,,
ZDB-TSCRIPT-120213-34,slc25a47a-002,OTTDART00000052885,retained intron,ENSDART00000151071.2,slc25a47a-202,
ZDB-TSCRIPT-120213-368,si:dkey-19e4.7-001,OTTDART00000054730,to be experimentally confirmed,,,no Ensembl ID match.  Transcript and gene withdrawn?
ZDB-TSCRIPT-120213-373,si:dkey-156n14.5-002,OTTDART00000054768,NMD,ENSDART00000151747,,
ZDB-TSCRIPT-120213-383,si:dkey-237i9.8-002,OTTDART00000054947,retained intron,ENSDART00000166678.2,si:dkey-237i9.8-202,
ZDB-TSCRIPT-120213-387,eif4bb-005,OTTDART00000055075,NMD,ENSDART00000151424,,
ZDB-TSCRIPT-120213-395,angptl5-003,OTTDART00000049515,retained intron,ENSDART00000151392.2,angptl5-204,
ZDB-TSCRIPT-120213-399,abat-002,OTTDART00000050067,retained intron,ENSDART00000151385.2,abat-201,
ZDB-TSCRIPT-120213-400,rgs9a-002,OTTDART00000050070,retained intron,ENSDART00000150943.2,rgs9a-201,
ZDB-TSCRIPT-120213-406,soul4-002,OTTDART00000052761,retained intron,ENSDART00000168676.2,soul4-201,
ZDB-TSCRIPT-120213-41,msto1-002,OTTDART00000052986,retained intron,ENSDART00000151782.2,msto1-202,
ZDB-TSCRIPT-120213-418,tanc2a-003,OTTDART00000052881,retained intron,ENSDART00000151172,tanc2a-203,
ZDB-TSCRIPT-120213-43,rplp1-003,OTTDART00000052996,retained intron,ENSDART00000151603.2,rplp1-203,
ZDB-TSCRIPT-120213-454,si:ch211-195m9.3-003,OTTDART00000053090,retained intron,ENSDART00000151073.2,si:ch211-195m9.3-201,
ZDB-TSCRIPT-120213-464,ubl7b-002,OTTDART00000053130,retained intron,ENSDART00000150927.3,ubl7b-202,
ZDB-TSCRIPT-120213-465,ubl7b-005,OTTDART00000053133,retained intron,ENSDART00000150954.2,ubl7b-203,
ZDB-TSCRIPT-120213-47,dcun1d5-006,OTTDART00000053008,retained intron,ENSDART00000166635.2,dcun1d5-204,
ZDB-TSCRIPT-120213-470,eno2-003,OTTDART00000053185,NMD,ENSDART00000141559,,
ZDB-TSCRIPT-120213-471,gnb3b-005,OTTDART00000053188,retained intron,ENSDART00000151093.2,gnb3b-203,
ZDB-TSCRIPT-120213-474,cyt1l-002,OTTDART00000053197,retained intron,ENSDART00000105034.6,cyt1l-201,
ZDB-TSCRIPT-120213-475,krt91-002,OTTDART00000053200,NMD,ENSDART00000146890,,
ZDB-TSCRIPT-120213-478,stard4-002,OTTDART00000053209,retained intron,ENSDART00000169872.2,stard4-203,
ZDB-TSCRIPT-120213-482,wdr91-002,OTTDART00000053225,retained intron,ENSDART00000151108.2,wdr91-203,
ZDB-TSCRIPT-120213-485,mhc1uba-002,OTTDART00000053234,retained intron,ENSDART00000151649.2,mhc1uba-203,
ZDB-TSCRIPT-120213-115,taf9-005,OTTDART00000053281,,ENSDART00000151767.3,taf9-206,
ZDB-TSCRIPT-120213-500,taf9-003,OTTDART00000053282,retained intron,ENSDART00000151333.3,taf9-204,
ZDB-TSCRIPT-120213-885,taf9-006,OTTDART00000053280,,ENSDART00000151534.3,taf9-205,
ZDB-TSCRIPT-120213-506,zcchc10-003,OTTDART00000053301,retained intron,ENSDART00000151249.2,zcchc10-202,
ZDB-TSCRIPT-120213-508,tmem185-002,OTTDART00000053307,retained intron,ENSDART00000151318.2,tmem185-202,
ZDB-TSCRIPT-120213-512,sh3pxd2b-002,OTTDART00000053319,retained intron,ENSDART00000160502.2,sh3pxd2b-201,
ZDB-TSCRIPT-120213-521,pold3-004,OTTDART00000053346,retained intron,ENSDART00000151781.2,pold3-203,
ZDB-TSCRIPT-120213-527,pnpla7a-004,OTTDART00000053365,NMD,ENSDART00000142983,,
ZDB-TSCRIPT-100915-1097,pnpla7a-003,OTTDART00000044761,,ENSDART00000151617.2,pnpla7a-204,
ZDB-TSCRIPT-120213-528,celf3a-002,OTTDART00000053387,retained intron,ENSDART00000151315.2,celf3a-202,
ZDB-TSCRIPT-090929-12335,hivep1-002,OTTDART00000030028,,ENSDART00000163807.2,hivep1-201,
ZDB-TSCRIPT-120213-53,hivep1-003,OTTDART00000053028,retained intron,ENSDART00000166107.2,hivep1-202,
ZDB-TSCRIPT-120213-538,si:dkey-20j1.4-002,OTTDART00000053440,retained intron,ENSDART00000150988.2,CR792438.1-203,
ZDB-TSCRIPT-120213-542,fam131ba-002,OTTDART00000053452,retained intron,ENSDART00000135396.3,fam131ba-202,
ZDB-TSCRIPT-120213-544,flr-003,OTTDART00000053458,retained intron,ENSDART00000151596.2,flr-203,
ZDB-TSCRIPT-120213-545,eif3d-004,OTTDART00000053461,NMD,ENSDART00000151568,,
ZDB-TSCRIPT-090929-6678,eif3d-002,OTTDART00000023676,,ENSDART00000143234.2,eif3d-204,
ZDB-TSCRIPT-090929-6679,eif3d-003,OTTDART00000023677,,ENSDART00000139315.2,eif3d-203,
ZDB-TSCRIPT-120213-546,ottdart00000053464,OTTDART00000053464,to be experimentally confirmed,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-120213-553,ifi35-002,OTTDART00000053485,retained intron,ENSDART00000151111.2,ifi35-203,
ZDB-TSCRIPT-120213-558,ddx42-002,OTTDART00000053505,retained intron,ENSDART00000151504.2,ddx42-202,
ZDB-TSCRIPT-120213-56,trim36-004,OTTDART00000053043,retained intron,ENSDART00000150921.1,trim36-203,
ZDB-TSCRIPT-120213-563,slc9a3.1-002,OTTDART00000053525,NMD,ENSDART00000081350,,
ZDB-TSCRIPT-120213-576,yipf2-004,OTTDART00000053591,retained intron,ENSDART00000151555.2,yipf2-202,
ZDB-TSCRIPT-120213-577,sept9a-004,OTTDART00000053595,retained intron,ENSDART00000151122.2,sept9a-205,
ZDB-TSCRIPT-120213-963,sept9a-005,OTTDART00000053596,,ENSDART00000150945.2,sept9a-204,
ZDB-TSCRIPT-120213-194,sept9a-006,OTTDART00000053602,,ENSDART00000136221.3,sept9a-203,
ZDB-TSCRIPT-120213-580,pabpc1b-004,OTTDART00000053613,NMD,ENSDART00000151056,,
ZDB-TSCRIPT-120213-585,psmd11a-003,OTTDART00000053628,retained intron,ENSDART00000151449.2,psmd11a-202,
ZDB-TSCRIPT-120213-587,dus1l-002,OTTDART00000053637,retained intron,ENSDART00000151132.3,dus1l-203,
ZDB-TSCRIPT-120213-588,zgc:86896-004,OTTDART00000053640,retained intron,ENSDART00000150996.2,zgc:86896-204,
ZDB-TSCRIPT-120213-589,abcc1-002,OTTDART00000053643,retained intron,ENSDART00000170707.2,abcc1-202,
ZDB-TSCRIPT-120213-59,tsr2-002,OTTDART00000053052,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-120213-594,rogdi-002,OTTDART00000053658,retained intron,ENSDART00000157950.2,rogdi-201,
ZDB-TSCRIPT-120213-602,gpatch8-002,OTTDART00000053684,NMD,ENSDART00000151810,,
ZDB-TSCRIPT-120213-606,ottdart00000053696,OTTDART00000053696,NMD,ENSDART00000124305,baxa-203,
ZDB-TSCRIPT-120213-608,rims2b-005,OTTDART00000053702,retained intron,,,
ZDB-TSCRIPT-120213-610,si:dkey-208k4.2-004,OTTDART00000053708,retained intron,ENSDART00000158321.2,si:dkey-208k4.2-201,
ZDB-TSCRIPT-120213-618,osbpl3a-003,OTTDART00000053778,retained intron,ENSDART00000150925.2,osbpl3a-202,
ZDB-TSCRIPT-120213-619,mpp6b-003,OTTDART00000053781,retained intron,ENSDART00000151319.2,mpp6b-204,
ZDB-TSCRIPT-120213-621,ccng2-003,OTTDART00000053803,retained intron,ENSDART00000151459.2,ccng2-204,
ZDB-TSCRIPT-120213-626,prodha-002,OTTDART00000053818,retained intron,ENSDART00000151281.2,prodha-202,
ZDB-TSCRIPT-120213-242,rexo4-003,OTTDART00000053820,,ENSDART00000151230.2,rexo4-202,
ZDB-TSCRIPT-120213-627,rexo4-002,OTTDART00000053821,retained intron,ENSDART00000151552.2,rexo4-203,
ZDB-TSCRIPT-120213-641,zgc:92360-002,OTTDART00000054120,retained intron,ENSDART00000151626.2,zgc:92360-202,
ZDB-TSCRIPT-120213-642,grap2b-002,OTTDART00000054127,retained intron,ENSDART00000160131.2,grap2b-202,
ZDB-TSCRIPT-120213-643,grap2b-004,OTTDART00000054130,retained intron,ENSDART00000159377.2,grap2b-201,
ZDB-TSCRIPT-120213-648,wasf2-002,OTTDART00000054156,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-120213-649,fkbp9-002,OTTDART00000054171,retained intron,ENSDART00000151291.2,fkbp9-202,
ZDB-TSCRIPT-120213-650,clasp2-007,OTTDART00000054174,retained intron,ENSDART00000151378.2,clasp2-209,
ZDB-TSCRIPT-120213-265,clasp2-008,OTTDART00000054173,,ENSDART00000151086.2,clasp2-208,
ZDB-TSCRIPT-120213-655,trioa-002,OTTDART00000054198,retained intron,ENSDART00000147663.2,trioa-203,
ZDB-TSCRIPT-120213-656,jtb-004,OTTDART00000054201,retained intron,ENSDART00000151410.2,jtb-205,
ZDB-TSCRIPT-120213-67,olfcd3-002,OTTDART00000053083,NMD,ENSDART00000151432,,
ZDB-TSCRIPT-120213-680,rasal3-002,OTTDART00000054322,retained intron,ENSDART00000151142.3,rasal3-202,
ZDB-TSCRIPT-120213-295,rasal3-003,OTTDART00000054321,,ENSDART00000151317.2,rasal3-203,
ZDB-TSCRIPT-120213-684,si:ch211-173p18.3-007,OTTDART00000054334,retained intron,ENSDART00000151242.2,si:ch211-173p18.3-205,
ZDB-TSCRIPT-120213-302,rgl3a-002,OTTDART00000054344,,ENSDART00000151483.2,rgl3a-203,
ZDB-TSCRIPT-120213-687,rgl3a-003,OTTDART00000054345,retained intron,ENSDART00000151061.2,rgl3a-201,
ZDB-TSCRIPT-120213-689,ccdc85al-002,OTTDART00000054357,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-120213-697,si:ch211-241a17.6-001,OTTDART00000054399,to be experimentally confirmed,ENSDART00000169858.2,AL953886.1-201,
ZDB-TSCRIPT-120213-705,si:ch73-302o18.2-002,OTTDART00000054429,NMD,ENSDART00000151526,,
ZDB-TSCRIPT-120213-721,irx4b-002,OTTDART00000054524,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-120213-724,gmnn-004,OTTDART00000054533,retained intron,ENSDART00000150910.2,gmnn-203,
ZDB-TSCRIPT-120213-725,atad5b-002,OTTDART00000054536,NMD,ENSDART00000158850,,
ZDB-TSCRIPT-090929-5408,suz12b-002,OTTDART00000021899,,ENSDART00000158187.2,suz12b-201,
ZDB-TSCRIPT-120213-726,suz12b-003,OTTDART00000054539,retained intron,ENSDART00000164442.2,suz12b-202,
ZDB-TSCRIPT-120213-766,utp6-005,OTTDART00000054937,,ENSDART00000163306.2,utp6-203,
ZDB-TSCRIPT-120213-727,utp6-004,OTTDART00000054543,retained intron,ENSDART00000162148.2,utp6-202,
