aliasid,clonealias,cloneid
FR_6170,FR_6170,ZDB-EST-060810-310
FR_5861,FR_5861,ZDB-EST-060810-191
FR_5862,FR_5862,ZDB-EST-060810-192
FR_6179,FR_6179,ZDB-EST-060810-313
FR_6182,FR_6182,ZDB-EST-060810-315
FR_5870,FR_5870,ZDB-EST-060810-193
FR_5871,FR_5871,ZDB-EST-060810-194
FR_6188,FR_6188,ZDB-EST-060810-319
FR_5873,FR_5873,ZDB-EST-060810-195
FR_5874,FR_5874,ZDB-EST-060810-196
FR_5875,FR_5875,ZDB-EST-060810-197
FR_5876,FR_5876,ZDB-EST-060810-198
FR_5877,FR_5877,ZDB-EST-060810-199
FR_6196,FR_6196,ZDB-EST-060810-320
FR_6202,FR_6202,ZDB-EST-060810-322
FR_6206,FR_6206,ZDB-EST-060810-324
FR_6209,FR_6209,ZDB-EST-060810-326
FR_6211,FR_6211,ZDB-EST-060810-328
FR_5890,FR_5890,ZDB-EST-060810-200
FR_6217,FR_6217,ZDB-EST-060810-331
FR_5899,FR_5899,ZDB-EST-060810-201
FR_5901,FR_5901,ZDB-EST-060810-202
FR_5902,FR_5902,ZDB-EST-060810-203
FR_5903,FR_5903,ZDB-EST-060810-204
FR_5904,FR_5904,ZDB-EST-060810-205
FR_6229,FR_6229,ZDB-EST-060810-337
FR_5905,FR_5905,ZDB-EST-060810-206
FR_6230,FR_6230,ZDB-EST-060810-338
FR_5906,FR_5906,ZDB-EST-060810-207
FR_5907,FR_5907,ZDB-EST-060810-208
FR_5908,FR_5908,ZDB-EST-060810-209
FR_5679,FR_5679,ZDB-EST-060810-162
FR_6239,FR_6239,ZDB-EST-060810-341
FR_5683,FR_5683,ZDB-EST-060810-163
FR_5684,FR_5684,ZDB-EST-060810-164
FR_6249,FR_6249,ZDB-EST-060810-345
FR_5685,FR_5685,ZDB-EST-060810-165
FR_5688,FR_5688,ZDB-EST-060810-166
FR_5689,FR_5689,ZDB-EST-060810-167
FR_6252,FR_6252,ZDB-EST-060810-347
FR_6265,FR_6265,ZDB-EST-060810-354
FR_6266,FR_6266,ZDB-EST-060810-355
FR_6271,FR_6271,ZDB-EST-060810-358
FR_6274,FR_6274,ZDB-EST-060810-359
FR_6276,FR_6276,ZDB-EST-060810-360
FR_6282,FR_6282,ZDB-EST-060810-363
FR_6284,FR_6284,ZDB-EST-060810-364
FR_6294,FR_6294,ZDB-EST-060810-370
FR_6301,FR_6301,ZDB-EST-060810-373
FR_5755,FR_5755,ZDB-EST-060810-168
FR_5756,FR_5756,ZDB-EST-060810-169
FR_5763,FR_5763,ZDB-EST-060810-170
FR_6322,FR_6322,ZDB-EST-060810-381
FR_6324,FR_6324,ZDB-EST-060810-382
FR_5776,FR_5776,ZDB-EST-060810-172
FR_5777,FR_5777,ZDB-EST-060810-173
FR_5781,FR_5781,ZDB-EST-060810-174
FR_5783,FR_5783,ZDB-EST-060810-176
FR_6337,FR_6337,ZDB-EST-060810-387
FR_6338,FR_6338,ZDB-EST-060810-388
FR_6341,FR_6341,ZDB-EST-060810-390
FR_6345,FR_6345,ZDB-EST-060810-394
FR_6346,FR_6346,ZDB-EST-060810-395
FR_6357,FR_6357,ZDB-EST-060810-399
FR_6546,FR_6546,ZDB-EST-060810-489
FR_6547,FR_6547,ZDB-EST-060810-490
FR_6379,FR_6379,ZDB-EST-060810-409
FR_6382,FR_6382,ZDB-EST-060810-410
FR_6384,FR_6384,ZDB-EST-060810-411
FR_6401,FR_6401,ZDB-EST-060810-422
FR_6410,FR_6410,ZDB-EST-060810-424
FR_6412,FR_6412,ZDB-EST-060810-425
FR_6417,FR_6417,ZDB-EST-060810-428
FR_6418,FR_6418,ZDB-EST-060810-429
FR_6446,FR_6446,ZDB-EST-060810-443
FR_6454,FR_6454,ZDB-EST-060810-449
FR_6460,FR_6460,ZDB-EST-060810-452
FR_6474,FR_6474,ZDB-EST-060810-456
FR_6475,FR_6475,ZDB-EST-060810-457
FR_6491,FR_6491,ZDB-EST-060810-458
FR_6494,FR_6494,ZDB-EST-060810-460
FR_6506,FR_6506,ZDB-EST-060810-465
FR_6514,FR_6514,ZDB-EST-060810-470
FR_6515,FR_6515,ZDB-EST-060810-471
FR_6516,FR_6516,ZDB-EST-060810-472
FR_6522,FR_6522,ZDB-EST-060810-475
FR_6526,FR_6526,ZDB-EST-060810-477
FR_6528,FR_6528,ZDB-EST-060810-479
FR_6531,FR_6531,ZDB-EST-060810-481
FR_6360,FR_6360,ZDB-EST-060810-402
FR_2593,FR_2593,ZDB-EST-060810-8
FR_4350,FR_4350,ZDB-EST-060810-133
FR_6542,FR_6542,ZDB-EST-060810-488
FR_5995,FR_5995,ZDB-EST-060810-236
FR_6223,FR_6223,ZDB-EST-060810-335
FR_2617,FR_2617,ZDB-EST-060810-12
FR_2623,FR_2623,ZDB-EST-060810-13
FR_2847,FR_2847,ZDB-EST-060810-35
FR_6281,FR_6281,ZDB-EST-060810-362
FR_4346,FR_4346,ZDB-EST-060810-131
FR_6004,FR_6004,ZDB-EST-060810-241
FR_5782,FR_5782,ZDB-EST-060810-175
FR_2858,FR_2858,ZDB-EST-060810-39
FR_6181,FR_6181,ZDB-EST-060810-314
FR_5974,FR_5974,ZDB-EST-060810-224
FR_6089,FR_6089,ZDB-EST-060810-270
FR_6414,FR_6414,ZDB-EST-060810-427
FR_4357,FR_4357,ZDB-EST-060810-135
FR_6186,FR_6186,ZDB-EST-060810-317
FR_4291,FR_4291,ZDB-EST-060810-115
FR_6377,FR_6377,ZDB-EST-060810-408
FR_3569,FR_3569,ZDB-EST-060810-70
FR_3690,FR_3690,ZDB-EST-060810-76
FR_4258,FR_4258,ZDB-EST-060810-110
FR_4722,FR_4722,ZDB-EST-060810-145
FR_6447,FR_6447,ZDB-EST-060810-444
FR_6210,FR_6210,ZDB-EST-060810-327
FR_4426,FR_4426,ZDB-EST-060810-143
FR_4299,FR_4299,ZDB-EST-060810-117
FR_2638,FR_2638,ZDB-EST-060810-16
FR_6388,FR_6388,ZDB-EST-060810-414
FR_6327,FR_6327,ZDB-EST-060810-385
FR_3813,FR_3813,ZDB-EST-060810-83
FR_3883,FR_3883,ZDB-EST-060810-88
FR_6493,FR_6493,ZDB-EST-060810-459
FR_6358,FR_6358,ZDB-EST-060810-400
FR_6436,FR_6436,ZDB-EST-060810-438
FR_6376b,FR_6376b,ZDB-EST-060810-407
FR_5977,FR_5977,ZDB-EST-060810-227
FR_2747,FR_2747,ZDB-EST-060810-27
FR_6359,FR_6359,ZDB-EST-060810-401
FR_6118,FR_6118,ZDB-EST-060810-285
FR_5956,FR_5956,ZDB-EST-060810-212
FR_2757,FR_2757,ZDB-EST-060810-31
FR_4345,FR_4345,ZDB-EST-060810-130
FR_4358,FR_4358,ZDB-EST-060810-136
FR_6386,FR_6386,ZDB-EST-060810-412
FR_6444,FR_6444,ZDB-EST-060810-441
FR_6020,FR_6020,ZDB-EST-060810-247
FR_3859,FR_3859,ZDB-EST-060810-85
FR_6497,FR_6497,ZDB-EST-060810-462
FR_4363,FR_4363,ZDB-EST-060810-138
FR_6142,FR_6142,ZDB-EST-060810-297
FR_6328,FR_6328,ZDB-EST-060810-386
FR_6326,FR_6326,ZDB-EST-060810-384
FR_6519,FR_6519,ZDB-EST-060810-473
FR_6394,FR_6394,ZDB-EST-060810-419
FR_2852,FR_2852,ZDB-EST-060810-38
FR_6174,FR_6174,ZDB-EST-060810-311
FR_6070,FR_6070,ZDB-EST-060810-256
FR_6247,FR_6247,ZDB-EST-060810-344
FR_6496,FR_6496,ZDB-EST-060810-461
FR_3927,FR_3927,ZDB-EST-060810-91
FR_6241,FR_6241,ZDB-EST-060810-342
FR_6178,FR_6178,ZDB-EST-060810-312
FR_5909,FR_5909,ZDB-EST-060810-210
FR_6144,FR_6144,ZDB-EST-060810-298
FR_6127,FR_6127,ZDB-EST-060810-292
FR_5661,FR_5661,ZDB-EST-060810-157
FR_5847,FR_5847,ZDB-EST-060810-184
FR_6129,FR_6129,ZDB-EST-060810-293
FR_5854,FR_5854,ZDB-EST-060810-188
FR_6119,FR_6119,ZDB-EST-060810-286
FR_3208,FR_3208,ZDB-EST-060810-62
FR_6270,FR_6270,ZDB-EST-060810-357
FR_4101,FR_4101,ZDB-EST-060810-97
FR_6344,FR_6344,ZDB-EST-060810-393
FR_4147,FR_4147,ZDB-EST-060810-101
FR_6155,FR_6155,ZDB-EST-060810-301
FR_3673,FR_3673,ZDB-EST-060810-75
FR_4239,FR_4239,ZDB-EST-060810-108
FR_4142,FR_4142,ZDB-EST-060810-100
FR_5968,FR_5968,ZDB-EST-060810-221
FR_4334,FR_4334,ZDB-EST-060810-125
FR_4260,FR_4260,ZDB-EST-060810-111
FR_2752,FR_2752,ZDB-EST-060810-30
FR_6105,FR_6105,ZDB-EST-060810-280
FR_3572,FR_3572,ZDB-EST-060810-71
FR_6402,FR_6402,ZDB-EST-060810-423
FR_6086,FR_6086,ZDB-EST-060810-267
FR_6325,FR_6325,ZDB-EST-060810-383
FR_6279,FR_6279,ZDB-EST-060810-361
FR_6259,FR_6259,ZDB-EST-060810-351
FR_6067,FR_6067,ZDB-EST-060810-254
FR_6499,FR_6499,ZDB-EST-060810-463
FR_6024,FR_6024,ZDB-EST-060810-250
FR_6424,FR_6424,ZDB-EST-060810-431
FR_6022,FR_6022,ZDB-EST-060810-249
FR_4725,FR_4725,ZDB-EST-060810-147
FR_6435,FR_6435,ZDB-EST-060810-437
FR_6527,FR_6527,ZDB-EST-060810-478
FR_6218,FR_6218,ZDB-EST-060810-332
FR_6237,FR_6237,ZDB-EST-060810-340
FR_6069,FR_6069,ZDB-EST-060810-255
FR_5926,FR_5926,ZDB-EST-060810-211
FR_5969,FR_5969,ZDB-EST-060810-222
FR_5775,FR_5775,ZDB-EST-060810-171
FR_6393,FR_6393,ZDB-EST-060810-418
FR_6431,FR_6431,ZDB-EST-060810-435
FR_6339,FR_6339,ZDB-EST-060810-389
FR_3187,FR_3187,ZDB-EST-060810-61
FR_6428,FR_6428,ZDB-EST-060810-433
FR_6540,FR_6540,ZDB-EST-060810-486
FR_6250,FR_6250,ZDB-EST-060810-346
FR_6074,FR_6074,ZDB-EST-060810-257
FR_6104,FR_6104,ZDB-EST-060810-279
FR_2745,FR_2745,ZDB-EST-060810-26
FR_2597,FR_2597,ZDB-EST-060810-9
FR_2603,FR_2603,ZDB-EST-060810-10
FR_4179,FR_4179,ZDB-EST-060810-104
FR_2739,FR_2739,ZDB-EST-060810-24
FR_2743,FR_2743,ZDB-EST-060810-25
FR_2866,FR_2866,ZDB-EST-060810-42
FR_2975,FR_2975,ZDB-EST-060810-56
FR_5595,FR_5595,ZDB-EST-060810-150
FR_5593,FR_5593,ZDB-EST-060810-149
FR_5960,FR_5960,ZDB-EST-060810-216
FR_5961,FR_5961,ZDB-EST-060810-217
FR_6363,FR_6363,ZDB-EST-060810-403
FR_6014,FR_6014,ZDB-EST-060810-244
FR_6258,FR_6258,ZDB-EST-060810-350
FR_6453,FR_6453,ZDB-EST-060810-448
FR_6316,FR_6316,ZDB-EST-060810-379
FR_6342,FR_6342,ZDB-EST-060810-391
FR_6000,FR_6000,ZDB-EST-060810-239
FR_4279,FR_4279,ZDB-EST-060810-114
FR_6510,FR_6510,ZDB-EST-060810-466
FR_6263,FR_6263,ZDB-EST-060810-353
FR_6356,FR_6356,ZDB-EST-060810-398
FR_6115,FR_6115,ZDB-EST-060810-283
FR_6216,FR_6216,ZDB-EST-060810-330
FR_1044,FR_1044,ZDB-EST-060810-3
FR_6511,FR_6511,ZDB-EST-060810-467
FR_6307,FR_6307,ZDB-EST-060810-377
FR_3584,FR_3584,ZDB-EST-060810-72
FR_6198,FR_6198,ZDB-EST-060810-321
FR_6085,FR_6085,ZDB-EST-060810-266
FR_6207,FR_6207,ZDB-EST-060810-325
FR_6313,FR_6313,ZDB-EST-060810-378
FR_6298,FR_6298,ZDB-EST-060810-372
FR_3926,FR_3926,ZDB-EST-060810-90
FR_6297,FR_6297,ZDB-EST-060810-371
FR_2704,FR_2704,ZDB-EST-060810-21
FR_6537,FR_6537,ZDB-EST-060810-485
FR_5597,FR_5597,ZDB-EST-060810-151
FR_6246,FR_6246,ZDB-EST-060810-343
FR_4361,FR_4361,ZDB-EST-060810-137
FR_5998,FR_5998,ZDB-EST-060810-237
FR_6214,FR_6214,ZDB-EST-060810-329
FR_6220,FR_6220,ZDB-EST-060810-333
FR_6221,FR_6221,ZDB-EST-060810-334
FR_6291,FR_6291,ZDB-EST-060810-369
FR_6304,FR_6304,ZDB-EST-060810-374
FR_6306,FR_6306,ZDB-EST-060810-376
FR_6423,FR_6423,ZDB-EST-060810-430
FR_6439,FR_6439,ZDB-EST-060810-439
FR_6441,FR_6441,ZDB-EST-060810-440
FR_6472,FR_6472,ZDB-EST-060810-455
FR_4132,FR_4132,ZDB-EST-060810-98
FR_6343,FR_6343,ZDB-EST-060810-392
FR_6135,FR_6135,ZDB-EST-060810-295
FR_6305,FR_6305,ZDB-EST-060810-375
FR_6001,FR_6001,ZDB-EST-060810-240
FR_6125,FR_6125,ZDB-EST-060810-291
FR_4067,FR_4067,ZDB-EST-060810-95
FR_6160,FR_6160,ZDB-EST-060810-303
FR_6534,FR_6534,ZDB-EST-060810-483
FR_1092,FR_1092,ZDB-EST-060810-7
FR_6398,FR_6398,ZDB-EST-060810-420
FR_6452,FR_6452,ZDB-EST-060810-447
FR_3598,FR_3598,ZDB-EST-060810-73
FR_6430,FR_6430,ZDB-EST-060810-434
FR_5851,FR_5851,ZDB-EST-060810-187
FR_2663,FR_2663,ZDB-EST-060810-19
FR_2849,FR_2849,ZDB-EST-060810-37
FR_5632,FR_5632,ZDB-EST-060810-156
FR_6533,FR_6533,ZDB-EST-060810-482
FR_6236,FR_6236,ZDB-EST-060810-339
FR_5988,FR_5988,ZDB-EST-060810-233
FR_2631,FR_2631,ZDB-EST-060810-15
FR_3810,FR_3810,ZDB-EST-060810-81
FR_5664,FR_5664,ZDB-EST-060810-159
FR_6021,FR_6021,ZDB-EST-060810-248
FR_3557,FR_3557,ZDB-EST-060810-69
FR_6183,FR_6183,ZDB-EST-060810-316
FR_6123,FR_6123,ZDB-EST-060810-289
FR_6319,FR_6319,ZDB-EST-060810-380
FR_6449,FR_6449,ZDB-EST-060810-445
FR_6399,FR_6399,ZDB-EST-060810-421
FR_4166,FR_4166,ZDB-EST-060810-102
FR_6413,FR_6413,ZDB-EST-060810-426
FR_5844,FR_5844,ZDB-EST-060810-181
FR_4256,FR_4256,ZDB-EST-060810-109
FR_6011,FR_6011,ZDB-EST-060810-243
FR_3767,FR_3767,ZDB-EST-060810-80
FR_6392,FR_6392,ZDB-EST-060810-417
FR_2977,FR_2977,ZDB-EST-060810-57
FR_6350,FR_6350,ZDB-EST-060810-397
FR_6374b,FR_6374b,ZDB-EST-060810-405
FR_6520,FR_6520,ZDB-EST-060810-474
FR_6513,FR_6513,ZDB-EST-060810-469
FR_6288,FR_6288,ZDB-EST-060810-367
FR_6461,FR_6461,ZDB-EST-060810-453
FR_4354,FR_4354,ZDB-EST-060810-134
FR_6124,FR_6124,ZDB-EST-060810-290
FR_5598,FR_5598,ZDB-EST-060810-152
FR_6432,FR_6432,ZDB-EST-060810-436
FR_5978,FR_5978,ZDB-EST-060810-228
FR_6541,FR_6541,ZDB-EST-060810-487
FR_6076,FR_6076,ZDB-EST-060810-259
FR_2750,FR_2750,ZDB-EST-060810-29
FR_6152,FR_6152,ZDB-EST-060810-300
FR_3603,FR_3603,ZDB-EST-060810-74
FR_4379,FR_4379,ZDB-EST-060810-142
FR_4168,FR_4168,ZDB-EST-060810-103
FR_6426,FR_6426,ZDB-EST-060810-432
FR_4323,FR_4323,ZDB-EST-060810-121
FR_6376,FR_6376,ZDB-EST-060810-404
FR_6037,FR_6037,ZDB-EST-060810-251
FR_6257,FR_6257,ZDB-EST-060810-349
FR_6389,FR_6389,ZDB-EST-060810-415
FR_4375,FR_4375,ZDB-EST-060810-141
FR_6503,FR_6503,ZDB-EST-060810-464
FR_1080,FR_1080,ZDB-EST-060810-5
FR_6456,FR_6456,ZDB-EST-060810-450
FR_6095,FR_6095,ZDB-EST-060810-273
FR_6349,FR_6349,ZDB-EST-060810-396
FR_2848,FR_2848,ZDB-EST-060810-36
FR_6391,FR_6391,ZDB-EST-060810-416
FR_3402,FR_3402,ZDB-EST-060810-64
FR_4224,FR_4224,ZDB-EST-060810-107
FR_6445,FR_6445,ZDB-EST-060810-442
FR_6166,FR_6166,ZDB-EST-060810-306
FR_4272,FR_4272,ZDB-EST-060810-113
FR_4136,FR_4136,ZDB-EST-060810-99
FR_6187,FR_6187,ZDB-EST-060810-318
FR_6261,FR_6261,ZDB-EST-060810-352
FR_4325,FR_4325,ZDB-EST-060810-122
FR_6121,FR_6121,ZDB-EST-060810-287
FR_4576,FR_4576,ZDB-EST-060810-144
FR_4085,FR_4085,ZDB-EST-060810-96
FR_4180,FR_4180,ZDB-EST-060810-105
FR_7208,FR_7208,ZDB-CDNA-040718-66
FR_9217,FR_9217,ZDB-CDNA-050612-207
FR_9090,FR_9090,ZDB-CDNA-050612-1
FR_7401,FR_7401,ZDB-CDNA-041010-91
FR_7551,FR_7551,ZDB-CDNA-041010-89
FR_7354,FR_7354,ZDB-CDNA-041010-99
FR_7444,FR_7444,ZDB-CDNA-040912-108
FR_8928,FR_8928,ZDB-CDNA-050522-382
FR_7397,FR_7397,ZDB-CDNA-040718-298
FR_7782,FR_7782,ZDB-CDNA-041114-25
FR_7421,FR_7421,ZDB-CDNA-040718-288
FR_9269,FR_9269,ZDB-CDNA-050417-128
FR_9045,FR_9045,ZDB-CDNA-050320-39
FR_7211,FR_7211,ZDB-CDNA-040718-71
FR_5470,FR_5470,ZDB-CDNA-040425-3448
FR_7427,FR_7427,ZDB-CDNA-040718-196
FR_8961,FR_8961,ZDB-CDNA-050417-114
FR_7917,FR_7917,ZDB-CDNA-041010-161
FR_8876,FR_8876,ZDB-CDNA-050612-7
FR_7570,FR_7570,ZDB-CDNA-040912-93
FR_7332,FR_7332,ZDB-CDNA-040718-116
FR_7824,FR_7824,ZDB-CDNA-041024-12
FR_9265,FR_9265,ZDB-CDNA-050417-259
FR_7980,FR_7980,ZDB-CDNA-041114-102
FR_8920,FR_8920,ZDB-CDNA-050522-124
FR_7146,FR_7146,ZDB-CDNA-040704-10
FR_7854,FR_7854,ZDB-CDNA-041212-82
FR_7978,FR_7978,ZDB-CDNA-041010-151
FR_7844,FR_7844,ZDB-CDNA-041114-85
FR_9261,FR_9261,ZDB-CDNA-050417-283
FR_9078,FR_9078,ZDB-CDNA-050417-142
FR_5001,FR_5001,ZDB-CDNA-040425-1316
FR_7797,FR_7797,ZDB-CDNA-041212-44
FR_5476,FR_5476,ZDB-CDNA-040425-2744
FR_8924,FR_8924,ZDB-CDNA-050522-362
FR_9052,FR_9052,ZDB-CDNA-050417-104
FR_8985,FR_8985,ZDB-CDNA-050417-386
FR_8927,FR_8927,ZDB-CDNA-050522-364
FR_5449,FR_5449,ZDB-CDNA-040425-326
FR_7037,FR_7037,ZDB-CDNA-040425-3319
FR_9187,FR_9187,ZDB-CDNA-050522-299
FR_7327,FR_7327,ZDB-CDNA-040801-271
FR_7329,FR_7329,ZDB-CDNA-040718-156
FR_7859,FR_7859,ZDB-CDNA-041114-145
FR_9033,FR_9033,ZDB-CDNA-050417-350
FR_9091,FR_9091,ZDB-CDNA-050612-32
FR_9288,FR_9288,ZDB-CDNA-050522-254
FR_7781,FR_7781,ZDB-CDNA-041114-21
FR_9024,FR_9024,ZDB-CDNA-050417-70
FR_8986,FR_8986,ZDB-CDNA-050417-366
FR_6817,FR_6817,ZDB-EST-060810-1
FR_7409,FR_7409,ZDB-CDNA-040718-197
FR_8900,FR_8900,ZDB-CDNA-050522-371
FR_9193,FR_9193,ZDB-CDNA-050612-213
FR_7277,FR_7277,ZDB-CDNA-040718-125
FR_7148,FR_7148,ZDB-CDNA-040704-23
FR_8939,FR_8939,ZDB-CDNA-050522-199
FR_7803,FR_7803,ZDB-CDNA-041114-94
FR_9051,FR_9051,ZDB-CDNA-050417-88
FR_9156,FR_9156,ZDB-CDNA-050522-348
FR_7510,FR_7510,ZDB-CDNA-041010-8
FR_8936,FR_8936,ZDB-CDNA-050417-22
FR_9068,FR_9068,ZDB-CDNA-050417-326
FR_9083,FR_9083,ZDB-CDNA-050612-276
FR_8946,FR_8946,ZDB-CDNA-050417-26
FR_7888,FR_7888,ZDB-CDNA-041114-129
FR_9231,FR_9231,ZDB-CDNA-050522-288
FR_9121,FR_9121,ZDB-CDNA-050522-437
FR_8991,FR_8991,ZDB-CDNA-050417-405
FR_7967,FR_7967,ZDB-CDNA-041212-87
FR_7955,FR_7955,ZDB-CDNA-050703-17
FR_9071,FR_9071,ZDB-CDNA-050417-312
FR_7340,FR_7340,ZDB-CDNA-040718-236
FR_7272,FR_7272,ZDB-CDNA-040718-354
FR_9284,FR_9284,ZDB-CDNA-050417-125
FR_7720,FR_7720,ZDB-CDNA-050703-18
FR_7865,FR_7865,ZDB-CDNA-041114-155
FR_7085,FR_7085,ZDB-CDNA-040718-502
FR_9036,FR_9036,ZDB-CDNA-050417-80
FR_9073,FR_9073,ZDB-CDNA-050417-304
FR_8952,FR_8952,ZDB-CDNA-050417-34
FR_8048,FR_8048,ZDB-CDNA-050522-132
FR_7564,FR_7564,ZDB-CDNA-040912-97
FR_7836,FR_7836,ZDB-CDNA-041114-81
FR_9041,FR_9041,ZDB-CDNA-050522-328
FR_5455,FR_5455,ZDB-CDNA-040425-3540
FR_7109,FR_7109,ZDB-CDNA-040718-16
FR_7787,FR_7787,ZDB-CDNA-041212-38
FR_6851,FR_6851,ZDB-CDNA-040718-525
FR_9244,FR_9244,ZDB-CDNA-050417-185
FR_7139,FR_7139,ZDB-CDNA-040822-42
FR_8895,FR_8895,ZDB-CDNA-050522-87
FR_7783,FR_7783,ZDB-CDNA-041114-24
FR_7181,FR_7181,ZDB-CDNA-040808-49
FR_7337,FR_7337,ZDB-CDNA-040718-228
FR_7817,FR_7817,ZDB-CDNA-041114-78
FR_9248,FR_9248,ZDB-CDNA-050626-10
FR_8902,FR_8902,ZDB-CDNA-050522-378
FR_9014,FR_9014,ZDB-CDNA-050417-327
FR_7806,FR_7806,ZDB-CDNA-041114-47
FR_9286,FR_9286,ZDB-CDNA-050612-200
FR_9262,FR_9262,ZDB-CDNA-050320-22
FR_9049,FR_9049,ZDB-CDNA-050417-78
FR_7343,FR_7343,ZDB-CDNA-040718-244
FR_7737,FR_7737,ZDB-CDNA-041212-67
FR_7911,FR_7911,ZDB-CDNA-050320-108
FR_7723,FR_7723,ZDB-CDNA-041212-95
FR_7262,FR_7262,ZDB-CDNA-040718-99
FR_7370,FR_7370,ZDB-CDNA-040718-317
FR_7366,FR_7366,ZDB-CDNA-040718-332
FR_9085,FR_9085,ZDB-CDNA-050626-53
FR_7786,FR_7786,ZDB-CDNA-041114-41
FR_9097,FR_9097,ZDB-CDNA-050626-14
FR_9103,FR_9103,ZDB-CDNA-050522-429
FR_7796,FR_7796,ZDB-CDNA-041114-93
FR_9080,FR_9080,ZDB-CDNA-050612-268
FR_7338,FR_7338,ZDB-CDNA-040926-13
FR_9062,FR_9062,ZDB-CDNA-050522-329
FR_9089,FR_9089,ZDB-CDNA-050626-56
FR_9086,FR_9086,ZDB-CDNA-050612-275
FR_9209,FR_9209,ZDB-CDNA-050612-203
FR_8916,FR_8916,ZDB-CDNA-050612-87
FR_7895,FR_7895,ZDB-CDNA-041212-64
FR_7561,FR_7561,ZDB-CDNA-041010-78
FR_7894,FR_7894,ZDB-CDNA-041114-123
FR_7559,FR_7559,ZDB-CDNA-041010-75
FR_7872,FR_7872,ZDB-CDNA-041114-121
FR_7533,FR_7533,ZDB-CDNA-040912-71
FR_7891,FR_7891,ZDB-CDNA-041121-14
FR_7907,FR_7907,ZDB-CDNA-041114-172
FR_7882,FR_7882,ZDB-CDNA-041114-166
FR_7881,FR_7881,ZDB-CDNA-041114-165
FR_7879,FR_7879,ZDB-CDNA-041114-163
FR_7860,FR_7860,ZDB-CDNA-050320-114
FR_7528,FR_7528,ZDB-CDNA-040912-66
FR_7858,FR_7858,ZDB-CDNA-041114-158
FR_7870,FR_7870,ZDB-CDNA-041212-80
FR_7850,FR_7850,ZDB-CDNA-041114-148
FR_7535,FR_7535,ZDB-CDNA-041010-186
FR_7866,FR_7866,ZDB-CDNA-041114-147
FR_7532,FR_7532,ZDB-CDNA-041010-184
FR_7944,FR_7944,ZDB-CDNA-041212-91
FR_7928,FR_7928,ZDB-CDNA-041114-143
FR_7961,FR_7961,ZDB-CDNA-041114-141
FR_7964,FR_7964,ZDB-CDNA-040912-62
FR_7925,FR_7925,ZDB-CDNA-041114-138
FR_7949,FR_7949,ZDB-CDNA-041212-60
FR_7953,FR_7953,ZDB-CDNA-041114-110
FR_7935,FR_7935,ZDB-CDNA-041010-165
FR_7947,FR_7947,ZDB-CDNA-041010-163
FR_7923,FR_7923,ZDB-CDNA-041010-162
FR_7922,FR_7922,ZDB-CDNA-041114-108
FR_8067,FR_8067,ZDB-CDNA-050522-78
FR_7929,FR_7929,ZDB-CDNA-041010-155
FR_7939,FR_7939,ZDB-CDNA-041024-9
FR_7937,FR_7937,ZDB-CDNA-040912-53
FR_7979,FR_7979,ZDB-CDNA-041114-103
FR_7909,FR_7909,ZDB-CDNA-041114-100
FR_7971,FR_7971,ZDB-CDNA-050320-109
FR_7915,FR_7915,ZDB-CDNA-041114-99
FR_7982,FR_7982,ZDB-CDNA-041114-96
FR_7976,FR_7976,ZDB-CDNA-041212-47
FR_7458,FR_7458,ZDB-CDNA-040912-129
FR_7481,FR_7481,ZDB-CDNA-040926-20
FR_7849,FR_7849,ZDB-CDNA-050320-96
FR_7814,FR_7814,ZDB-CDNA-041114-71
FR_7507,FR_7507,ZDB-CDNA-041010-36
FR_7839,FR_7839,ZDB-CDNA-041114-70
FR_7969,FR_7969,ZDB-CDNA-041010-145
FR_7970,FR_7970,ZDB-CDNA-041010-143
FR_7974,FR_7974,ZDB-CDNA-041010-141
FR_7793,FR_7793,ZDB-CDNA-041114-92
FR_7436,FR_7436,ZDB-CDNA-041010-128
FR_7792,FR_7792,ZDB-CDNA-041212-41
FR_7788,FR_7788,ZDB-CDNA-041114-36
FR_7791,FR_7791,ZDB-CDNA-041212-35
FR_7785,FR_7785,ZDB-CDNA-041212-31
FR_6814B,FR_6814B,ZDB-EST-060810-2
FR_7766,FR_7766,ZDB-CDNA-041212-27
FR_7846,FR_7846,ZDB-CDNA-041212-25
FR_7456,FR_7456,ZDB-CDNA-041010-53
FR_7833,FR_7833,ZDB-CDNA-041114-89
FR_7832,FR_7832,ZDB-CDNA-041114-88
FR_7492,FR_7492,ZDB-CDNA-041010-48
FR_7834,FR_7834,ZDB-CDNA-050320-99
FR_7841,FR_7841,ZDB-CDNA-041024-13
FR_7840,FR_7840,ZDB-CDNA-041212-21
FR_7848,FR_7848,ZDB-CDNA-041212-19
FR_7827,FR_7827,ZDB-CDNA-041114-63
FR_7826,FR_7826,ZDB-CDNA-041121-4
FR_7829,FR_7829,ZDB-CDNA-041114-60
FR_7527,FR_7527,ZDB-CDNA-041010-20
FR_7813,FR_7813,ZDB-CDNA-041212-10
FR_7812,FR_7812,ZDB-CDNA-041212-9
FR_7811,FR_7811,ZDB-CDNA-041114-57
FR_7810,FR_7810,ZDB-CDNA-041212-8
FR_7821,FR_7821,ZDB-CDNA-041212-7
FR_7831,FR_7831,ZDB-CDNA-041114-44
FR_7519,FR_7519,ZDB-CDNA-040912-104
FR_7566,FR_7566,ZDB-CDNA-041010-103
FR_7903,FR_7903,ZDB-CDNA-041212-65
