ENSDARG00000088995|ENSDART00000122214|CABZ01030692.1|
ENSDARG00000068137|ENSDART00000098342|si:dkey-173l11.5|
ENSDARG00000053828|ENSDART00000141293|UBXN11|
ENSDARG00000053828|ENSDART00000102721|UBXN11|
ENSDARG00000042707|ENSDART00000062669|cx30.3|
ENSDARG00000042707|ENSDART00000125357|cx30.3|
ENSDARG00000032156|ENSDART00000043067||
ENSDARG00000035530|ENSDART00000051505|BX323557.1|
ENSDARG00000041729|ENSDART00000125691|sntb1|
ENSDARG00000041729|ENSDART00000061164|sntb1|
ENSDARG00000086567|ENSDART00000125569|BX323557.3|
ENSDARG00000069327|ENSDART00000128951|nkx3.3|
ENSDARG00000092858|ENSDART00000131467|si:ch1073-126c3.2|
ENSDARG00000092858|ENSDART00000135535|si:ch1073-126c3.2|
ENSDARG00000092858|ENSDART00000148171|si:ch1073-126c3.2|
ENSDARG00000046150|ENSDART00000083407|B4GALNT4 (2 of 2)|
ENSDARG00000058089|ENSDART00000080897|rprd2a|
ENSDARG00000069290|ENSDART00000100716|bida|
ENSDARG00000069290|ENSDART00000151963|bida|
ENSDARG00000069290|ENSDART00000151876|bida|
ENSDARG00000025012|ENSDART00000037007|tpi1a|
ENSDARG00000025012|ENSDART00000150952|tpi1a|
ENSDARG00000056932|ENSDART00000079506|tfip11|
ENSDARG00000056307|ENSDART00000151599|ZNF706|
ENSDARG00000056307|ENSDART00000078781|ZNF706|
ENSDARG00000056307|ENSDART00000140834|ZNF706|
ENSDARG00000056307|ENSDART00000142077|ZNF706|
ENSDARG00000077167|ENSDART00000112743|NMB (1 of 2)|
ENSDARG00000095588|ENSDART00000133673|si:dkey-205o12.2|
ENSDARG00000011333|ENSDART00000022270|ARHGAP33|
ENSDARG00000095090|ENSDART00000144220|si:dkey-52k20.13|
ENSDARG00000093638|ENSDART00000145689|BX323560.3|
ENSDARG00000005377|ENSDART00000065499|CLDN10 (1 of 2)|
ENSDARG00000005377|ENSDART00000021137|CLDN10 (1 of 2)|
ENSDARG00000059972|ENSDART00000083999|raly|
ENSDARG00000059972|ENSDART00000143050|raly|
ENSDARG00000059972|ENSDART00000125950|raly|
ENSDARG00000052402|ENSDART00000145062|dnmt3b|
ENSDARG00000052402|ENSDART00000085361|dnmt3b|
ENSDARG00000052402|ENSDART00000046460|dnmt3b|
ENSDARG00000052402|ENSDART00000125729|dnmt3b|
ENSDARG00000004173|ENSDART00000048277|copa|
ENSDARG00000004173|ENSDART00000136159|copa|
ENSDARG00000004173|ENSDART00000138874|copa|
ENSDARG00000004173|ENSDART00000111382|copa|
ENSDARG00000004173|ENSDART00000122127|copa|
ENSDARG00000004173|ENSDART00000130098|copa|
ENSDARG00000077986|ENSDART00000111144|TMEM151A (1 of 2)|
ENSDARG00000056233|ENSDART00000078694|TMEM179B (2 of 2)|
ENSDARG00000056233|ENSDART00000144180|TMEM179B (2 of 2)|
ENSDARG00000056233|ENSDART00000140102|TMEM179B (2 of 2)|
ENSDARG00000056233|ENSDART00000128424|TMEM179B (2 of 2)|
ENSDARG00000062000|ENSDART00000089113|ABTB2 (1 of 2)|
ENSDARG00000014477|ENSDART00000048867|sstr3|
ENSDARG00000015557|ENSDART00000014058||
ENSDARG00000015557|ENSDART00000137874||
ENSDARG00000015557|ENSDART00000145178||
ENSDARG00000015557|ENSDART00000137372||
ENSDARG00000053990|ENSDART00000058364|hmgb2b|
ENSDARG00000006003|ENSDART00000013961|mycl1a|
ENSDARG00000006003|ENSDART00000147522|mycl1a|
ENSDARG00000055569|ENSDART00000133895|ghdcl|
ENSDARG00000055569|ENSDART00000077948|ghdcl|
ENSDARG00000034181|ENSDART00000131800|esr2b|
ENSDARG00000034181|ENSDART00000041300|esr2b|
ENSDARG00000034181|ENSDART00000147196|esr2b|
ENSDARG00000034181|ENSDART00000141570|esr2b|
ENSDARG00000034181|ENSDART00000063412|esr2b|
ENSDARG00000056995|ENSDART00000130477|snai1a|
ENSDARG00000056995|ENSDART00000123567|snai1a|
ENSDARG00000056995|ENSDART00000103658|snai1a|
ENSDARG00000056995|ENSDART00000079578|snai1a|
ENSDARG00000092670|ENSDART00000134403|zgc:77614|
ENSDARG00000027940|ENSDART00000029206|kcnf1a|
ENSDARG00000076440|ENSDART00000103628|btbd6a|
ENSDARG00000037913|ENSDART00000055259|NMRK1|
ENSDARG00000055893|ENSDART00000078300|nmnat1|
ENSDARG00000055893|ENSDART00000133576|nmnat1|
ENSDARG00000086214|ENSDART00000149461|ntrk3b|
ENSDARG00000086214|ENSDART00000126011|ntrk3b|
ENSDARG00000068708|ENSDART00000099467|ifrd1|
ENSDARG00000068708|ENSDART00000139242|ifrd1|
ENSDARG00000068708|ENSDART00000150688|ifrd1|
ENSDARG00000021257|ENSDART00000132298|eif3d|
ENSDARG00000021257|ENSDART00000151568|eif3d|
ENSDARG00000021257|ENSDART00000151517|eif3d|
ENSDARG00000021257|ENSDART00000150898|eif3d|
ENSDARG00000021257|ENSDART00000139315|eif3d|
ENSDARG00000021257|ENSDART00000143234|eif3d|
ENSDARG00000021257|ENSDART00000011052|eif3d|
ENSDARG00000044216|ENSDART00000064913|fto|
ENSDARG00000044216|ENSDART00000130028|fto|
ENSDARG00000029936|ENSDART00000045884|grtp1a|
ENSDARG00000088606|ENSDART00000121891|FP236606.1|
ENSDARG00000044629|ENSDART00000065567|guca1d|
ENSDARG00000025728|ENSDART00000034849|grin1b|
ENSDARG00000025728|ENSDART00000121839|grin1b|
ENSDARG00000092091|ENSDART00000098924|CT737190.4|
ENSDARG00000041260|ENSDART00000126032|st3gal2|
ENSDARG00000041260|ENSDART00000060483|st3gal2|
ENSDARG00000078211|ENSDART00000108831|ANKRD42|
ENSDARG00000054137|ENSDART00000134997|gpr126|
ENSDARG00000054137|ENSDART00000145927|gpr126|
ENSDARG00000054137|ENSDART00000132771|gpr126|
ENSDARG00000054137|ENSDART00000128321|gpr126|
ENSDARG00000054137|ENSDART00000125854|gpr126|
ENSDARG00000054137|ENSDART00000076275|gpr126|
ENSDARG00000076094|ENSDART00000114048|KLHL30|
ENSDARG00000063375|ENSDART00000144699|pter|
ENSDARG00000063375|ENSDART00000110399|pter|
ENSDARG00000017425|ENSDART00000065238|BX890577.1|
ENSDARG00000086472|ENSDART00000126975|AL929220.1|
ENSDARG00000037760|ENSDART00000055009|uncx4.1|
ENSDARG00000061421|ENSDART00000087570||
ENSDARG00000042861|ENSDART00000062907|ltk|
ENSDARG00000042861|ENSDART00000061547|ltk|
ENSDARG00000096433|ENSDART00000097823|AL929220.2|
ENSDARG00000027424|ENSDART00000125743|slc25a3a|
ENSDARG00000027424|ENSDART00000037949|slc25a3a|
ENSDARG00000004877|ENSDART00000147168|rock2b|
ENSDARG00000004877|ENSDART00000002777|rock2b|
ENSDARG00000074308|ENSDART00000138036|fam211ba|
ENSDARG00000074308|ENSDART00000111506|fam211ba|
ENSDARG00000090375|ENSDART00000125351|ALPK3 (2 of 2)|
ENSDARG00000079622|ENSDART00000110409|FRMD5 (2 of 2)|
ENSDARG00000095861|ENSDART00000149422|HMGN5|
ENSDARG00000013058|ENSDART00000048859|ascc2|
ENSDARG00000013058|ENSDART00000139431|ascc2|
ENSDARG00000013058|ENSDART00000142562|ascc2|
ENSDARG00000095962|ENSDART00000150076|FHDC1 (2 of 2)|
ENSDARG00000095962|ENSDART00000149228|FHDC1 (2 of 2)|
ENSDARG00000095962|ENSDART00000149103|FHDC1 (2 of 2)|
ENSDARG00000062192|ENSDART00000135153|TBC1D8B|
ENSDARG00000062192|ENSDART00000089605|TBC1D8B|
ENSDARG00000061506|ENSDART00000150150|nelfb|
ENSDARG00000061506|ENSDART00000139253|nelfb|
ENSDARG00000061506|ENSDART00000129031|nelfb|
ENSDARG00000061506|ENSDART00000087763|nelfb|
ENSDARG00000062955|ENSDART00000091570|fam69a|
ENSDARG00000013302|ENSDART00000005118|GPX8|
ENSDARG00000061644|ENSDART00000088146|ensab|
ENSDARG00000060215|ENSDART00000138798|CEP85|
ENSDARG00000060215|ENSDART00000145094|CEP85|
ENSDARG00000060215|ENSDART00000133252|CEP85|
ENSDARG00000060215|ENSDART00000084610|CEP85|
ENSDARG00000087575|ENSDART00000126148|BX569789.4|
ENSDARG00000089638|ENSDART00000123478|FCHSD2 (1 of 5)|
ENSDARG00000093886|ENSDART00000146769|si:dkey-167i21.2|
ENSDARG00000093886|ENSDART00000131423|si:dkey-167i21.2|
ENSDARG00000093886|ENSDART00000142026|si:dkey-167i21.2|
ENSDARG00000093886|ENSDART00000145534|si:dkey-167i21.2|
ENSDARG00000093886|ENSDART00000137171|si:dkey-167i21.2|
ENSDARG00000076137|ENSDART00000099749|CLDN22|
ENSDARG00000074007|ENSDART00000111634|wdr4|
ENSDARG00000086317|ENSDART00000140199|si:ch211-67e16.4|
ENSDARG00000086317|ENSDART00000124267|si:ch211-67e16.4|
ENSDARG00000086317|ENSDART00000142749|si:ch211-67e16.4|
ENSDARG00000086317|ENSDART00000134603|si:ch211-67e16.4|
ENSDARG00000015429|ENSDART00000078441|rhoac|
ENSDARG00000045681|ENSDART00000133687|irf5|
ENSDARG00000045681|ENSDART00000067164|irf5|
ENSDARG00000045681|ENSDART00000138366|irf5|
ENSDARG00000045681|ENSDART00000111247|irf5|
ENSDARG00000044433|ENSDART00000065255|SNED1|
ENSDARG00000039095|ENSDART00000057094|nkx2.3|
ENSDARG00000039095|ENSDART00000150091|nkx2.3|
ENSDARG00000020197|ENSDART00000005944|rpl5a|
ENSDARG00000007231|ENSDART00000128985|ryk|
ENSDARG00000007231|ENSDART00000079397|ryk|
ENSDARG00000007231|ENSDART00000132097|ryk|
ENSDARG00000067661|ENSDART00000057370|CU855931.1|
ENSDARG00000079199|ENSDART00000143206|megf6a|
ENSDARG00000079199|ENSDART00000112424|megf6a|
ENSDARG00000060390|ENSDART00000085039|zgc:175288|
ENSDARG00000060390|ENSDART00000148325|zgc:175288|
ENSDARG00000054999|ENSDART00000077278|zgc:66475|
ENSDARG00000076437|ENSDART00000113036|zgc:163143|
ENSDARG00000088084|ENSDART00000129564|BX004999.3|
ENSDARG00000090237|ENSDART00000074085|zp2.3|
ENSDARG00000054578|ENSDART00000058955|arl6ip1|
ENSDARG00000054578|ENSDART00000145382|arl6ip1|
ENSDARG00000054578|ENSDART00000139090|arl6ip1|
ENSDARG00000021889|ENSDART00000145627|gja3|
ENSDARG00000021889|ENSDART00000031829|gja3|
ENSDARG00000083189|ENSDART00000133537|arhgap19|
ENSDARG00000083189|ENSDART00000116455|arhgap19|
ENSDARG00000008461|ENSDART00000026592|anapc5|
ENSDARG00000027353|ENSDART00000133469|zmym2|
ENSDARG00000027353|ENSDART00000136427|zmym2|
ENSDARG00000027353|ENSDART00000102045|zmym2|
ENSDARG00000029533|ENSDART00000043173|rpl18|
ENSDARG00000029533|ENSDART00000132150|rpl18|
ENSDARG00000029533|ENSDART00000143128|rpl18|
ENSDARG00000020850|ENSDART00000129362|eef1a1l1|
ENSDARG00000020850|ENSDART00000039129|eef1a1l1|
ENSDARG00000020850|ENSDART00000023156|eef1a1l1|
ENSDARG00000034946|ENSDART00000103953|BX569789.1|
ENSDARG00000061684|ENSDART00000088238|SLC25A17|
ENSDARG00000016867|ENSDART00000021462|rnf128a|
ENSDARG00000071051|ENSDART00000104812|cbx6a|
ENSDARG00000068600|ENSDART00000149354|sara2|
ENSDARG00000068600|ENSDART00000126750|sara2|
ENSDARG00000068600|ENSDART00000099280|sara2|
ENSDARG00000042900|ENSDART00000122740|gtpbp1l|
ENSDARG00000042900|ENSDART00000125550|gtpbp1l|
ENSDARG00000042900|ENSDART00000062970|gtpbp1l|
ENSDARG00000017834|ENSDART00000137821|micall2b|
ENSDARG00000017834|ENSDART00000008682|micall2b|
ENSDARG00000036695|ENSDART00000103150|calcoco1|
ENSDARG00000036695|ENSDART00000129574|calcoco1|
ENSDARG00000053502|ENSDART00000075539|cryaa|
ENSDARG00000011360|ENSDART00000011320|nfatc2ip|
ENSDARG00000011360|ENSDART00000136712|nfatc2ip|
ENSDARG00000011360|ENSDART00000130230|nfatc2ip|
ENSDARG00000036987|ENSDART00000053754|has2|
ENSDARG00000036987|ENSDART00000018931|has2|
ENSDARG00000030630|ENSDART00000046115|mfsd2aa|
ENSDARG00000008363|ENSDART00000149520|mcl1b|
ENSDARG00000008363|ENSDART00000148926|mcl1b|
ENSDARG00000008363|ENSDART00000124232|mcl1b|
ENSDARG00000068290|ENSDART00000098705|CT737190.2|
ENSDARG00000058876|ENSDART00000146861|mmp16b|
ENSDARG00000058876|ENSDART00000081833|mmp16b|
ENSDARG00000061974|ENSDART00000149221|grhl2b|
ENSDARG00000061974|ENSDART00000088994|grhl2b|
ENSDARG00000027515|ENSDART00000035743|rrp1|
ENSDARG00000091906|ENSDART00000138021|rbp7a|
ENSDARG00000037411|ENSDART00000142109|npy1r|
ENSDARG00000037411|ENSDART00000054444|npy1r|
ENSDARG00000039093|ENSDART00000057090|got1|
ENSDARG00000039093|ENSDART00000149955|got1|
ENSDARG00000039093|ENSDART00000148510|got1|
ENSDARG00000063704|ENSDART00000145580|gpr1|
ENSDARG00000063704|ENSDART00000093341|gpr1|
ENSDARG00000076496|ENSDART00000148163|FRMD4B (1 of 2)|
ENSDARG00000076496|ENSDART00000084373|FRMD4B (1 of 2)|
ENSDARG00000022810|ENSDART00000029552|CU467854.1|
ENSDARG00000077536|ENSDART00000109885|SNRNP200|
ENSDARG00000077536|ENSDART00000143385|SNRNP200|
ENSDARG00000063149|ENSDART00000142892|tmtc1|
ENSDARG00000063149|ENSDART00000092013|tmtc1|
ENSDARG00000001558|ENSDART00000001804|kifc1|
ENSDARG00000076996|ENSDART00000115202|IPO13 (2 of 2)|
ENSDARG00000086573|ENSDART00000147705|omga|
ENSDARG00000086573|ENSDART00000128883|omga|
ENSDARG00000075867|ENSDART00000111769|MKL1 (2 of 2)|
ENSDARG00000069422|ENSDART00000144211|nhp2|
ENSDARG00000069422|ENSDART00000101037|nhp2|
ENSDARG00000069422|ENSDART00000138384|nhp2|
ENSDARG00000013441|ENSDART00000023531|hey2|
ENSDARG00000018382|ENSDART00000034745|prkcha|
ENSDARG00000059775|ENSDART00000083453|slc32a1|
ENSDARG00000003869|ENSDART00000139069|decr1|
ENSDARG00000003869|ENSDART00000134441|decr1|
ENSDARG00000003869|ENSDART00000147812|decr1|
ENSDARG00000003869|ENSDART00000025292|decr1|
ENSDARG00000043601|ENSDART00000064025|elof1|
ENSDARG00000095741|ENSDART00000137527|si:ch1073-75o15.3|
ENSDARG00000095741|ENSDART00000132339|si:ch1073-75o15.3|
ENSDARG00000095963|ENSDART00000149355|si:ch73-361h17.1|
ENSDARG00000033361|ENSDART00000132317|asl|
ENSDARG00000033361|ENSDART00000040190|asl|
ENSDARG00000021938|ENSDART00000132823|smad9|
ENSDARG00000021938|ENSDART00000138281|smad9|
ENSDARG00000021938|ENSDART00000145509|smad9|
ENSDARG00000021938|ENSDART00000028618|smad9|
ENSDARG00000089232|ENSDART00000122228|prr14|
ENSDARG00000014670|ENSDART00000014183|glt25d2|
ENSDARG00000059919|ENSDART00000144939|C3H16orf58|
ENSDARG00000059919|ENSDART00000125126|C3H16orf58|
ENSDARG00000059919|ENSDART00000144531|C3H16orf58|
ENSDARG00000059919|ENSDART00000141717|C3H16orf58|
ENSDARG00000059919|ENSDART00000137599|C3H16orf58|
ENSDARG00000059919|ENSDART00000137668|C3H16orf58|
ENSDARG00000059919|ENSDART00000083853|C3H16orf58|
ENSDARG00000075251|ENSDART00000084802|kif5bb|
ENSDARG00000019808|ENSDART00000143263|evpla|
ENSDARG00000019808|ENSDART00000026448|evpla|
ENSDARG00000019808|ENSDART00000130497|evpla|
ENSDARG00000030530|ENSDART00000048890|slc22a2|
ENSDARG00000074233|ENSDART00000133765|pde4bb|
ENSDARG00000074233|ENSDART00000085631|pde4bb|
ENSDARG00000045524|ENSDART00000141133|lamb1b|
ENSDARG00000045524|ENSDART00000066945|lamb1b|
ENSDARG00000074625|ENSDART00000114200|ARHGAP40|
ENSDARG00000033140|ENSDART00000048871|desi1a|
ENSDARG00000015622|ENSDART00000028019|tgds|
ENSDARG00000096414|ENSDART00000151753|si:dkey-172o7.1|
ENSDARG00000069698|ENSDART00000101613|lrguk|
ENSDARG00000036394|ENSDART00000052871|pop7|
ENSDARG00000037410|ENSDART00000054442|med28|
ENSDARG00000037410|ENSDART00000145661|med28|
ENSDARG00000095600|ENSDART00000133678|si:ch211-181p1.1|
ENSDARG00000040287|ENSDART00000058956|ywhabl|
ENSDARG00000040287|ENSDART00000114304|ywhabl|
ENSDARG00000031228|ENSDART00000102301|podxl|
ENSDARG00000031228|ENSDART00000150299|podxl|
ENSDARG00000076135|ENSDART00000136808|mmrn2a|
ENSDARG00000076135|ENSDART00000131262|mmrn2a|
ENSDARG00000076135|ENSDART00000114773|mmrn2a|
ENSDARG00000074197|ENSDART00000111703|ADAM23 (2 of 2)|
ENSDARG00000089802|ENSDART00000136554|akap1a|
ENSDARG00000089802|ENSDART00000129184|akap1a|
ENSDARG00000055743|ENSDART00000078137|ankrd54|
ENSDARG00000041589|ENSDART00000060968|adprhl1|
ENSDARG00000062370|ENSDART00000140632|bcl2l13|
ENSDARG00000062370|ENSDART00000134722|bcl2l13|
ENSDARG00000062370|ENSDART00000151864|bcl2l13|
ENSDARG00000062370|ENSDART00000151980|bcl2l13|
ENSDARG00000062370|ENSDART00000129290|bcl2l13|
ENSDARG00000062370|ENSDART00000090156|bcl2l13|
ENSDARG00000043511|ENSDART00000063877|prdx6|
ENSDARG00000026907|ENSDART00000031638|slc48a1a|
ENSDARG00000088737|ENSDART00000125021|BX005423.3|
ENSDARG00000044362|ENSDART00000065143|unc119b|
ENSDARG00000051709|ENSDART00000073379|BX005423.1|
ENSDARG00000038025|ENSDART00000055428|cbx7a|
ENSDARG00000055163|ENSDART00000020288|epo|
ENSDARG00000055163|ENSDART00000111066|epo|
ENSDARG00000055163|ENSDART00000077483|epo|
ENSDARG00000061394|ENSDART00000143452|baz1b|
ENSDARG00000061394|ENSDART00000149995|baz1b|
ENSDARG00000061394|ENSDART00000128582|baz1b|
ENSDARG00000061394|ENSDART00000087480|baz1b|
ENSDARG00000069128|ENSDART00000100372|IL34 (1 of 2)|
ENSDARG00000017427|ENSDART00000002930|phf20l1|
ENSDARG00000017427|ENSDART00000137311|phf20l1|
ENSDARG00000017427|ENSDART00000115266|phf20l1|
ENSDARG00000017427|ENSDART00000105158|phf20l1|
ENSDARG00000055279|ENSDART00000077619|CU633908.1|
ENSDARG00000001825|ENSDART00000147713|wdr96|
ENSDARG00000001825|ENSDART00000002858|wdr96|
ENSDARG00000026862|ENSDART00000138893|aktip|
ENSDARG00000026862|ENSDART00000146202|aktip|
ENSDARG00000026862|ENSDART00000138409|aktip|
ENSDARG00000026862|ENSDART00000029565|aktip|
ENSDARG00000026862|ENSDART00000136545|aktip|
ENSDARG00000058346|ENSDART00000081191|sass6|
ENSDARG00000013847|ENSDART00000150499|egfra|
ENSDARG00000013847|ENSDART00000136906|egfra|
ENSDARG00000013847|ENSDART00000108964|egfra|
ENSDARG00000013847|ENSDART00000141617|egfra|
ENSDARG00000013847|ENSDART00000147261|egfra|
ENSDARG00000013847|ENSDART00000128514|egfra|
ENSDARG00000013847|ENSDART00000027219|egfra|
ENSDARG00000013847|ENSDART00000088591|egfra|
ENSDARG00000077709|ENSDART00000140410|IQSEC2|
ENSDARG00000077709|ENSDART00000111680|IQSEC2|
ENSDARG00000059906|ENSDART00000083830|sdc4|
ENSDARG00000060123|ENSDART00000017309|ca16b|
ENSDARG00000060123|ENSDART00000122241|ca16b|
ENSDARG00000060123|ENSDART00000126246|ca16b|
ENSDARG00000096419|ENSDART00000151386|si:ch211-114n24.7|
ENSDARG00000096429|ENSDART00000151705|si:ch211-181l5.5|
ENSDARG00000091397|ENSDART00000109939||
ENSDARG00000094977|ENSDART00000133721|si:ch211-156j22.4|
ENSDARG00000094977|ENSDART00000138381|si:ch211-156j22.4|
ENSDARG00000069942|ENSDART00000102213|ndufv3|
ENSDARG00000069942|ENSDART00000139282|ndufv3|
ENSDARG00000070932|ENSDART00000104549|hcrt|
ENSDARG00000069446|ENSDART00000139403|dbh|
ENSDARG00000069446|ENSDART00000101089|dbh|
ENSDARG00000069446|ENSDART00000123564|dbh|
ENSDARG00000027887|ENSDART00000042588|zfyve21|
ENSDARG00000027887|ENSDART00000074728|zfyve21|
ENSDARG00000027887|ENSDART00000132458|zfyve21|
ENSDARG00000027887|ENSDART00000074738|zfyve21|
ENSDARG00000027887|ENSDART00000141024|zfyve21|
ENSDARG00000027887|ENSDART00000140473|zfyve21|
ENSDARG00000090738|ENSDART00000124885|mylka|
ENSDARG00000093233|ENSDART00000143735|si:ch211-215d8.2|
ENSDARG00000060913|ENSDART00000086318|CABZ01067563.1|
ENSDARG00000096234|ENSDART00000151091|tac4|
ENSDARG00000059729|ENSDART00000083359|si:ch211-89f7.1|
ENSDARG00000059729|ENSDART00000144810|si:ch211-89f7.1|
ENSDARG00000045708|ENSDART00000067193|adm2a|
ENSDARG00000045708|ENSDART00000128734|adm2a|
ENSDARG00000079358|ENSDART00000038430|AKAP13 (1 of 2)|
ENSDARG00000062565|ENSDART00000090633|BX005093.1|
ENSDARG00000026712|ENSDART00000034536|rab5c|
ENSDARG00000059774|ENSDART00000083449|dub|
ENSDARG00000091514|ENSDART00000122104|CT737190.3|
ENSDARG00000077666|ENSDART00000109723|CU855813.1|
ENSDARG00000077666|ENSDART00000125975|CU855813.1|
ENSDARG00000035080|ENSDART00000133246|HSF2BP|
ENSDARG00000035080|ENSDART00000075546|HSF2BP|
ENSDARG00000035080|ENSDART00000132877|HSF2BP|
ENSDARG00000032458|ENSDART00000005329|mark2b|
ENSDARG00000024669|ENSDART00000033949|C6H20orf111|
ENSDARG00000078183|ENSDART00000024900|zgc:165453|
ENSDARG00000077845|ENSDART00000137377|si:ch211-67f13.7|
ENSDARG00000077845|ENSDART00000113635|si:ch211-67f13.7|
ENSDARG00000079872|ENSDART00000144046|rapgef4|
ENSDARG00000079872|ENSDART00000113825|rapgef4|
ENSDARG00000079872|ENSDART00000115138|rapgef4|
ENSDARG00000093591|ENSDART00000141136|si:ch211-282k23.2|
ENSDARG00000007315|ENSDART00000125762|tmpoa|
ENSDARG00000007315|ENSDART00000044005|tmpoa|
ENSDARG00000007315|ENSDART00000042874|tmpoa|
ENSDARG00000007315|ENSDART00000016690|tmpoa|
ENSDARG00000069421|ENSDART00000101036|grpel2|
ENSDARG00000069421|ENSDART00000136247|grpel2|
ENSDARG00000053832|ENSDART00000075928|itm1|
ENSDARG00000096401|ENSDART00000150904|si:ch73-272h16.6|
ENSDARG00000023287|ENSDART00000149157|hsd17b3|
ENSDARG00000023287|ENSDART00000061981|hsd17b3|
ENSDARG00000023287|ENSDART00000149610|hsd17b3|
ENSDARG00000023287|ENSDART00000113937|hsd17b3|
ENSDARG00000055588|ENSDART00000124364|stat5.2|
ENSDARG00000055588|ENSDART00000077952|stat5.2|
ENSDARG00000055588|ENSDART00000124638|stat5.2|
ENSDARG00000096393|ENSDART00000151479|si:ch211-155d24.4|
ENSDARG00000038123|ENSDART00000055577|myl9a|
ENSDARG00000038123|ENSDART00000008547|myl9a|
ENSDARG00000040474|ENSDART00000059239|snx10b|
ENSDARG00000087048|ENSDART00000125663|si:dkey-165n16.1|
ENSDARG00000096297|ENSDART00000151715|si:dkey-15g22.2|
ENSDARG00000068291|ENSDART00000098712|TMEM208|
ENSDARG00000038300|ENSDART00000055861|rnf34a|
ENSDARG00000094317|ENSDART00000138705|si:dkey-208a9.1|
ENSDARG00000068227|ENSDART00000098545|tmem150a|
ENSDARG00000028816|ENSDART00000046689|tmed3|
ENSDARG00000087164|ENSDART00000114943|crygm2d4|
ENSDARG00000002339|ENSDART00000007726|ccdc101|
ENSDARG00000002339|ENSDART00000144369|ccdc101|
ENSDARG00000002339|ENSDART00000124063|ccdc101|
ENSDARG00000088178|ENSDART00000125731|CR548630.2|
ENSDARG00000011809|ENSDART00000031616|mical1|
ENSDARG00000011809|ENSDART00000136707|mical1|
ENSDARG00000011809|ENSDART00000037315|mical1|
ENSDARG00000055639|ENSDART00000078018|ruvbl2|
ENSDARG00000089123|ENSDART00000131167|BX005256.5|
ENSDARG00000076962|ENSDART00000112375|GDPD5 (1 of 2)|
ENSDARG00000078117|ENSDART00000136129|kalrna|
ENSDARG00000078117|ENSDART00000114042|kalrna|
ENSDARG00000042927|ENSDART00000063010|mapre1a|
ENSDARG00000042927|ENSDART00000074241|mapre1a|
ENSDARG00000042927|ENSDART00000142783|mapre1a|
ENSDARG00000042927|ENSDART00000146811|mapre1a|
ENSDARG00000037318|ENSDART00000124539|ddost|
ENSDARG00000037318|ENSDART00000054290|ddost|
ENSDARG00000089724|ENSDART00000126211|CR548630.3|
ENSDARG00000070545|ENSDART00000065949|top1l|
ENSDARG00000070545|ENSDART00000122249|top1l|
ENSDARG00000060849|ENSDART00000148781|dlgap4a|
ENSDARG00000060849|ENSDART00000086156|dlgap4a|
ENSDARG00000060849|ENSDART00000148500|dlgap4a|
ENSDARG00000053201|ENSDART00000075191|zgc:172323|
ENSDARG00000015349|ENSDART00000139400|mfge8a|
ENSDARG00000015349|ENSDART00000132723|mfge8a|
ENSDARG00000015349|ENSDART00000015884|mfge8a|
ENSDARG00000005456|ENSDART00000014632|katnb1|
ENSDARG00000005456|ENSDART00000130282|katnb1|
ENSDARG00000008278|ENSDART00000002961|rcor2|
ENSDARG00000008278|ENSDART00000131671|rcor2|
ENSDARG00000020953|ENSDART00000010035|dnajb6b|
ENSDARG00000020953|ENSDART00000127993|dnajb6b|
ENSDARG00000037914|ENSDART00000144824|znfl1|
ENSDARG00000037914|ENSDART00000150960|znfl1|
ENSDARG00000037914|ENSDART00000151062|znfl1|
ENSDARG00000037914|ENSDART00000055260|znfl1|
ENSDARG00000076627|ENSDART00000109459|SMG9|
ENSDARG00000058094|ENSDART00000043507|C19H1orf51 (1 of 2)|
ENSDARG00000078636|ENSDART00000133173|si:rp71-52f21.1p|
ENSDARG00000078636|ENSDART00000110653|si:rp71-52f21.1p|
ENSDARG00000020596|ENSDART00000010257|fam73a|
ENSDARG00000020596|ENSDART00000143884|fam73a|
ENSDARG00000055899|ENSDART00000078304|lzic|
ENSDARG00000055899|ENSDART00000140048|lzic|
ENSDARG00000055899|ENSDART00000126303|lzic|
ENSDARG00000086056|ENSDART00000133625|plekhg6|
ENSDARG00000086056|ENSDART00000121458|plekhg6|
ENSDARG00000075846|ENSDART00000138639|kcnip2|
ENSDARG00000075846|ENSDART00000110900|kcnip2|
ENSDARG00000018627|ENSDART00000007392|arl5a|
ENSDARG00000075957|ENSDART00000135950|smg6|
ENSDARG00000075957|ENSDART00000108897|smg6|
ENSDARG00000023111|ENSDART00000045816|plg|
ENSDARG00000023111|ENSDART00000134689|plg|
ENSDARG00000053439|ENSDART00000099278|SEC24A|
ENSDARG00000079291|ENSDART00000139280|rapgef3|
ENSDARG00000079291|ENSDART00000142328|rapgef3|
ENSDARG00000079291|ENSDART00000114423|rapgef3|
ENSDARG00000056245|ENSDART00000078708|CABZ01075543.1|
ENSDARG00000006124|ENSDART00000127053|kdm5c|
ENSDARG00000006124|ENSDART00000137864|kdm5c|
ENSDARG00000006124|ENSDART00000098657|kdm5c|
ENSDARG00000006124|ENSDART00000131117|kdm5c|
ENSDARG00000019819|ENSDART00000018663|adra2b|
ENSDARG00000036572|ENSDART00000053131|dusp2|
ENSDARG00000031461|ENSDART00000146456|golga7bb|
ENSDARG00000031461|ENSDART00000039676|golga7bb|
ENSDARG00000054570|ENSDART00000076796|smg1|
