tscriptid,tscriptname,ottdartid,status,ensdartid,tname,comments
ZDB-TSCRIPT-141209-212,psma8-002,OTTDART00000044988,retained intron,ENSDART00000162952.2,psma8-202,
ZDB-TSCRIPT-141209-905,enox2-002,OTTDART00000061242,,ENSDART00000164526.2,enox2-204,
ZDB-TSCRIPT-141209-2129,enox2-003,OTTDART00000061243,retained intron,ENSDART00000158644.2,enox2-202,
ZDB-TSCRIPT-141209-2134,enox2-004,OTTDART00000061258,,ENSDART00000170356.2,enox2-205,
ZDB-TSCRIPT-141209-2137,kaznb-002,OTTDART00000061267,NMD,ENSDART00000122011,,
ZDB-TSCRIPT-141209-3357,kaznb-003,OTTDART00000061268,,ENSDART00000170838.2,kaznb-203,
ZDB-TSCRIPT-141209-2142,otud5b-002,OTTDART00000061283,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-3364,si:dkey-161f11.2-001,OTTDART00000061303,,ENSDART00000171257.3,BX649345.2-208,
ZDB-TSCRIPT-141209-2144,si:dkey-161f11.2-002,OTTDART00000061302,,ENSDART00000160099.2,BX649345.2-207,
ZDB-TSCRIPT-141209-921,si:dkey-161f11.2-003,OTTDART00000061304,,ENSDART00000169054.2,BX649345.2-201,
ZDB-TSCRIPT-141209-3365,si:dkey-161f11.2-004,OTTDART00000061306,,ENSDART00000170910.2,BX649345.2-203,
ZDB-TSCRIPT-141209-2145,si:dkey-161f11.2-005,OTTDART00000061305,retained intron,ENSDART00000157590.2,BX649345.2-202,
ZDB-TSCRIPT-141209-3366,si:dkey-161f11.2-007,OTTDART00000061309,,ENSDART00000157544.2,BX649345.2-206,
ZDB-TSCRIPT-141209-2146,si:dkey-161f11.2-008,OTTDART00000061308,,ENSDART00000160739.2,BX649345.2-205,
ZDB-TSCRIPT-141209-3368,si:dkey-161f11.5-001,OTTDART00000061315,,ENSDART00000162833.3,BX649345.1-203,
ZDB-TSCRIPT-141209-2147,si:dkey-161f11.5-002,OTTDART00000061311,,ENSDART00000167832.2,BX649345.1-205,
ZDB-TSCRIPT-141209-923,si:dkey-161f11.5-003,OTTDART00000061310,,ENSDART00000162160.2,BX649345.1-204,
ZDB-TSCRIPT-141209-2148,si:dkey-161f11.5-004,OTTDART00000061314,,ENSDART00000170236.2,BX649345.1-208,
ZDB-TSCRIPT-141209-3367,si:dkey-161f11.5-005,OTTDART00000061312,,ENSDART00000170690.2,BX649345.1-206,
ZDB-TSCRIPT-141209-924,si:dkey-161f11.5-006,OTTDART00000061313,,ENSDART00000167755.2,BX649345.1-207,
ZDB-TSCRIPT-141209-2149,si:dkey-161f11.5-007,OTTDART00000061319,retained intron,ENSDART00000170244.2,BX649345.1-201,
ZDB-TSCRIPT-141209-3375,si:dkey-163f14.5-001,OTTDART00000061339,,ENSDART00000165480.2,CR790368.1-202,
ZDB-TSCRIPT-141209-2155,si:dkey-163f14.5-002,OTTDART00000061338,retained intron,ENSDART00000167618.2,CR790368.1-201,
ZDB-TSCRIPT-141209-2160,trmt1-002,OTTDART00000061355,retained intron,ENSDART00000164845.2,trmt1-202,
ZDB-TSCRIPT-141209-2163,wwp1-003,OTTDART00000061379,retained intron,ENSDART00000161119.2,wwp1-202,
ZDB-TSCRIPT-141209-2170,palld-004,OTTDART00000061401,retained intron,ENSDART00000168690.2,palld-205,
ZDB-TSCRIPT-141209-2172,ottdart00000061407,OTTDART00000061407,retained intron,ENSDART00000167375.2,ecm1b-202,
ZDB-TSCRIPT-141209-2176,rps6kal-007,OTTDART00000061419,retained intron,ENSDART00000158025.2,rps6kal-203,
ZDB-TSCRIPT-141209-2180,rgs14a-004,OTTDART00000061431,retained intron,ENSDART00000167336.2,rgs14a-203,
ZDB-TSCRIPT-141209-2181,sorbs1-008,OTTDART00000061434,retained intron,ENSDART00000158370.2,sorbs1-201,
ZDB-TSCRIPT-141209-2183,sec24c-004,OTTDART00000061440,retained intron,ENSDART00000160336.2,sec24c-201,
ZDB-TSCRIPT-141209-2186,ottdart00000061449,OTTDART00000061449,retained intron,ENSDART00000136331.2,rbb4l-203,
ZDB-TSCRIPT-141209-2187,ottdart00000061452,OTTDART00000061452,retained intron,ENSDART00000146943.3,dclk1a-205,
ZDB-TSCRIPT-141209-2189,ncapg2-004,OTTDART00000061458,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2192,si:ch1073-410j4.2-002,OTTDART00000061468,retained intron,ENSDART00000125071.3,zgc:174944-201,
ZDB-TSCRIPT-141209-2207,si:ch211-210k13.2-002,OTTDART00000061515,retained intron,ENSDART00000160078.2,il17rc-201,
ZDB-TSCRIPT-141209-2212,elk4-002,OTTDART00000061531,retained intron,ENSDART00000172351.2,elk4-203,
ZDB-TSCRIPT-141209-1450,stambpb-003,OTTDART00000045650,,ENSDART00000170745.2,stambpb-205,
ZDB-TSCRIPT-141209-222,stambpb-002,OTTDART00000045649,retained intron,ENSDART00000159269.2,stambpb-202,
ZDB-TSCRIPT-141209-2228,pgpep1-002,OTTDART00000061582,NMD,ENSDART00000076895,,
ZDB-TSCRIPT-141209-2229,rab11bb-002,OTTDART00000061586,NMD,ENSDART00000165045,,
ZDB-TSCRIPT-141209-2232,ottdart00000061597,OTTDART00000061597,retained intron,ENSDART00000165928.2,trim35-3-203,
ZDB-TSCRIPT-141209-2236,prp19-002,OTTDART00000061610,retained intron,ENSDART00000171906.2,prpf19-203,
ZDB-TSCRIPT-141209-2242,ottdart00000061628,OTTDART00000061628,NMD,ENSDART00000167953,,
ZDB-TSCRIPT-141209-2263,ostf1-002,OTTDART00000061697,retained intron,ENSDART00000168556.2,ostf1-203,
ZDB-TSCRIPT-141209-2267,itln3-002,OTTDART00000061709,retained intron,ENSDART00000171669.2,itln3-203,
ZDB-TSCRIPT-141209-2275,ottdart00000061733,OTTDART00000061733,NMD,ENSDART00000164735,,
ZDB-TSCRIPT-141209-2276,si:ch73-281k2.5-002,OTTDART00000061736,retained intron,ENSDART00000159806.2,si:ch73-281k2.5-202,
ZDB-TSCRIPT-141209-2294,tex11-002,OTTDART00000061791,NMD,ENSDART00000158120,,
ZDB-TSCRIPT-141209-2314,ottdart00000061852,OTTDART00000061852,NMD,ENSDART00000150508,,
ZDB-TSCRIPT-141209-2315,pcdh1g11-001,OTTDART00000061855,variant,ENSDART00000160925,,
ZDB-TSCRIPT-141209-2318,ottdart00000061864,OTTDART00000061864,retained intron,ENSDART00000156840.3,zrsr2-203,
ZDB-TSCRIPT-141209-2319,syt7b-004,OTTDART00000061867,retained intron,ENSDART00000171585.2,syt7b-202,
ZDB-TSCRIPT-141209-2323,si:ch211-132p1.3-002,OTTDART00000061879,retained intron,ENSDART00000164066.2,si:ch211-132p1.3-202,
ZDB-TSCRIPT-141209-2327,papd4-004,OTTDART00000061892,retained intron,ENSDART00000165761.2,tent2-202,
ZDB-TSCRIPT-141209-2329,si:ch1073-83n3.2-002,OTTDART00000061898,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2335,si:dkey-219e21.4-002,OTTDART00000061916,NMD,ENSDART00000163755,,
ZDB-TSCRIPT-141209-2346,zgc:171704-002,OTTDART00000061950,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-235,mtmr7b-002,OTTDART00000046476,retained intron,ENSDART00000164949.2,mtmr7b-201,
ZDB-TSCRIPT-141209-2350,ottdart00000061962,OTTDART00000061962,NMD,ENSDART00000167815,,
ZDB-TSCRIPT-141209-2355,ccne2-003,OTTDART00000061977,retained intron,ENSDART00000159889.2,ccne2-201,
ZDB-TSCRIPT-141209-2356,ottdart00000061980,OTTDART00000061980,NMD,ENSDART00000155199,,
ZDB-TSCRIPT-141209-2357,auts2b-003,OTTDART00000061983,retained intron,ENSDART00000170829.2,auts2b-202,
ZDB-TSCRIPT-141209-236,frg1-002,OTTDART00000046500,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2364,ppp1r37-002,OTTDART00000062005,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2369,ottdart00000062020,OTTDART00000062020,NMD,ENSDART00000164619,,
ZDB-TSCRIPT-141209-2381,ottdart00000062056,OTTDART00000062056,retained intron,ENSDART00000135980.3,tgm2a-202,
ZDB-TSCRIPT-141209-2386,ottdart00000062072,OTTDART00000062072,retained intron,ENSDART00000165007.2,cib1-202,
ZDB-TSCRIPT-141209-2402,cfap53-002,OTTDART00000062136,NMD,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2681,si:dkey-247k7.1-001,OTTDART00000046689,,ENSDART00000145473.3,CT030031.1-201,
ZDB-TSCRIPT-141209-1464,si:dkey-247k7.1-002,OTTDART00000046688,,ENSDART00000142126.3,CT030031.1-203,
ZDB-TSCRIPT-141209-241,si:dkey-247k7.1-003,OTTDART00000046690,retained intron,ENSDART00000141307.3,CT030031.1-202,
ZDB-TSCRIPT-141209-2413,spata6l-004,OTTDART00000062171,NMD,ENSDART00000169563,,
ZDB-TSCRIPT-141209-2415,slc1a1-002,OTTDART00000062177,NMD,ENSDART00000169355,,
ZDB-TSCRIPT-141209-2477,amph-002,OTTDART00000020469,retained intron,ENSDART00000158051.2,amph-202,
ZDB-TSCRIPT-141209-2538,si:ch211-222l21.1-004,OTTDART00000025586,retained intron,ENSDART00000165163.2,si:ch211-222l21.1-203,
ZDB-TSCRIPT-160112-19,si:ch211-222l21.1-005,OTTDART00000062314,,ENSDART00000173071.2,si:ch211-222l21.1-205,
ZDB-TSCRIPT-141209-1331,si:ch211-69i3.2-001,OTTDART00000030098,,ENSDART00000166569.2,CR925761.2-201,
ZDB-TSCRIPT-141209-2546,si:ch211-69i3.2-002,OTTDART00000030099,retained intron,ENSDART00000172630.2,CR925761.2-204,
ZDB-TSCRIPT-141209-107,si:ch211-69i3.2-003,OTTDART00000030100,,ENSDART00000161999.2,CR925761.2-202,
ZDB-TSCRIPT-141209-1332,si:ch211-69i3.2-004,OTTDART00000030101,,ENSDART00000171740.2,CR925761.2-203,
ZDB-TSCRIPT-141209-2579,ottdart00000035170,OTTDART00000035170,retained intron,ENSDART00000145333.3,sult1st4-202,
ZDB-TSCRIPT-141209-2580,edem3-002,OTTDART00000035220,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2587,nppb-002,OTTDART00000036153,retained intron,ENSDART00000172377.2,nppb-202,
ZDB-TSCRIPT-141209-2602,ctbs-001,OTTDART00000037443,variant,ENSDART00000162972,,
ZDB-TSCRIPT-141209-2619,ottdart00000040701,OTTDART00000040701,variant,ENSDART00000162709,,
ZDB-TSCRIPT-141209-2623,usp21-003,OTTDART00000042478,retained intron,ENSDART00000172139.2,usp21-203,
ZDB-TSCRIPT-141209-2626,si:dkey-263m6.6-002,OTTDART00000043085,retained intron,ENSDART00000162788.2,CT737184.1-206,
ZDB-TSCRIPT-141209-2627,si:dkey-263m6.6-005,OTTDART00000043088,retained intron,ENSDART00000169255.2,CT737184.1-203,
ZDB-TSCRIPT-141209-2628,cbln17-002,OTTDART00000043095,retained intron,ENSDART00000158807.2,cbln17-202,
ZDB-TSCRIPT-141209-1437,zgc:158316-001,OTTDART00000044826,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2653,zgc:158316-002,OTTDART00000044827,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-207,zgc:158316-003,OTTDART00000044828,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2654,zgc:158316-005,OTTDART00000044830,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2655,hvcn1-002,OTTDART00000044850,retained intron,ENSDART00000158584.2,hvcn1-202,
ZDB-TSCRIPT-141209-2657,skiv2l2-002,OTTDART00000044857,retained intron,ENSDART00000157843.2,mtrex-202,
ZDB-TSCRIPT-141209-2676,frg1-005,OTTDART00000046502,NMD,ENSDART00000162729,,
ZDB-TSCRIPT-141209-2687,slc25a11-002,OTTDART00000046795,NMD,ENSDART00000158577,,
ZDB-TSCRIPT-141209-269,cep44-001,OTTDART00000048400,NMD,ENSDART00000127635,,
ZDB-TSCRIPT-141209-2690,vapal-002,OTTDART00000047225,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2694,asah1b-002,OTTDART00000047340,retained intron,ENSDART00000168555.2,asah1b-202,
ZDB-TSCRIPT-141209-2705,si:ch73-111k22.2-002,OTTDART00000048157,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2711,sparcl1-003,OTTDART00000048369,retained intron,ENSDART00000171672.2,sparcl1-203,
ZDB-TSCRIPT-141209-2713,spcs3-002,OTTDART00000048414,NMD,ENSDART00000160003,,
ZDB-TSCRIPT-141209-270,spcs3-003,OTTDART00000048415,,ENSDART00000165405.2,spcs3-202,
ZDB-TSCRIPT-141209-2721,cabp2a-002,OTTDART00000048536,retained intron,ENSDART00000172336.2,cabp2a-202,
ZDB-TSCRIPT-141209-2724,rps6-003,OTTDART00000048574,retained intron,ENSDART00000162216.2,rps6-202,
ZDB-TSCRIPT-141209-2729,smyhc1-004,OTTDART00000049397,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-273,tmco3-002,OTTDART00000048510,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2751,nhsb-002,OTTDART00000050907,retained intron,ENSDART00000172463.2,nhsb-204,
ZDB-TSCRIPT-141209-2752,ccl25b-002,OTTDART00000050911,retained intron,ENSDART00000162178.2,ccl25b-202,
ZDB-TSCRIPT-141209-2765,nudt5-002,OTTDART00000051419,NMD,ENSDART00000163058,,
ZDB-TSCRIPT-141209-2766,nudt5-003,OTTDART00000051422,NMD,ENSDART00000167943,,
ZDB-TSCRIPT-141209-2767,cdc123-002,OTTDART00000051425,retained intron,ENSDART00000162036.2,cdc123-202,
ZDB-TSCRIPT-141209-2768,zgc:55888-002,OTTDART00000051451,retained intron,ENSDART00000161939.2,zgc:55888-202,
ZDB-TSCRIPT-141209-2774,ugt5b3-002,OTTDART00000051825,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-278,slc43a3a-001,OTTDART00000048534,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2799,taf5l-002,OTTDART00000052581,retained intron,ENSDART00000164782.2,taf5l-202,
ZDB-TSCRIPT-141209-2804,tmem106c-002,OTTDART00000052796,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2807,hnrnpr-001,OTTDART00000052937,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2814,nupl2-003,OTTDART00000052982,retained intron,ENSDART00000159579.2,nup42-202,
ZDB-TSCRIPT-141209-2818,cdca7b-002,OTTDART00000053106,retained intron,ENSDART00000163739.2,cdca7b-202,
ZDB-TSCRIPT-141209-282,rps6-002,OTTDART00000048575,retained intron,ENSDART00000166418.2,rps6-203,
ZDB-TSCRIPT-141209-2827,si:ch73-281i18.4-004,OTTDART00000053161,NMD,ENSDART00000162762,,
ZDB-TSCRIPT-141209-2828,si:ch73-281i18.4-003,OTTDART00000053164,NMD,ENSDART00000172595,,
ZDB-TSCRIPT-141209-2829,si:ch73-281i18.7-002,OTTDART00000053167,NMD,ENSDART00000123035,,
ZDB-TSCRIPT-141209-2836,rhot1a-003,OTTDART00000053392,retained intron,ENSDART00000162673.2,rhot1a-202,
ZDB-TSCRIPT-141209-1612,rhot1a-004,OTTDART00000053391,,ENSDART00000167408.2,rhot1a-204,
ZDB-TSCRIPT-141209-285,cyp51-002,OTTDART00000049301,retained intron,ENSDART00000171387.2,cyp51-202,
ZDB-TSCRIPT-141209-2851,tnrc6a-003,OTTDART00000053632,retained intron,ENSDART00000164744.2,tnrc6a-204,
ZDB-TSCRIPT-141209-2876,si:ch1073-205c8.4-007,OTTDART00000053977,retained intron,ENSDART00000170801.2,UBE2M-208,
ZDB-TSCRIPT-141209-288,smyhc1-003,OTTDART00000049398,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2880,si:ch73-187m15.4-002,OTTDART00000053990,retained intron,ENSDART00000158152.2,actc1a-204,
ZDB-TSCRIPT-141209-2891,phtf2-004,OTTDART00000054050,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2898,rnf185-002,OTTDART00000054187,retained intron,ENSDART00000164808.2,rnf185-203,
ZDB-TSCRIPT-141209-2920,tdh2-003,OTTDART00000055510,retained intron,ENSDART00000162536.2,tdh2-203,
ZDB-TSCRIPT-141209-2921,ottdart00000055513,OTTDART00000055513,NMD,ENSDART00000148856,,
ZDB-TSCRIPT-141209-2922,ottdart00000055516,OTTDART00000055516,retained intron,ENSDART00000148483.2,srrm1-202,
ZDB-TSCRIPT-141209-2925,wdr48a-001,OTTDART00000056144,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2936,trafd1-002,OTTDART00000056538,retained intron,ENSDART00000172426.2,trafd1-203,
ZDB-TSCRIPT-141209-2942,si:ch211-207i20.3-003,OTTDART00000057706,NMD,ENSDART00000171457,,
ZDB-TSCRIPT-141209-2957,si:ch211-113d22.2-003,OTTDART00000059264,retained intron,ENSDART00000159338.2,si:ch211-113d22.2-201,
ZDB-TSCRIPT-141209-2966,si:ch211-195b11.3-002,OTTDART00000059303,NMD,ENSDART00000158499,,
ZDB-TSCRIPT-141209-2971,si:ch211-269m15.3-002,OTTDART00000059335,NMD,ENSDART00000167880.2,ZNF335-203,
ZDB-TSCRIPT-141209-2975,sich211-223l2.4-004,OTTDART00000059356,retained intron,ENSDART00000160104.2,si:ch211-223l2.4-202,
ZDB-TSCRIPT-141209-2976,sich211-223l2.4-006,OTTDART00000059359,retained intron,ENSDART00000161572.2,si:ch211-223l2.4-203,
ZDB-TSCRIPT-141209-2987,si:ch73-14h10.2-005,OTTDART00000059473,retained intron,ENSDART00000164466.2,,
ZDB-TSCRIPT-141209-3007,si:dkey-19b23.10-001,OTTDART00000059815,retained intron,ENSDART00000158044.3,si:dkey-19b23.10-201,
ZDB-TSCRIPT-141209-3022,fat2-002,OTTDART00000060123,retained intron,ENSDART00000166699.2,fat2-202,
ZDB-TSCRIPT-141209-3043,pusl1-003,OTTDART00000060189,NMD,ENSDART00000163336,,
ZDB-TSCRIPT-141209-3047,glt8d1-002,OTTDART00000060201,retained intron,ENSDART00000171093.2,glt8d1-203,
ZDB-TSCRIPT-141209-3050,cse1l-003,OTTDART00000060210,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-3054,ndufs7-002,OTTDART00000060223,retained intron,ENSDART00000164965.2,ndufs7-203,
ZDB-TSCRIPT-141209-3059,ccl44-002,OTTDART00000060238,retained intron,ENSDART00000161952.2,ccl44-202,
ZDB-TSCRIPT-141209-3063,taok1b-002,OTTDART00000060264,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-3065,gadd45ba-004,OTTDART00000060270,retained intron,ENSDART00000170326.2,gadd45ba-204,
ZDB-TSCRIPT-141209-3069,aurkb-002,OTTDART00000060282,NMD,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-3072,glt8d1-003,OTTDART00000060292,retained intron,ENSDART00000170651.2,glt8d1-202,
ZDB-TSCRIPT-141209-3079,arl3l2-002,OTTDART00000060314,retained intron,ENSDART00000169918.2,arl3l2-202,
ZDB-TSCRIPT-141209-3093,vtg3-002,OTTDART00000060395,retained intron,ENSDART00000165379.2,vtg3-203,
ZDB-TSCRIPT-141209-3099,enpp6-002,OTTDART00000060414,retained intron,ENSDART00000165128.2,enpp6-202,
ZDB-TSCRIPT-141209-3101,frmpd1b-002,OTTDART00000060420,retained intron,ENSDART00000157725.2,frmpd1b-202,
ZDB-TSCRIPT-141209-3117,ikbkap-004,OTTDART00000060468,NMD,ENSDART00000165636,,
ZDB-TSCRIPT-141209-3125,rufy1-002,OTTDART00000060493,retained intron,ENSDART00000171792.2,rufy1-202,
ZDB-TSCRIPT-141209-3129,elovl5-004,OTTDART00000060507,retained intron,ENSDART00000166456.2,elovl5-202,
ZDB-TSCRIPT-141209-3143,tuba4l-002,OTTDART00000060550,NMD,ENSDART00000161163,,
ZDB-TSCRIPT-141209-3158,magt1-005,OTTDART00000060600,retained intron,ENSDART00000147664.3,magt1-204,
ZDB-TSCRIPT-141209-3160,prom1a-007,OTTDART00000060606,NMD,ENSDART00000158144,,
ZDB-TSCRIPT-141209-3163,calm2a-002,OTTDART00000060615,retained intron,ENSDART00000161671.2,calm2a-203,
ZDB-TSCRIPT-141209-3194,uvssa-003,OTTDART00000060733,retained intron,ENSDART00000157688.2,uvssa-201,
ZDB-TSCRIPT-141209-3202,pimr203-002,OTTDART00000060762,retained intron,ENSDART00000160513.2,pimr203-201,
ZDB-TSCRIPT-141209-3205,pimr202-002,OTTDART00000060771,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-3208,ptp4a1-005,OTTDART00000060781,NMD,ENSDART00000166489,,
ZDB-TSCRIPT-141209-321,nudt5-005,OTTDART00000051420,NMD,ENSDART00000160915,,
ZDB-TSCRIPT-141209-3215,myom2a-005,OTTDART00000060802,retained intron,ENSDART00000158682.2,myom2a-202,
ZDB-TSCRIPT-141209-322,nudt5-006,OTTDART00000051423,retained intron,ENSDART00000165270.2,nudt5-205,
ZDB-TSCRIPT-141209-3220,wipf2a-002,OTTDART00000060820,NMD,ENSDART00000167684,,
ZDB-TSCRIPT-141209-3222,si:ch211-156l18.6-003,OTTDART00000060831,retained intron,ENSDART00000169553.2,si:ch211-156l18.6-204,
ZDB-TSCRIPT-141209-323,cdc123-003,OTTDART00000051426,retained intron,ENSDART00000164245.2,cdc123-203,
ZDB-TSCRIPT-141209-3232,mknk1-003,OTTDART00000060868,retained intron,ENSDART00000172720.2,mknk1-203,
ZDB-TSCRIPT-141209-3238,wdr18-002,OTTDART00000060889,retained intron,ENSDART00000166464.2,wdr18-202,
ZDB-TSCRIPT-141209-3256,draxin-002,OTTDART00000060947,retained intron,ENSDART00000166735.2,draxin-203,
ZDB-TSCRIPT-141209-3262,si:dkeyp-11e3.1-002,OTTDART00000060965,retained intron,ENSDART00000160105.2,si:dkeyp-11e3.1-201,
ZDB-TSCRIPT-141209-328,znf1063-002,OTTDART00000051771,retained intron,ENSDART00000158073.2,znf1063-202,
ZDB-TSCRIPT-141209-3280,si:ch73-100l22.3-003,OTTDART00000061020,retained intron,ENSDART00000158434.2,si:ch73-100l22.3-201,
ZDB-TSCRIPT-141209-3286,si:dkey-23i12.5-005,OTTDART00000061038,retained intron,ENSDART00000166341.2,AL954715.1-206,
ZDB-TSCRIPT-141209-3303,zdhhc13-002,OTTDART00000061098,NMD,ENSDART00000173924,,
ZDB-TSCRIPT-141209-3304,lrig1-004,OTTDART00000061101,NMD,ENSDART00000169070,,
ZDB-TSCRIPT-141209-3305,twf2b-002,OTTDART00000061104,retained intron,ENSDART00000169670.2,twf2b-203,
ZDB-TSCRIPT-141209-3306,zgc:193807-001,OTTDART00000061107,NMD,ENSDART00000173294,,
ZDB-TSCRIPT-141209-3311,cdk2-002,OTTDART00000061122,retained intron,ENSDART00000163062.2,cdk2-202,
ZDB-TSCRIPT-141209-3322,gabrb2-002,OTTDART00000061160,retained intron,ENSDART00000170532.2,gabrb2a-203,
ZDB-TSCRIPT-141209-2103,atp10b-002,OTTDART00000061162,,ENSDART00000166934.2,atp10b-204,
ZDB-TSCRIPT-141209-3323,atp10b-003,OTTDART00000061163,retained intron,ENSDART00000159085.2,atp10b-203,
ZDB-TSCRIPT-141209-3324,si:ch211-107m4.3-001,OTTDART00000061166,to be experimentally confirmed,ENSDART00000169163.2,CT573285.1-201,
ZDB-TSCRIPT-141209-3361,uchl1-002,OTTDART00000061281,retained intron,ENSDART00000171830.2,uchl1-202,
ZDB-TSCRIPT-141209-3369,si:dkey-161f11.5-008,OTTDART00000061320,retained intron,ENSDART00000163497.2,BX649345.1-202,
ZDB-TSCRIPT-141209-337,ottdart00000052004,OTTDART00000052004,retained intron,ENSDART00000111973.4,pde9a-202,
ZDB-TSCRIPT-141209-928,si:ch211-199m8.2-001,OTTDART00000061328,,ENSDART00000163130.2,BX548000.1-202,
ZDB-TSCRIPT-141209-3371,si:ch211-199m8.2-002,OTTDART00000061327,retained intron,ENSDART00000158818.2,BX548000.1-201,
ZDB-TSCRIPT-141209-3383,wwp1-002,OTTDART00000061380,retained intron,ENSDART00000163924.2,wwp1-203,
ZDB-TSCRIPT-141209-339,ottdart00000052034,OTTDART00000052034,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-3393,ottdart00000061411,OTTDART00000061411,retained intron,ENSDART00000152358.2,med13b-202,
ZDB-TSCRIPT-141209-3396,nrg2b-003,OTTDART00000061420,NMD,ENSDART00000171586,,
ZDB-TSCRIPT-141209-3409,ncapg2-003,OTTDART00000061459,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-3445,ottdart00000061574,OTTDART00000061574,retained intron,ENSDART00000169470.2,rtcb-203,
ZDB-TSCRIPT-141209-3457,ottdart00000061614,OTTDART00000061614,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-3467,dagla-002,OTTDART00000061647,retained intron,ENSDART00000160795.3,dagla-202,
ZDB-TSCRIPT-090929-6209,pax6b-004,OTTDART00000022987,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-6208,pax6b-003,OTTDART00000022986,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-3473,pax6b-008,OTTDART00000061666,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-6210,pax6b-005,OTTDART00000022988,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-6211,pax6b-006,OTTDART00000022989,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-6212,pax6b-007,OTTDART00000022990,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1030,pax6b-009,OTTDART00000061667,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-3478,ottdart00000061681,OTTDART00000061681,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-3484,si:ch73-266m14.1-001,OTTDART00000061701,variant,ENSDART00000169803,,
ZDB-TSCRIPT-141209-3496,si:ch73-281k2.5-003,OTTDART00000061737,retained intron,ENSDART00000157942.2,si:ch73-281k2.5-201,
ZDB-TSCRIPT-141209-3503,ottdart00000061758,OTTDART00000061758,retained intron,ENSDART00000171353.2,iqsec3a-203,
ZDB-TSCRIPT-141209-3504,pde6a-002,OTTDART00000061761,retained intron,ENSDART00000160752.2,pde6a-202,
ZDB-TSCRIPT-141209-3505,si:rp71-1d10.5-004,OTTDART00000061764,retained intron,ENSDART00000165054.2,TMEM216-201,
ZDB-TSCRIPT-141209-3507,si:rp71-1d10.6-001,OTTDART00000061770,,ENSDART00000160020.2,AL645792.2-201,
ZDB-TSCRIPT-141209-2287,si:rp71-1d10.6-002,OTTDART00000061769,,ENSDART00000163592.2,AL645792.2-204,
ZDB-TSCRIPT-141209-1063,si:rp71-1d10.6-003,OTTDART00000061768,,ENSDART00000163460.2,AL645792.2-203,
