tscriptid,ottdartid,ensdartid,comments
ZDB-TSCRIPT-131113-1579,OTTDART00000060040,ENSDART00000155854.2,
ZDB-TSCRIPT-131113-3180,OTTDART00000060041,ENSDART00000155393.2,
ZDB-TSCRIPT-131113-4772,OTTDART00000060042,ENSDART00000156054.2,
ZDB-TSCRIPT-131113-3181,OTTDART00000060044,ENSDART00000156644.2,
ZDB-TSCRIPT-131113-4773,OTTDART00000060045,ENSDART00000153807.2,
ZDB-TSCRIPT-131113-1581,OTTDART00000060046,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3182,OTTDART00000060047,ENSDART00000155539.2,
ZDB-TSCRIPT-131113-1582,OTTDART00000060049,ENSDART00000155041.2,
ZDB-TSCRIPT-131113-1583,OTTDART00000060052,ENSDART00000153594.3,
ZDB-TSCRIPT-131113-3184,OTTDART00000060053,ENSDART00000154569.2,
ZDB-TSCRIPT-131113-4776,OTTDART00000060054,ENSDART00000154884.2,
ZDB-TSCRIPT-131113-1584,OTTDART00000060055,ENSDART00000153527.2,
ZDB-TSCRIPT-131113-3185,OTTDART00000060056,ENSDART00000156278.2,
ZDB-TSCRIPT-131113-4777,OTTDART00000060057,ENSDART00000157344.2,
ZDB-TSCRIPT-131113-1585,OTTDART00000060058,ENSDART00000156465.2,
ZDB-TSCRIPT-131113-4778,OTTDART00000060060,ENSDART00000155391.2,
ZDB-TSCRIPT-131113-1586,OTTDART00000060061,ENSDART00000156191.2,
ZDB-TSCRIPT-131113-3187,OTTDART00000060062,ENSDART00000153628.2,
ZDB-TSCRIPT-141209-3013,OTTDART00000060063,ENSDART00000170131.2,
ZDB-TSCRIPT-131113-3188,OTTDART00000060066,ENSDART00000154394.2,
ZDB-TSCRIPT-131113-3189,OTTDART00000060069,ENSDART00000154455.2,
ZDB-TSCRIPT-160112-319,OTTDART00000060070,ENSDART00000173028.2,
ZDB-TSCRIPT-131113-4781,OTTDART00000060071,ENSDART00000155469.2,
ZDB-TSCRIPT-131113-1589,OTTDART00000060072,ENSDART00000156689.3,
ZDB-TSCRIPT-131113-3190,OTTDART00000060073,ENSDART00000155882.2,
ZDB-TSCRIPT-131113-1590,OTTDART00000060075,ENSDART00000156166.2,
ZDB-TSCRIPT-131113-3191,OTTDART00000060076,ENSDART00000154864.2,
ZDB-TSCRIPT-131113-4783,OTTDART00000060077,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-1591,OTTDART00000060078,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3192,OTTDART00000060079,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-4784,OTTDART00000060080,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-1592,OTTDART00000060081,ENSDART00000153784.2,
ZDB-TSCRIPT-131113-3193,OTTDART00000060082,ENSDART00000156378.2,
ZDB-TSCRIPT-131113-4785,OTTDART00000060083,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-1593,OTTDART00000060084,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3194,OTTDART00000060085,ENSDART00000170358.2,
ZDB-TSCRIPT-131113-4786,OTTDART00000060086,ENSDART00000169560.2,
ZDB-TSCRIPT-131113-1594,OTTDART00000060087,ENSDART00000167278.2,
ZDB-TSCRIPT-131113-3195,OTTDART00000060088,ENSDART00000155374.3,
ZDB-TSCRIPT-131113-4787,OTTDART00000060089,ENSDART00000153533.3,
ZDB-TSCRIPT-131113-1595,OTTDART00000060090,ENSDART00000157166.2,
ZDB-TSCRIPT-131113-3196,OTTDART00000060091,ENSDART00000153876.2,
ZDB-TSCRIPT-131113-4789,OTTDART00000060095,ENSDART00000146145.3,
ZDB-TSCRIPT-131113-1597,OTTDART00000060096,ENSDART00000156408.2,
ZDB-TSCRIPT-141209-571,OTTDART00000060098,ENSDART00000169762.2,
ZDB-TSCRIPT-141209-1795,OTTDART00000060099,ENSDART00000170840.2,
ZDB-TSCRIPT-141209-1796,OTTDART00000060102,ENSDART00000171635.2,
ZDB-TSCRIPT-141209-3016,OTTDART00000060103,ENSDART00000167883.2,
ZDB-TSCRIPT-141209-573,OTTDART00000060104,ENSDART00000162686.2,
ZDB-TSCRIPT-141209-1797,OTTDART00000060105,ENSDART00000166738.2,
ZDB-TSCRIPT-141209-3017,OTTDART00000060107,ENSDART00000166874.2,
ZDB-TSCRIPT-141209-574,OTTDART00000060108,ENSDART00000160550.2,
ZDB-TSCRIPT-141209-1798,OTTDART00000060109,ENSDART00000164684.2,
ZDB-TSCRIPT-141209-3018,OTTDART00000060110,ENSDART00000163872.2,
ZDB-TSCRIPT-141209-575,OTTDART00000060111,ENSDART00000166493.2,
ZDB-TSCRIPT-141209-1799,OTTDART00000060112,ENSDART00000160250.2,
ZDB-TSCRIPT-141209-3019,OTTDART00000060113,ENSDART00000168952.2,
ZDB-TSCRIPT-141209-576,OTTDART00000060114,ENSDART00000161356.2,
ZDB-TSCRIPT-141209-1800,OTTDART00000060115,ENSDART00000165157.2,
ZDB-TSCRIPT-141209-3020,OTTDART00000060116,ENSDART00000160172.2,
ZDB-TSCRIPT-141209-1801,OTTDART00000060119,ENSDART00000166024.2,
ZDB-TSCRIPT-141209-3021,OTTDART00000060120,ENSDART00000164347.2,
ZDB-TSCRIPT-141209-578,OTTDART00000060121,ENSDART00000158002.2,
ZDB-TSCRIPT-141209-579,OTTDART00000060124,ENSDART00000161933.2,
ZDB-TSCRIPT-141209-1803,OTTDART00000060125,ENSDART00000161384.2,
ZDB-TSCRIPT-141209-3023,OTTDART00000060126,ENSDART00000157767.2,
ZDB-TSCRIPT-141209-1804,OTTDART00000060128,ENSDART00000163876.2,
ZDB-TSCRIPT-141209-3024,OTTDART00000060129,ENSDART00000165819.2,
ZDB-TSCRIPT-141209-581,OTTDART00000060130,ENSDART00000159245.2,
ZDB-TSCRIPT-141209-1805,OTTDART00000060131,ENSDART00000164132.2,
ZDB-TSCRIPT-141209-3025,OTTDART00000060132,ENSDART00000166260.3,
ZDB-TSCRIPT-141209-1806,OTTDART00000060135,ENSDART00000163270.2,
ZDB-TSCRIPT-141209-3026,OTTDART00000060136,ENSDART00000170247.2,
ZDB-TSCRIPT-141209-583,OTTDART00000060137,ENSDART00000162802.2,
ZDB-TSCRIPT-141209-1807,OTTDART00000060138,ENSDART00000172054.2,
ZDB-TSCRIPT-141209-3027,OTTDART00000060139,ENSDART00000164746.2,
ZDB-TSCRIPT-141209-584,OTTDART00000060140,ENSDART00000160928.2,
ZDB-TSCRIPT-141209-1808,OTTDART00000060141,ENSDART00000169099.2,
ZDB-TSCRIPT-141209-3028,OTTDART00000060142,ENSDART00000166008.2,
ZDB-TSCRIPT-141209-585,OTTDART00000060143,ENSDART00000163747.2,
ZDB-TSCRIPT-141209-1809,OTTDART00000060144,ENSDART00000171376.2,
ZDB-TSCRIPT-141209-3029,OTTDART00000060145,ENSDART00000169042.2,
ZDB-TSCRIPT-141209-586,OTTDART00000060146,ENSDART00000170248.2,
ZDB-TSCRIPT-141209-1810,OTTDART00000060147,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-3030,OTTDART00000060148,ENSDART00000172043.2,
ZDB-TSCRIPT-141209-587,OTTDART00000060149,ENSDART00000162345.2,
ZDB-TSCRIPT-141209-1811,OTTDART00000060150,ENSDART00000160330.2,
ZDB-TSCRIPT-141209-3031,OTTDART00000060151,ENSDART00000171960.2,
ZDB-TSCRIPT-141209-588,OTTDART00000060152,ENSDART00000159100.2,
ZDB-TSCRIPT-141209-1812,OTTDART00000060153,ENSDART00000161615.2,
ZDB-TSCRIPT-141209-3032,OTTDART00000060154,ENSDART00000158210.2,
ZDB-TSCRIPT-141209-589,OTTDART00000060155,ENSDART00000169497.2,
ZDB-TSCRIPT-141209-1813,OTTDART00000060156,ENSDART00000157545.2,
ZDB-TSCRIPT-141209-3033,OTTDART00000060157,ENSDART00000165532.2,
ZDB-TSCRIPT-141209-590,OTTDART00000060158,ENSDART00000167615.2,
ZDB-TSCRIPT-141209-1814,OTTDART00000060160,ENSDART00000167200.2,
ZDB-TSCRIPT-141209-3034,OTTDART00000060161,ENSDART00000164641.2,
ZDB-TSCRIPT-141209-1815,OTTDART00000060163,ENSDART00000157652.2,
ZDB-TSCRIPT-141209-3035,OTTDART00000060164,ENSDART00000166220.2,
ZDB-TSCRIPT-141209-592,OTTDART00000060165,ENSDART00000163196.2,
ZDB-TSCRIPT-141209-3036,OTTDART00000060168,ENSDART00000163378.2,
ZDB-TSCRIPT-141209-1817,OTTDART00000060170,ENSDART00000158949.2,
ZDB-TSCRIPT-141209-1819,OTTDART00000060176,ENSDART00000160142.2,
ZDB-TSCRIPT-141209-1822,OTTDART00000060185,ENSDART00000164367.2,
ZDB-TSCRIPT-141209-3048,OTTDART00000060204,ENSDART00000167151.2,
ZDB-TSCRIPT-141209-1829,OTTDART00000060206,ENSDART00000158762.2,
ZDB-TSCRIPT-141209-3049,OTTDART00000060207,ENSDART00000170579.2,
ZDB-TSCRIPT-141209-607,OTTDART00000060211,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1831,OTTDART00000060212,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-3052,OTTDART00000060216,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-609,OTTDART00000060217,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1833,OTTDART00000060218,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-3060,OTTDART00000060252,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-618,OTTDART00000060259,ENSDART00000163229.2,
ZDB-TSCRIPT-141209-3064,OTTDART00000060267,ENSDART00000166386.2,
ZDB-TSCRIPT-141209-621,OTTDART00000060268,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1845,OTTDART00000060269,ENSDART00000165862.2,
ZDB-TSCRIPT-141209-622,OTTDART00000060271,ENSDART00000170180.2,
ZDB-TSCRIPT-141209-3068,OTTDART00000060279,ENSDART00000130328.3,
ZDB-TSCRIPT-141209-3071,OTTDART00000060289,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1856,OTTDART00000060303,ENSDART00000161266.2,
ZDB-TSCRIPT-141209-3076,OTTDART00000060304,ENSDART00000166211.2,
ZDB-TSCRIPT-141209-3078,OTTDART00000060311,ENSDART00000166488.2,
ZDB-TSCRIPT-141209-635,OTTDART00000060312,ENSDART00000166904.2,
ZDB-TSCRIPT-141209-3080,OTTDART00000060317,ENSDART00000172061.2,
ZDB-TSCRIPT-141209-1862,OTTDART00000060322,ENSDART00000167270.2,
ZDB-TSCRIPT-141209-651,OTTDART00000060399,ENSDART00000161786.2,
ZDB-TSCRIPT-141209-1875,OTTDART00000060400,ENSDART00000170235.2,
ZDB-TSCRIPT-141209-654,OTTDART00000060408,ENSDART00000161583.2,
ZDB-TSCRIPT-141209-659,OTTDART00000060424,ENSDART00000162045.2,
ZDB-TSCRIPT-141209-3103,OTTDART00000060426,ENSDART00000166310.2,
ZDB-TSCRIPT-141209-660,OTTDART00000060427,ENSDART00000167448.2,
ZDB-TSCRIPT-141209-3104,OTTDART00000060429,ENSDART00000172122.2,
ZDB-TSCRIPT-141209-662,OTTDART00000060433,ENSDART00000161546.2,
ZDB-TSCRIPT-141209-1891,OTTDART00000060449,ENSDART00000166367.2,
ZDB-TSCRIPT-141209-3113,OTTDART00000060456,ENSDART00000165195.2,
ZDB-TSCRIPT-141209-3116,OTTDART00000060465,ENSDART00000171925.2,
ZDB-TSCRIPT-141209-3118,OTTDART00000060471,ENSDART00000155378.3,
ZDB-TSCRIPT-141209-675,OTTDART00000060472,ENSDART00000165747.2,
ZDB-TSCRIPT-141209-1899,OTTDART00000060473,ENSDART00000161173.2,
ZDB-TSCRIPT-141209-3119,OTTDART00000060475,ENSDART00000160316.2,
ZDB-TSCRIPT-141209-676,OTTDART00000060476,ENSDART00000166526.2,
ZDB-TSCRIPT-141209-678,OTTDART00000060482,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1902,OTTDART00000060483,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-680,OTTDART00000060488,ENSDART00000157637.2,
ZDB-TSCRIPT-141209-1908,OTTDART00000060501,ENSDART00000060990.5,
ZDB-TSCRIPT-141209-3128,OTTDART00000060504,ENSDART00000169935.2,
ZDB-TSCRIPT-141209-3131,OTTDART00000060513,ENSDART00000159118.2,
ZDB-TSCRIPT-141209-3132,OTTDART00000060516,ENSDART00000158066.2,
ZDB-TSCRIPT-141209-690,OTTDART00000060520,ENSDART00000160920.2,
ZDB-TSCRIPT-141209-1914,OTTDART00000060521,ENSDART00000159551.2,
ZDB-TSCRIPT-141209-1915,OTTDART00000060524,ENSDART00000164571.2,
ZDB-TSCRIPT-141209-3138,OTTDART00000060535,ENSDART00000158238.2,
ZDB-TSCRIPT-141209-697,OTTDART00000060542,ENSDART00000163389.2,
ZDB-TSCRIPT-141209-1921,OTTDART00000060543,ENSDART00000164429.2,
ZDB-TSCRIPT-141209-703,OTTDART00000060561,ENSDART00000162564.2,
ZDB-TSCRIPT-141209-1927,OTTDART00000060562,ENSDART00000157867.2,
ZDB-TSCRIPT-141209-705,OTTDART00000060570,ENSDART00000159348.2,
ZDB-TSCRIPT-141209-1929,OTTDART00000060571,ENSDART00000157785.2,
ZDB-TSCRIPT-141209-706,OTTDART00000060573,ENSDART00000170450.2,
ZDB-TSCRIPT-141209-707,OTTDART00000060576,ENSDART00000171158.2,
ZDB-TSCRIPT-141209-1931,OTTDART00000060577,ENSDART00000164069.2,
ZDB-TSCRIPT-141209-3151,OTTDART00000060578,ENSDART00000162138.2,
ZDB-TSCRIPT-141209-708,OTTDART00000060579,ENSDART00000163574.2,
ZDB-TSCRIPT-141209-1932,OTTDART00000060580,ENSDART00000164176.2,
ZDB-TSCRIPT-141209-3152,OTTDART00000060581,ENSDART00000162790.2,
ZDB-TSCRIPT-141209-1936,OTTDART00000060592,ENSDART00000159660.2,
ZDB-TSCRIPT-141209-722,OTTDART00000060622,ENSDART00000170185.2,
ZDB-TSCRIPT-141209-3166,OTTDART00000060624,ENSDART00000164973.2,
ZDB-TSCRIPT-141209-723,OTTDART00000060625,ENSDART00000159910.2,
ZDB-TSCRIPT-141209-1948,OTTDART00000060631,ENSDART00000143081.3,
ZDB-TSCRIPT-141209-726,OTTDART00000060636,ENSDART00000169991.2,
ZDB-TSCRIPT-141209-1950,OTTDART00000060637,ENSDART00000164798.2,
ZDB-TSCRIPT-141209-3170,OTTDART00000060639,ENSDART00000157540.2,
ZDB-TSCRIPT-141209-1951,OTTDART00000060641,ENSDART00000164270.2,
ZDB-TSCRIPT-141209-730,OTTDART00000060649,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-3176,OTTDART00000060657,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-3177,OTTDART00000060660,ENSDART00000167183.2,
ZDB-TSCRIPT-141209-734,OTTDART00000060661,ENSDART00000170288.2,
ZDB-TSCRIPT-141209-1964,OTTDART00000060687,ENSDART00000163372.2,
ZDB-TSCRIPT-141209-3184,OTTDART00000060688,ENSDART00000170392.2,
ZDB-TSCRIPT-141209-3186,OTTDART00000060696,ENSDART00000169045.2,
ZDB-TSCRIPT-141209-1969,OTTDART00000060710,ENSDART00000171620.2,
ZDB-TSCRIPT-141209-3190,OTTDART00000060719,ENSDART00000171856.2,
ZDB-TSCRIPT-141209-751,OTTDART00000060734,ENSDART00000167676.2,
ZDB-TSCRIPT-141209-3195,OTTDART00000060736,ENSDART00000166860.2,
ZDB-TSCRIPT-141209-755,OTTDART00000060749,ENSDART00000165829.2,
ZDB-TSCRIPT-141209-1980,OTTDART00000060755,ENSDART00000164240.2,
ZDB-TSCRIPT-141209-762,OTTDART00000060772,ENSDART00000134372.3,
ZDB-TSCRIPT-141209-3206,OTTDART00000060774,ENSDART00000124127.3,
ZDB-TSCRIPT-141209-763,OTTDART00000060775,ENSDART00000162979.2,
ZDB-TSCRIPT-141209-1987,OTTDART00000060776,ENSDART00000163719.2,
ZDB-TSCRIPT-141209-770,OTTDART00000060797,ENSDART00000157821.2,
ZDB-TSCRIPT-141209-1994,OTTDART00000060798,ENSDART00000169363.2,
ZDB-TSCRIPT-141209-772,OTTDART00000060803,ENSDART00000171481.2,
ZDB-TSCRIPT-141209-3218,OTTDART00000060811,ENSDART00000161293.2,
ZDB-TSCRIPT-141209-775,OTTDART00000060812,ENSDART00000165521.2,
ZDB-TSCRIPT-141209-3219,OTTDART00000060814,ENSDART00000168346.2,
ZDB-TSCRIPT-141209-2010,OTTDART00000060860,ENSDART00000167237.2,
ZDB-TSCRIPT-141209-795,OTTDART00000060890,ENSDART00000161378.2,
ZDB-TSCRIPT-141209-2019,OTTDART00000060891,ENSDART00000164765.2,
ZDB-TSCRIPT-141209-3239,OTTDART00000060892,ENSDART00000161879.2,
ZDB-TSCRIPT-141209-797,OTTDART00000060896,ENSDART00000171807.2,
ZDB-TSCRIPT-141209-3241,OTTDART00000060898,ENSDART00000159854.2,
ZDB-TSCRIPT-141209-798,OTTDART00000060899,ENSDART00000170287.2,
ZDB-TSCRIPT-141209-2022,OTTDART00000060900,ENSDART00000163109.2,
ZDB-TSCRIPT-141209-2023,OTTDART00000060903,ENSDART00000170607.2,
ZDB-TSCRIPT-141209-3246,OTTDART00000060913,ENSDART00000161141.2,
ZDB-TSCRIPT-141209-2027,OTTDART00000060915,ENSDART00000161435.2,
ZDB-TSCRIPT-141209-2030,OTTDART00000060926,ENSDART00000169110.2,
ZDB-TSCRIPT-141209-3250,OTTDART00000060927,ENSDART00000165362.2,
ZDB-TSCRIPT-141209-807,OTTDART00000060928,ENSDART00000172417.2,
ZDB-TSCRIPT-141209-2031,OTTDART00000060929,ENSDART00000163433.2,
ZDB-TSCRIPT-141209-3251,OTTDART00000060930,ENSDART00000165810.2,
ZDB-TSCRIPT-141209-808,OTTDART00000060931,ENSDART00000172275.2,
ZDB-TSCRIPT-141209-2032,OTTDART00000060932,ENSDART00000164681.2,
ZDB-TSCRIPT-141209-3252,OTTDART00000060933,ENSDART00000160082.2,
ZDB-TSCRIPT-141209-2034,OTTDART00000060939,ENSDART00000166140.2,
ZDB-TSCRIPT-141209-2037,OTTDART00000060949,ENSDART00000162621.2,
ZDB-TSCRIPT-141209-2038,OTTDART00000060952,ENSDART00000157561.2,
ZDB-TSCRIPT-141209-3259,OTTDART00000060956,ENSDART00000153700.3,
ZDB-TSCRIPT-141209-3261,OTTDART00000060962,ENSDART00000165009.2,
ZDB-TSCRIPT-141209-825,OTTDART00000060984,ENSDART00000161970.2,
ZDB-TSCRIPT-141209-2049,OTTDART00000060985,ENSDART00000167502.2,
ZDB-TSCRIPT-141209-3271,OTTDART00000060992,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-2052,OTTDART00000060994,ENSDART00000161696.2,
ZDB-TSCRIPT-141209-2055,OTTDART00000061004,ENSDART00000167055.2,
ZDB-TSCRIPT-141209-3275,OTTDART00000061005,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-3281,OTTDART00000061023,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-3283,OTTDART00000061029,ENSDART00000163030.2,
ZDB-TSCRIPT-141209-840,OTTDART00000061030,ENSDART00000157795.2,
ZDB-TSCRIPT-141209-2072,OTTDART00000061059,ENSDART00000111144.4,
ZDB-TSCRIPT-141209-851,OTTDART00000061067,ENSDART00000166850.2,
ZDB-TSCRIPT-141209-855,OTTDART00000061079,ENSDART00000166641.2,
ZDB-TSCRIPT-141209-3299,OTTDART00000061081,ENSDART00000170704.2,
ZDB-TSCRIPT-141209-856,OTTDART00000061082,ENSDART00000159446.2,
ZDB-TSCRIPT-141209-2080,OTTDART00000061083,ENSDART00000172719.2,
ZDB-TSCRIPT-141209-3300,OTTDART00000061084,ENSDART00000169902.2,
ZDB-TSCRIPT-141209-860,OTTDART00000061099,ENSDART00000173961.2,
ZDB-TSCRIPT-141209-861,OTTDART00000061102,ENSDART00000169092.2,
ZDB-TSCRIPT-141209-2085,OTTDART00000061103,ENSDART00000168082.2,
ZDB-TSCRIPT-141209-865,OTTDART00000061114,ENSDART00000163057.2,
ZDB-TSCRIPT-141209-2089,OTTDART00000061115,ENSDART00000164693.2,
ZDB-TSCRIPT-141209-3309,OTTDART00000061116,ENSDART00000118634.2,
ZDB-TSCRIPT-141209-2095,OTTDART00000061133,ENSDART00000159380.2,
ZDB-TSCRIPT-141209-872,OTTDART00000061136,ENSDART00000168115.2,
ZDB-TSCRIPT-141209-3316,OTTDART00000061138,ENSDART00000163006.2,
ZDB-TSCRIPT-141209-881,OTTDART00000061167,ENSDART00000159395.2,
ZDB-TSCRIPT-141209-2110,OTTDART00000061185,ENSDART00000160394.2,
ZDB-TSCRIPT-141209-3330,OTTDART00000061186,ENSDART00000159734.2,
ZDB-TSCRIPT-141209-887,OTTDART00000061187,ENSDART00000165209.2,
ZDB-TSCRIPT-141209-888,OTTDART00000061190,ENSDART00000158480.2,
ZDB-TSCRIPT-141209-889,OTTDART00000061193,ENSDART00000168227.2,
ZDB-TSCRIPT-141209-2114,OTTDART00000061197,ENSDART00000161918.2,
ZDB-TSCRIPT-141209-3336,OTTDART00000061205,ENSDART00000170227.2,
ZDB-TSCRIPT-141209-893,OTTDART00000061206,ENSDART00000158861.2,
ZDB-TSCRIPT-141209-2122,OTTDART00000061222,ENSDART00000159563.2,
ZDB-TSCRIPT-141209-2126,OTTDART00000061234,ENSDART00000165557.2,
ZDB-TSCRIPT-141209-3346,OTTDART00000061235,ENSDART00000168563.2,
ZDB-TSCRIPT-141209-903,OTTDART00000061236,ENSDART00000162127.2,
ZDB-TSCRIPT-141209-2127,OTTDART00000061237,ENSDART00000169590.2,
ZDB-TSCRIPT-141209-3347,OTTDART00000061238,ENSDART00000166588.2,
ZDB-TSCRIPT-141209-904,OTTDART00000061239,ENSDART00000167678.2,
ZDB-TSCRIPT-141209-3348,OTTDART00000061241,ENSDART00000169125.2,
ZDB-TSCRIPT-141209-906,OTTDART00000061245,ENSDART00000170743.2,
ZDB-TSCRIPT-141209-2130,OTTDART00000061246,ENSDART00000161832.2,
ZDB-TSCRIPT-141209-3350,OTTDART00000061247,ENSDART00000167073.2,
ZDB-TSCRIPT-141209-3351,OTTDART00000061250,ENSDART00000171637.2,
ZDB-TSCRIPT-141209-3353,OTTDART00000061256,ENSDART00000159179.2,
ZDB-TSCRIPT-141209-910,OTTDART00000061257,ENSDART00000161664.2,
ZDB-TSCRIPT-141209-2138,OTTDART00000061270,ENSDART00000160647.2,
ZDB-TSCRIPT-141209-916,OTTDART00000061275,ENSDART00000172004.2,
ZDB-TSCRIPT-141209-2141,OTTDART00000061279,ENSDART00000165051.2,
ZDB-TSCRIPT-160112-2,OTTDART00000061287,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-160112-320,OTTDART00000061288,ENSDART00000172760.2,
ZDB-TSCRIPT-160112-638,OTTDART00000061289,ENSDART00000173369.2,
ZDB-TSCRIPT-160112-3,OTTDART00000061290,ENSDART00000173214.2,
ZDB-TSCRIPT-160112-639,OTTDART00000061292,ENSDART00000173129.2,
ZDB-TSCRIPT-160112-4,OTTDART00000061293,ENSDART00000172992.2,
ZDB-TSCRIPT-160112-640,OTTDART00000061295,ENSDART00000173096.2,
ZDB-TSCRIPT-141209-3370,OTTDART00000061323,ENSDART00000167559.2,
ZDB-TSCRIPT-141209-927,OTTDART00000061324,ENSDART00000172449.2,
ZDB-TSCRIPT-141209-930,OTTDART00000061334,ENSDART00000164216.2,
ZDB-TSCRIPT-141209-3376,OTTDART00000061342,ENSDART00000159830.2,
ZDB-TSCRIPT-141209-2158,OTTDART00000061348,ENSDART00000172606.2,
ZDB-TSCRIPT-141209-939,OTTDART00000061378,ENSDART00000133395.3,
ZDB-TSCRIPT-141209-2164,OTTDART00000061382,ENSDART00000159229.2,
ZDB-TSCRIPT-141209-2168,OTTDART00000061394,ENSDART00000164796.2,
ZDB-TSCRIPT-141209-3388,OTTDART00000061395,ENSDART00000172059.2,
ZDB-TSCRIPT-141209-948,OTTDART00000061406,ENSDART00000162507.2,
ZDB-TSCRIPT-141209-3398,OTTDART00000061426,ENSDART00000106705.3,
ZDB-TSCRIPT-141209-960,OTTDART00000061442,ENSDART00000160412.2,
ZDB-TSCRIPT-141209-3404,OTTDART00000061444,ENSDART00000167913.2,
ZDB-TSCRIPT-141209-966,OTTDART00000061460,ENSDART00000171534.2,
ZDB-TSCRIPT-141209-2190,OTTDART00000061461,ENSDART00000167862.2,
ZDB-TSCRIPT-141209-3414,OTTDART00000061475,ENSDART00000172057.2,
ZDB-TSCRIPT-141209-971,OTTDART00000061476,ENSDART00000160627.2,
ZDB-TSCRIPT-141209-3416,OTTDART00000061483,ENSDART00000172594.2,
ZDB-TSCRIPT-141209-2197,OTTDART00000061485,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-2198,OTTDART00000061488,ENSDART00000161295.2,
ZDB-TSCRIPT-141209-3419,OTTDART00000061492,ENSDART00000125221.3,
ZDB-TSCRIPT-141209-2202,OTTDART00000061500,ENSDART00000169557.2,
ZDB-TSCRIPT-141209-3422,OTTDART00000061501,ENSDART00000168149.2,
ZDB-TSCRIPT-141209-979,OTTDART00000061502,ENSDART00000167118.2,
ZDB-TSCRIPT-141209-2203,OTTDART00000061503,ENSDART00000172746.2,
ZDB-TSCRIPT-141209-3423,OTTDART00000061504,ENSDART00000168403.2,
ZDB-TSCRIPT-141209-980,OTTDART00000061505,ENSDART00000171419.2,
ZDB-TSCRIPT-141209-985,OTTDART00000061520,ENSDART00000168686.2,
ZDB-TSCRIPT-141209-2209,OTTDART00000061521,ENSDART00000172365.2,
ZDB-TSCRIPT-141209-990,OTTDART00000061536,ENSDART00000168214.2,
ZDB-TSCRIPT-141209-2214,OTTDART00000061537,ENSDART00000166789.2,
ZDB-TSCRIPT-141209-991,OTTDART00000061539,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-996,OTTDART00000061555,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-2222,OTTDART00000061562,ENSDART00000138023.3,
ZDB-TSCRIPT-141209-2226,OTTDART00000061576,ENSDART00000161244.2,
ZDB-TSCRIPT-141209-1006,OTTDART00000061589,ENSDART00000137300.3,
ZDB-TSCRIPT-141209-2230,OTTDART00000061591,ENSDART00000142378.3,
ZDB-TSCRIPT-141209-3451,OTTDART00000061595,ENSDART00000165834.2,
ZDB-TSCRIPT-141209-3454,OTTDART00000061605,ENSDART00000172215.2,
ZDB-TSCRIPT-141209-1020,OTTDART00000061636,ENSDART00000165254.2,
ZDB-TSCRIPT-141209-2244,OTTDART00000061637,ENSDART00000171421.2,
ZDB-TSCRIPT-141209-3464,OTTDART00000061638,ENSDART00000171902.2,
ZDB-TSCRIPT-141209-3470,OTTDART00000061657,ENSDART00000164031.2,
ZDB-TSCRIPT-141209-1027,OTTDART00000061658,ENSDART00000172489.2,
ZDB-TSCRIPT-141209-2252,OTTDART00000061662,ENSDART00000169294.2,
ZDB-TSCRIPT-141209-2254,OTTDART00000061668,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1032,OTTDART00000061673,ENSDART00000173675.2,
ZDB-TSCRIPT-141209-2260,OTTDART00000061687,ENSDART00000166585.2,
ZDB-TSCRIPT-141209-3483,OTTDART00000061698,ENSDART00000159999.2,
ZDB-TSCRIPT-141209-2264,OTTDART00000061700,ENSDART00000172480.2,
ZDB-TSCRIPT-141209-2266,OTTDART00000061706,ENSDART00000163351.2,
