tscriptid,ottdartid,ensdartid,comments
ZDB-TSCRIPT-141209-1502,OTTDART00000048567,ENSDART00000163531.2,
ZDB-TSCRIPT-131113-129,OTTDART00000048579,ENSDART00000153953.2,
ZDB-TSCRIPT-131113-131,OTTDART00000048585,ENSDART00000155083.2,
ZDB-TSCRIPT-131113-133,OTTDART00000048591,ENSDART00000157346.2,
ZDB-TSCRIPT-110325-1187,OTTDART00000048602,ENSDART00000149629.2,
ZDB-TSCRIPT-110325-1194,OTTDART00000048640,ENSDART00000150157.2,
ZDB-TSCRIPT-110325-287,OTTDART00000048642,ENSDART00000149678.2,
ZDB-TSCRIPT-110325-289,OTTDART00000048648,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-1197,OTTDART00000048649,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-290,OTTDART00000048651,ENSDART00000148575.3,
ZDB-TSCRIPT-110325-1199,OTTDART00000048655,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-292,OTTDART00000048657,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-1200,OTTDART00000048658,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-293,OTTDART00000048660,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-1201,OTTDART00000048661,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-296,OTTDART00000048669,ENSDART00000149880.2,
ZDB-TSCRIPT-110325-297,OTTDART00000048672,ENSDART00000149193.2,
ZDB-TSCRIPT-090929-11439,OTTDART00000029008,ENSDART00000138038.2,
ZDB-TSCRIPT-110325-298,OTTDART00000048675,ENSDART00000149558.2,
ZDB-TSCRIPT-110325-2114,OTTDART00000048677,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-299,OTTDART00000048678,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-2115,OTTDART00000048680,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-300,OTTDART00000048681,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-2120,OTTDART00000048695,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-305,OTTDART00000048696,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-2121,OTTDART00000048698,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-1735,OTTDART00000048712,ENSDART00000156413.2,
ZDB-TSCRIPT-131113-147,OTTDART00000048720,ENSDART00000157231.2,
ZDB-TSCRIPT-110325-1220,OTTDART00000048736,ENSDART00000148909.3,
ZDB-TSCRIPT-110325-2128,OTTDART00000048737,ENSDART00000149972.3,
ZDB-TSCRIPT-110325-313,OTTDART00000048738,ENSDART00000148646.3,
ZDB-TSCRIPT-110325-1221,OTTDART00000048739,ENSDART00000150001.2,
ZDB-TSCRIPT-131113-3336,OTTDART00000048743,ENSDART00000168508.2,
ZDB-TSCRIPT-131113-148,OTTDART00000048744,ENSDART00000110654.4,
ZDB-TSCRIPT-131113-149,OTTDART00000048747,ENSDART00000158653.2,
ZDB-TSCRIPT-131113-151,OTTDART00000048754,ENSDART00000158024.2,
ZDB-TSCRIPT-131113-1743,OTTDART00000048758,ENSDART00000154460.2,
ZDB-TSCRIPT-110325-315,OTTDART00000048759,ENSDART00000149215.2,
ZDB-TSCRIPT-131113-153,OTTDART00000048779,ENSDART00000156568.2,
ZDB-TSCRIPT-131113-3342,OTTDART00000048781,ENSDART00000157112.3,
ZDB-TSCRIPT-131113-154,OTTDART00000048782,ENSDART00000154240.2,
ZDB-TSCRIPT-131113-3343,OTTDART00000048785,ENSDART00000156338.2,
ZDB-TSCRIPT-131113-157,OTTDART00000048792,ENSDART00000156880.2,
ZDB-TSCRIPT-131113-1755,OTTDART00000048809,ENSDART00000154860.2,
ZDB-TSCRIPT-110325-1229,OTTDART00000048819,ENSDART00000141120.3,
ZDB-TSCRIPT-110325-2138,OTTDART00000048823,ENSDART00000149302.2,
ZDB-TSCRIPT-110325-1231,OTTDART00000048825,ENSDART00000148979.2,
ZDB-TSCRIPT-110325-2145,OTTDART00000048848,ENSDART00000149043.2,
ZDB-TSCRIPT-110325-337,OTTDART00000048870,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-338,OTTDART00000048873,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-339,OTTDART00000048876,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-1250,OTTDART00000048886,ENSDART00000149869.2,
ZDB-TSCRIPT-110325-2168,OTTDART00000048917,ENSDART00000148843.2,
ZDB-TSCRIPT-110325-2170,OTTDART00000048923,ENSDART00000148704.3,
ZDB-TSCRIPT-110325-355,OTTDART00000048924,ENSDART00000148711.2,
ZDB-TSCRIPT-110325-1263,OTTDART00000048925,ENSDART00000149423.2,
ZDB-TSCRIPT-110325-2171,OTTDART00000048926,ENSDART00000148934.3,
ZDB-TSCRIPT-110325-2177,OTTDART00000048944,ENSDART00000149442.2,
ZDB-TSCRIPT-110325-1270,OTTDART00000048946,ENSDART00000148783.2,
ZDB-TSCRIPT-110325-2178,OTTDART00000048947,ENSDART00000149746.2,
ZDB-TSCRIPT-110325-2179,OTTDART00000048950,ENSDART00000148813.2,
ZDB-TSCRIPT-110325-1273,OTTDART00000048960,ENSDART00000149296.2,
ZDB-TSCRIPT-110325-2199,OTTDART00000049024,ENSDART00000149293.2,
ZDB-TSCRIPT-110325-391,OTTDART00000049046,ENSDART00000150144.2,
ZDB-TSCRIPT-110325-408,OTTDART00000049097,ENSDART00000167783.2,
ZDB-TSCRIPT-110325-1322,OTTDART00000049116,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-1328,OTTDART00000049135,ENSDART00000162896.2,
ZDB-TSCRIPT-110325-1329,OTTDART00000049138,ENSDART00000149059.2,
ZDB-TSCRIPT-110325-428,OTTDART00000049161,ENSDART00000148400.3,
ZDB-TSCRIPT-110325-2246,OTTDART00000049169,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-2265,OTTDART00000049227,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-450,OTTDART00000049228,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-1358,OTTDART00000049229,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-451,OTTDART00000049231,ENSDART00000160719.2,
ZDB-TSCRIPT-110325-454,OTTDART00000049243,ENSDART00000149005.2,
ZDB-TSCRIPT-110325-1375,OTTDART00000049283,ENSDART00000148944.2,
ZDB-TSCRIPT-110325-468,OTTDART00000049285,ENSDART00000148529.2,
ZDB-TSCRIPT-110325-1376,OTTDART00000049286,ENSDART00000149535.2,
ZDB-TSCRIPT-110325-1377,OTTDART00000049289,ENSDART00000149541.2,
ZDB-TSCRIPT-110325-1381,OTTDART00000049303,ENSDART00000149322.2,
ZDB-TSCRIPT-110325-1383,OTTDART00000049309,ENSDART00000149797.2,
ZDB-TSCRIPT-110325-2298,OTTDART00000049331,ENSDART00000148607.2,
ZDB-TSCRIPT-110325-2299,OTTDART00000049335,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-2301,OTTDART00000049341,ENSDART00000158896.2,
ZDB-TSCRIPT-110325-2303,OTTDART00000049352,ENSDART00000165612.2,
ZDB-TSCRIPT-141209-286,OTTDART00000049354,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-1397,OTTDART00000049358,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-1398,OTTDART00000049361,ENSDART00000148489.2,
ZDB-TSCRIPT-110325-491,OTTDART00000049363,ENSDART00000148752.2,
ZDB-TSCRIPT-110325-2308,OTTDART00000049368,ENSDART00000148605.2,
ZDB-TSCRIPT-110325-493,OTTDART00000049369,ENSDART00000149271.2,
ZDB-TSCRIPT-110325-495,OTTDART00000049375,ENSDART00000149948.3,
ZDB-TSCRIPT-110325-1403,OTTDART00000049376,ENSDART00000149567.2,
ZDB-TSCRIPT-110325-2311,OTTDART00000049377,ENSDART00000148803.2,
ZDB-TSCRIPT-110325-496,OTTDART00000049378,ENSDART00000149037.2,
ZDB-TSCRIPT-110325-501,OTTDART00000049393,ENSDART00000148868.2,
ZDB-TSCRIPT-110325-504,OTTDART00000049407,ENSDART00000149951.2,
ZDB-TSCRIPT-110325-1412,OTTDART00000049408,ENSDART00000150088.2,
ZDB-TSCRIPT-110325-2320,OTTDART00000049409,ENSDART00000148845.2,
ZDB-TSCRIPT-110325-505,OTTDART00000049410,ENSDART00000148963.2,
ZDB-TSCRIPT-110325-1413,OTTDART00000049411,ENSDART00000148422.2,
ZDB-TSCRIPT-110325-510,OTTDART00000049426,ENSDART00000149227.2,
ZDB-TSCRIPT-110325-511,OTTDART00000049429,ENSDART00000149652.2,
ZDB-TSCRIPT-110325-1419,OTTDART00000049430,ENSDART00000148832.2,
ZDB-TSCRIPT-110325-1422,OTTDART00000049439,ENSDART00000149676.2,
ZDB-TSCRIPT-110325-515,OTTDART00000049441,ENSDART00000149459.2,
ZDB-TSCRIPT-110325-1423,OTTDART00000049442,ENSDART00000149056.2,
ZDB-TSCRIPT-110325-516,OTTDART00000049444,ENSDART00000148874.2,
ZDB-TSCRIPT-110325-2341,OTTDART00000049473,ENSDART00000148807.2,
ZDB-TSCRIPT-110325-2347,OTTDART00000049493,ENSDART00000149693.2,
ZDB-TSCRIPT-110325-2352,OTTDART00000049509,ENSDART00000149839.2,
ZDB-TSCRIPT-110325-1450,OTTDART00000049529,ENSDART00000148407.2,
ZDB-TSCRIPT-110325-1468,OTTDART00000049584,ENSDART00000148558.2,
ZDB-TSCRIPT-110325-2384,OTTDART00000049610,ENSDART00000149273.2,
ZDB-TSCRIPT-110325-1477,OTTDART00000049612,ENSDART00000149943.2,
ZDB-TSCRIPT-131113-3358,OTTDART00000049618,ENSDART00000154601.2,
ZDB-TSCRIPT-110325-2391,OTTDART00000049659,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-290,OTTDART00000049674,ENSDART00000161607.2,
ZDB-TSCRIPT-141209-2732,OTTDART00000049676,ENSDART00000171844.2,
ZDB-TSCRIPT-141209-291,OTTDART00000049677,ENSDART00000162870.2,
ZDB-TSCRIPT-110325-2398,OTTDART00000049694,ENSDART00000148443.2,
ZDB-TSCRIPT-131113-3371,OTTDART00000049697,ENSDART00000154078.2,
ZDB-TSCRIPT-131113-184,OTTDART00000049729,ENSDART00000153996.3,
ZDB-TSCRIPT-131113-3380,OTTDART00000049767,ENSDART00000153865.2,
ZDB-TSCRIPT-110325-602,OTTDART00000049778,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-2423,OTTDART00000049822,ENSDART00000148477.2,
ZDB-TSCRIPT-110325-613,OTTDART00000049838,ENSDART00000148410.2,
ZDB-TSCRIPT-120213-11,OTTDART00000049843,ENSDART00000151290.3,
ZDB-TSCRIPT-110325-2431,OTTDART00000049847,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-616,OTTDART00000049848,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110912-356,OTTDART00000051366,ENSDART00000150737.3,
ZDB-TSCRIPT-130528-9,OTTDART00000049862,ENSDART00000153354.3,
ZDB-TSCRIPT-141209-292,OTTDART00000049870,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-2733,OTTDART00000049872,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-641,OTTDART00000049973,ENSDART00000149436.3,
ZDB-TSCRIPT-110325-1549,OTTDART00000049974,ENSDART00000149937.2,
ZDB-TSCRIPT-121213-681,OTTDART00000049975,ENSDART00000138870.3,
ZDB-TSCRIPT-121213-60,OTTDART00000049976,ENSDART00000152233.2,
ZDB-TSCRIPT-121213-366,OTTDART00000049977,ENSDART00000152764.3,
ZDB-TSCRIPT-131113-208,OTTDART00000049980,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-209,OTTDART00000049983,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-1550,OTTDART00000049992,ENSDART00000137471.3,
ZDB-TSCRIPT-131113-1799,OTTDART00000049993,ENSDART00000154290.2,
ZDB-TSCRIPT-131113-215,OTTDART00000050010,ENSDART00000154356.2,
ZDB-TSCRIPT-131113-1804,OTTDART00000050020,ENSDART00000153802.2,
ZDB-TSCRIPT-131113-218,OTTDART00000050025,ENSDART00000155975.2,
ZDB-TSCRIPT-131113-1806,OTTDART00000050029,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-220,OTTDART00000050031,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-1808,OTTDART00000050035,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-2466,OTTDART00000050063,ENSDART00000170444.2,
ZDB-TSCRIPT-110325-660,OTTDART00000050098,ENSDART00000148766.3,
ZDB-TSCRIPT-110325-2476,OTTDART00000050100,ENSDART00000148842.2,
ZDB-TSCRIPT-110325-1569,OTTDART00000050102,ENSDART00000148549.2,
ZDB-TSCRIPT-110325-1570,OTTDART00000050106,ENSDART00000149621.3,
ZDB-TSCRIPT-110325-2478,OTTDART00000050107,ENSDART00000148658.3,
ZDB-TSCRIPT-110325-663,OTTDART00000050108,ENSDART00000148897.3,
ZDB-TSCRIPT-110325-664,OTTDART00000050111,ENSDART00000148589.2,
ZDB-TSCRIPT-110325-1572,OTTDART00000050112,ENSDART00000148913.2,
ZDB-TSCRIPT-110325-2480,OTTDART00000050113,ENSDART00000149770.3,
ZDB-TSCRIPT-110325-669,OTTDART00000050127,ENSDART00000150057.2,
ZDB-TSCRIPT-110325-2485,OTTDART00000050129,ENSDART00000150179.2,
ZDB-TSCRIPT-141209-1518,OTTDART00000050149,ENSDART00000163859.2,
ZDB-TSCRIPT-110325-1589,OTTDART00000050171,ENSDART00000171077.2,
ZDB-TSCRIPT-110325-1598,OTTDART00000050205,ENSDART00000150085.3,
ZDB-TSCRIPT-110325-2506,OTTDART00000050206,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-1816,OTTDART00000050228,ENSDART00000113395.3,
ZDB-TSCRIPT-110325-704,OTTDART00000050262,ENSDART00000012692.9,
ZDB-TSCRIPT-110325-2521,OTTDART00000050267,ENSDART00000149052.2,
ZDB-TSCRIPT-131113-237,OTTDART00000050274,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-1823,OTTDART00000050275,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-241,OTTDART00000050302,ENSDART00000155499.2,
ZDB-TSCRIPT-110325-1624,OTTDART00000050327,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-2538,OTTDART00000050353,ENSDART00000148851.2,
ZDB-TSCRIPT-110325-1631,OTTDART00000050355,ENSDART00000052357.6,
ZDB-TSCRIPT-110325-1644,OTTDART00000050412,ENSDART00000149496.2,
ZDB-TSCRIPT-141209-299,OTTDART00000050421,ENSDART00000171761.2,
ZDB-TSCRIPT-141209-1519,OTTDART00000050422,ENSDART00000169403.2,
ZDB-TSCRIPT-131113-3435,OTTDART00000050439,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3439,OTTDART00000050486,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-755,OTTDART00000050494,ENSDART00000169772.2,
ZDB-TSCRIPT-131113-258,OTTDART00000050507,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-1842,OTTDART00000050508,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-259,OTTDART00000050510,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-1843,OTTDART00000050511,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-260,OTTDART00000050513,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-2579,OTTDART00000050539,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3447,OTTDART00000050555,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3448,OTTDART00000050570,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-2590,OTTDART00000050605,ENSDART00000150173.2,
ZDB-TSCRIPT-110325-1688,OTTDART00000050646,ENSDART00000148629.2,
ZDB-TSCRIPT-131113-1864,OTTDART00000050662,ENSDART00000156810.2,
ZDB-TSCRIPT-110325-790,OTTDART00000050682,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-797,OTTDART00000050729,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1527,OTTDART00000050777,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-305,OTTDART00000050779,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1528,OTTDART00000050780,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-2625,OTTDART00000050790,ENSDART00000150020.2,
ZDB-TSCRIPT-110325-1743,OTTDART00000050877,ENSDART00000149841.2,
ZDB-TSCRIPT-110325-842,OTTDART00000050901,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110912-290,OTTDART00000052589,ENSDART00000150656.2,
ZDB-TSCRIPT-131113-1875,OTTDART00000051048,ENSDART00000171025.2,
ZDB-TSCRIPT-131113-290,OTTDART00000051086,ENSDART00000153872.2,
ZDB-TSCRIPT-131113-1878,OTTDART00000051087,ENSDART00000157144.2,
ZDB-TSCRIPT-110325-1800,OTTDART00000051121,ENSDART00000171696.2,
ZDB-TSCRIPT-110325-2709,OTTDART00000051125,ENSDART00000165560.2,
ZDB-TSCRIPT-110325-2716,OTTDART00000051156,ENSDART00000148638.2,
ZDB-TSCRIPT-110325-2718,OTTDART00000051170,ENSDART00000149448.2,
ZDB-TSCRIPT-131113-3479,OTTDART00000051194,ENSDART00000156847.2,
ZDB-TSCRIPT-110912-20,OTTDART00000051203,ENSDART00000150335.2,
ZDB-TSCRIPT-110912-22,OTTDART00000051209,ENSDART00000136106.4,
ZDB-TSCRIPT-110912-24,OTTDART00000051237,ENSDART00000150475.2,
ZDB-TSCRIPT-110912-329,OTTDART00000051273,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-304,OTTDART00000051278,ENSDART00000156496.2,
ZDB-TSCRIPT-131113-305,OTTDART00000051281,ENSDART00000153535.2,
ZDB-TSCRIPT-141209-2762,OTTDART00000051282,ENSDART00000163439.2,
ZDB-TSCRIPT-110912-626,OTTDART00000051283,ENSDART00000150309.2,
ZDB-TSCRIPT-110912-32,OTTDART00000051287,ENSDART00000157543.2,
ZDB-TSCRIPT-110912-628,OTTDART00000051289,ENSDART00000158078.2,
ZDB-TSCRIPT-110912-335,OTTDART00000051297,ENSDART00000158368.2,
ZDB-TSCRIPT-110912-37,OTTDART00000051302,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3487,OTTDART00000051326,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110912-44,OTTDART00000051328,ENSDART00000150834.2,
ZDB-TSCRIPT-110912-346,OTTDART00000051335,ENSDART00000162906.2,
ZDB-TSCRIPT-110912-352,OTTDART00000051353,ENSDART00000150481.2,
ZDB-TSCRIPT-110912-648,OTTDART00000051354,ENSDART00000150531.2,
ZDB-TSCRIPT-110912-353,OTTDART00000051356,ENSDART00000189984.1,
ZDB-TSCRIPT-110912-652,OTTDART00000051367,ENSDART00000165092.2,
ZDB-TSCRIPT-110912-57,OTTDART00000051368,ENSDART00000162846.2,
ZDB-TSCRIPT-110912-359,OTTDART00000051375,ENSDART00000150435.2,
ZDB-TSCRIPT-110912-656,OTTDART00000051379,ENSDART00000150462.2,
ZDB-TSCRIPT-110912-657,OTTDART00000051382,ENSDART00000150563.2,
ZDB-TSCRIPT-110912-62,OTTDART00000051383,ENSDART00000150323.2,
ZDB-TSCRIPT-110912-63,OTTDART00000051386,ENSDART00000150536.2,
ZDB-TSCRIPT-141209-319,OTTDART00000051405,ENSDART00000160451.2,
ZDB-TSCRIPT-141209-320,OTTDART00000051408,ENSDART00000167160.2,
ZDB-TSCRIPT-110912-663,OTTDART00000051410,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110912-68,OTTDART00000051411,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110912-368,OTTDART00000051412,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110912-664,OTTDART00000051413,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110912-75,OTTDART00000051445,ENSDART00000141640.3,
ZDB-TSCRIPT-110912-677,OTTDART00000051472,ENSDART00000158775.2,
ZDB-TSCRIPT-131113-3490,OTTDART00000051477,ENSDART00000153521.3,
ZDB-TSCRIPT-131113-308,OTTDART00000051478,ENSDART00000155980.2,
ZDB-TSCRIPT-110912-398,OTTDART00000051529,ENSDART00000150502.2,
ZDB-TSCRIPT-131113-3491,OTTDART00000051531,ENSDART00000155001.2,
ZDB-TSCRIPT-131113-1891,OTTDART00000051539,ENSDART00000156889.2,
ZDB-TSCRIPT-131113-312,OTTDART00000051545,ENSDART00000157011.2,
ZDB-TSCRIPT-131113-1893,OTTDART00000051546,ENSDART00000153572.2,
ZDB-TSCRIPT-131113-3495,OTTDART00000051547,ENSDART00000156748.2,
ZDB-TSCRIPT-110912-399,OTTDART00000051550,ENSDART00000150699.2,
ZDB-TSCRIPT-110912-695,OTTDART00000051551,ENSDART00000150754.2,
ZDB-TSCRIPT-110912-104,OTTDART00000051566,ENSDART00000139978.3,
ZDB-TSCRIPT-110912-106,OTTDART00000051572,ENSDART00000150561.2,
ZDB-TSCRIPT-110912-112,OTTDART00000051590,ENSDART00000150667.2,
ZDB-TSCRIPT-110912-708,OTTDART00000051592,ENSDART00000178716.2,
ZDB-TSCRIPT-110912-413,OTTDART00000051594,ENSDART00000150373.2,
ZDB-TSCRIPT-110912-709,OTTDART00000051595,ENSDART00000139338.3,
ZDB-TSCRIPT-110912-114,OTTDART00000051596,ENSDART00000148253.3,
ZDB-TSCRIPT-110912-415,OTTDART00000051600,ENSDART00000150741.3,
ZDB-TSCRIPT-110912-711,OTTDART00000051601,ENSDART00000150361.2,
ZDB-TSCRIPT-110912-116,OTTDART00000051602,ENSDART00000150663.2,
ZDB-TSCRIPT-110912-120,OTTDART00000051614,ENSDART00000150367.2,
ZDB-TSCRIPT-110912-421,OTTDART00000051618,ENSDART00000150465.2,
ZDB-TSCRIPT-110912-122,OTTDART00000051620,ENSDART00000150580.2,
ZDB-TSCRIPT-110912-123,OTTDART00000051625,ENSDART00000164398.2,
ZDB-TSCRIPT-110912-124,OTTDART00000051628,ENSDART00000160838.2,
ZDB-TSCRIPT-110912-129,OTTDART00000051643,ENSDART00000150333.2,
ZDB-TSCRIPT-110912-429,OTTDART00000051644,ENSDART00000150551.2,
ZDB-TSCRIPT-110912-725,OTTDART00000051645,ENSDART00000150707.2,
ZDB-TSCRIPT-110912-433,OTTDART00000051656,ENSDART00000168988.2,
ZDB-TSCRIPT-131113-1895,OTTDART00000051665,ENSDART00000154143.2,
ZDB-TSCRIPT-110912-136,OTTDART00000051671,ENSDART00000172723.2,
ZDB-TSCRIPT-110912-436,OTTDART00000051672,ENSDART00000163641.2,
ZDB-TSCRIPT-110912-139,OTTDART00000051680,ENSDART00000150651.3,
ZDB-TSCRIPT-110912-439,OTTDART00000051681,ENSDART00000150484.2,
ZDB-TSCRIPT-110912-741,OTTDART00000051701,ENSDART00000150747.2,
ZDB-TSCRIPT-110912-446,OTTDART00000051703,ENSDART00000153714.3,
ZDB-TSCRIPT-110912-147,OTTDART00000051705,ENSDART00000156950.2,
ZDB-TSCRIPT-110912-149,OTTDART00000051712,ENSDART00000158088.2,
ZDB-TSCRIPT-110912-745,OTTDART00000051714,ENSDART00000167460.2,
ZDB-TSCRIPT-110912-746,OTTDART00000051718,ENSDART00000150273.2,
ZDB-TSCRIPT-110912-151,OTTDART00000051719,ENSDART00000150252.2,
ZDB-TSCRIPT-110912-451,OTTDART00000051720,ENSDART00000144626.3,
ZDB-TSCRIPT-110912-748,OTTDART00000051724,ENSDART00000150378.3,
ZDB-TSCRIPT-110912-153,OTTDART00000051725,ENSDART00000133795.3,
ZDB-TSCRIPT-110912-750,OTTDART00000051738,ENSDART00000163453.2,
ZDB-TSCRIPT-110912-752,OTTDART00000051744,ENSDART00000150791.2,
ZDB-TSCRIPT-110912-457,OTTDART00000051746,ENSDART00000150693.2,
ZDB-TSCRIPT-141209-1551,OTTDART00000051765,ENSDART00000168353.2,
ZDB-TSCRIPT-121213-685,OTTDART00000051782,ENSDART00000152187.2,
ZDB-TSCRIPT-110912-166,OTTDART00000051785,ENSDART00000124410.3,
ZDB-TSCRIPT-131113-318,OTTDART00000051818,ENSDART00000170650.2,
ZDB-TSCRIPT-131113-319,OTTDART00000051833,ENSDART00000169047.2,
ZDB-TSCRIPT-131113-1898,OTTDART00000051834,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110912-171,OTTDART00000051835,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-320,OTTDART00000051839,ENSDART00000155003.2,
ZDB-TSCRIPT-131113-323,OTTDART00000051848,ENSDART00000160621.2,
ZDB-TSCRIPT-110912-770,OTTDART00000051858,ENSDART00000150535.2,
ZDB-TSCRIPT-141209-1558,OTTDART00000051859,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110912-176,OTTDART00000051863,ENSDART00000150398.2,
ZDB-TSCRIPT-141209-333,OTTDART00000051866,ENSDART00000171271.2,
ZDB-TSCRIPT-131113-324,OTTDART00000051869,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3504,OTTDART00000051871,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110912-179,OTTDART00000051881,ENSDART00000134880.3,
ZDB-TSCRIPT-110912-485,OTTDART00000051914,ENSDART00000157626.2,
ZDB-TSCRIPT-110912-789,OTTDART00000051946,ENSDART00000150416.2,
ZDB-TSCRIPT-110912-501,OTTDART00000051975,ENSDART00000150840.3,
ZDB-TSCRIPT-110912-797,OTTDART00000051976,ENSDART00000128101.3,
ZDB-TSCRIPT-110912-202,OTTDART00000051977,ENSDART00000150472.2,
ZDB-TSCRIPT-110912-502,OTTDART00000051978,ENSDART00000150855.2,
ZDB-TSCRIPT-110912-798,OTTDART00000051979,ENSDART00000150369.2,
ZDB-TSCRIPT-110912-800,OTTDART00000051985,ENSDART00000150630.2,
ZDB-TSCRIPT-110912-207,OTTDART00000051992,ENSDART00000150597.2,
ZDB-TSCRIPT-110912-507,OTTDART00000051993,ENSDART00000150672.2,
ZDB-TSCRIPT-110912-208,OTTDART00000051995,ENSDART00000150726.2,
ZDB-TSCRIPT-110912-508,OTTDART00000051996,ENSDART00000150317.2,
ZDB-TSCRIPT-110912-509,OTTDART00000051999,ENSDART00000172695.2,
ZDB-TSCRIPT-110912-805,OTTDART00000052000,ENSDART00000160430.2,
ZDB-TSCRIPT-141209-1562,OTTDART00000052005,ENSDART00000164666.2,
ZDB-TSCRIPT-141209-2782,OTTDART00000052016,ENSDART00000166519.2,
ZDB-TSCRIPT-110912-214,OTTDART00000052020,ENSDART00000150530.2,
ZDB-TSCRIPT-110912-819,OTTDART00000052057,ENSDART00000144071.3,
ZDB-TSCRIPT-141209-343,OTTDART00000052105,ENSDART00000158548.2,
ZDB-TSCRIPT-110912-832,OTTDART00000052114,ENSDART00000167801.2,
ZDB-TSCRIPT-110912-837,OTTDART00000052129,ENSDART00000158932.2,
ZDB-TSCRIPT-120702-128,OTTDART00000052147,ENSDART00000162676.2,
ZDB-TSCRIPT-120702-253,OTTDART00000052148,ENSDART00000168360.2,
