si:ch211-64i20.6 [Source:ZFIN;Acc:ZDB-GENE-141212-85]
si:ch211-150f22.4 [Source:ZFIN;Acc:ZDB-GENE-131127-272]
si:ch211-11c3.8 [Source:ZFIN;Acc:ZDB-GENE-141216-309]
si:dkey-178d22.2 [Source:ZFIN;Acc:ZDB-GENE-131127-495]
si:ch211-11c3.6 [Source:ZFIN;Acc:ZDB-GENE-141216-283]
si:ch211-11c3.4 [Source:ZFIN;Acc:ZDB-GENE-141216-336]
si:ch211-239b20.1 [Source:ZFIN;Acc:ZDB-GENE-120709-77]
si:dkey-14f19.7 [Source:ZFIN;Acc:ZDB-GENE-160114-26]
si:ch211-11c3.3 [Source:ZFIN;Acc:ZDB-GENE-141216-464]
si:dkey-96g2.2 [Source:ZFIN;Acc:ZDB-GENE-131127-262]
si:dkey-23a13.3 [Source:ZFIN;Acc:ZDB-GENE-160113-8]
si:ch211-11c3.5 [Source:ZFIN;Acc:ZDB-GENE-141216-378]
si:ch211-11c3.7 [Source:ZFIN;Acc:ZDB-GENE-141216-315]
si:ch211-85a24.1 [Source:ZFIN;Acc:ZDB-GENE-160728-94]
si:ch211-147k9.3 [Source:ZFIN;Acc:ZDB-GENE-120709-106]
si:ch211-239b20.2 [Source:ZFIN;Acc:ZDB-GENE-131121-485]
si:dkey-21h14.17 [Source:ZFIN;Acc:ZDB-GENE-110914-231]
si:dkeyp-80e12.2 [Source:ZFIN;Acc:ZDB-GENE-160728-82]
si:ch211-173b9.6 [Source:ZFIN;Acc:ZDB-GENE-131127-423]
si:ch211-284f7.2 [Source:ZFIN;Acc:ZDB-GENE-110914-218]
si:dkey-193e13.8 [Source:ZFIN;Acc:ZDB-GENE-131122-33]
si:ch211-284f7.1 [Source:ZFIN;Acc:ZDB-GENE-041210-246]
si:rp71-29l5.1 [Source:ZFIN;Acc:ZDB-GENE-070912-701]
si:dkeyp-116a7.2 [Source:ZFIN;Acc:ZDB-GENE-131119-72]
si:ch211-145g9.7 [Source:ZFIN;Acc:ZDB-GENE-110914-206]
si:ch211-145g9.7 [Source:ZFIN;Acc:ZDB-GENE-110914-206]
si:dkey-190i10.1 [Source:ZFIN;Acc:ZDB-GENE-131127-465]
si:dkeyp-101f3.2 [Source:ZFIN;Acc:ZDB-GENE-141216-419]
si:ch211-251b22.1 [Source:ZFIN;Acc:ZDB-GENE-131127-604]
si:ch211-212m6.3 [Source:ZFIN;Acc:ZDB-GENE-131121-328]
si:ch211-212m6.3 [Source:ZFIN;Acc:ZDB-GENE-131121-328]
si:ch211-212m6.3 [Source:ZFIN;Acc:ZDB-GENE-131121-328]
si:ch211-212m6.3 [Source:ZFIN;Acc:ZDB-GENE-131121-328]
si:dkey-186k21.1 [Source:ZFIN;Acc:ZDB-GENE-131127-332]
si:ch73-112n4.4 [Source:ZFIN;Acc:ZDB-GENE-131127-266]
si:dkey-187j14.2 [Source:ZFIN;Acc:ZDB-GENE-131127-234]
si:dkey-186k21.2 [Source:ZFIN;Acc:ZDB-GENE-131127-568]
si:ch211-242a9.1 [Source:ZFIN;Acc:ZDB-GENE-131121-347]
si:dkey-8f9.3 [Source:ZFIN;Acc:ZDB-GENE-131120-46]
si:dkey-8f9.3 [Source:ZFIN;Acc:ZDB-GENE-131120-46]
si:dkey-8f9.3 [Source:ZFIN;Acc:ZDB-GENE-131120-46]
si:ch211-152n14.5 [Source:ZFIN;Acc:ZDB-GENE-120215-8]
si:ch211-225b10.2 [Source:ZFIN;Acc:ZDB-GENE-130531-28]
si:ch211-225b10.2 [Source:ZFIN;Acc:ZDB-GENE-130531-28]
si:ch211-225b10.2 [Source:ZFIN;Acc:ZDB-GENE-130531-28]
si:ch211-220p4.1 [Source:ZFIN;Acc:ZDB-GENE-131125-49]
si:ch211-129n15.7 [Source:ZFIN;Acc:ZDB-GENE-120215-188]
si:ch1073-266p11.3 [Source:ZFIN;Acc:ZDB-GENE-141216-331]
si:ch73-199k24.2 [Source:ZFIN;Acc:ZDB-GENE-131121-321]
si:ch211-277b21.2 [Source:ZFIN;Acc:ZDB-GENE-131121-534]
si:ch211-277b21.2 [Source:ZFIN;Acc:ZDB-GENE-131121-534]
si:ch211-173b16.4 [Source:ZFIN;Acc:ZDB-GENE-131127-611]
si:ch1073-339l18.2 [Source:ZFIN;Acc:ZDB-GENE-131120-106]
si:dkey-11e6.6 [Source:ZFIN;Acc:ZDB-GENE-131127-46]
si:ch73-356i23.1 [Source:ZFIN;Acc:ZDB-GENE-141216-413]
pyroglutamylated RFamide peptide [Source:ZFIN;Acc:ZDB-GENE-060503-202]
si:ch211-241c24.1 [Source:ZFIN;Acc:ZDB-GENE-141216-383]
si:ch211-43o9.4 [Source:ZFIN;Acc:ZDB-GENE-131121-560]
si:ch211-10j20.3 [Source:ZFIN;Acc:ZDB-GENE-041014-25]
si:ch211-10j20.3 [Source:ZFIN;Acc:ZDB-GENE-041014-25]
si:dkeyp-114g10.2 [Source:ZFIN;Acc:ZDB-GENE-160728-4]
si:dkeyp-57d12.1 [Source:ZFIN;Acc:ZDB-GENE-131127-68]
si:ch73-158n7.2 [Source:ZFIN;Acc:ZDB-GENE-141216-477]
si:ch73-158n7.2 [Source:ZFIN;Acc:ZDB-GENE-141216-477]
si:ch211-198i6.4 [Source:ZFIN;Acc:ZDB-GENE-141216-221]
si:dkey-148h10.6 [Source:ZFIN;Acc:ZDB-GENE-131120-79]
si:ch211-285j16.4 [Source:ZFIN;Acc:ZDB-GENE-141219-32]
si:ch211-285j16.4 [Source:ZFIN;Acc:ZDB-GENE-141219-32]
si:ch211-285j16.4 [Source:ZFIN;Acc:ZDB-GENE-141219-32]
si:ch211-285j16.4 [Source:ZFIN;Acc:ZDB-GENE-141219-32]
si:rp71-1i8.1 [Source:ZFIN;Acc:ZDB-GENE-120215-173]
si:ch211-181l5.5 [Source:ZFIN;Acc:ZDB-GENE-120215-169]
si:dkey-31n5.2 [Source:ZFIN;Acc:ZDB-GENE-131121-215]
si:dkey-31n5.2 [Source:ZFIN;Acc:ZDB-GENE-131121-215]
si:ch211-218p2.3 [Source:ZFIN;Acc:ZDB-GENE-131121-253]
si:ch211-218p2.3 [Source:ZFIN;Acc:ZDB-GENE-131121-253]
si:ch73-41h24.4 [Source:ZFIN;Acc:ZDB-GENE-160728-136]
si:ch211-215l11.8 [Source:ZFIN;Acc:ZDB-GENE-121214-232]
si:ch211-215l11.8 [Source:ZFIN;Acc:ZDB-GENE-121214-232]
si:ch1073-154p7.1 [Source:ZFIN;Acc:ZDB-GENE-141216-136]
si:dkey-156m18.2 [Source:ZFIN;Acc:ZDB-GENE-041014-195]
si:dkey-187a12.4 [Source:ZFIN;Acc:ZDB-GENE-090313-205]
si:dkey-187a12.4 [Source:ZFIN;Acc:ZDB-GENE-090313-205]
si:dkey-187a12.4 [Source:ZFIN;Acc:ZDB-GENE-090313-205]
si:ch211-225b10.1 [Source:ZFIN;Acc:ZDB-GENE-130531-18]
si:ch211-225b10.1 [Source:ZFIN;Acc:ZDB-GENE-130531-18]
si:ch211-225b10.1 [Source:ZFIN;Acc:ZDB-GENE-130531-18]
si:ch211-225b10.1 [Source:ZFIN;Acc:ZDB-GENE-130531-18]
si:ch211-225b10.1 [Source:ZFIN;Acc:ZDB-GENE-130531-18]
si:ch211-225b10.1 [Source:ZFIN;Acc:ZDB-GENE-130531-18]
si:ch211-225b10.1 [Source:ZFIN;Acc:ZDB-GENE-130531-18]
si:ch211-225b10.1 [Source:ZFIN;Acc:ZDB-GENE-130531-18]
si:ch211-225b10.1 [Source:ZFIN;Acc:ZDB-GENE-130531-18]
oip5 antisense RNA 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2500]
oip5 antisense RNA 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2500]
si:ch211-51i16.5 [Source:ZFIN;Acc:ZDB-GENE-131127-317]
si:ch211-51i16.4 [Source:ZFIN;Acc:ZDB-GENE-131121-264]
si:ch1073-433h18.1 [Source:ZFIN;Acc:ZDB-GENE-160114-20]
si:ch211-160m12.4 [Source:ZFIN;Acc:ZDB-GENE-131127-381]
si:ch73-234i15.2 [Source:ZFIN;Acc:ZDB-GENE-141216-457]
si:dkey-40n15.3 [Source:ZFIN;Acc:ZDB-GENE-120709-27]
si:ch211-160m12.2 [Source:ZFIN;Acc:ZDB-GENE-131121-46]
si:ch211-160m12.2 [Source:ZFIN;Acc:ZDB-GENE-131121-46]
si:ch73-234i15.1 [Source:ZFIN;Acc:ZDB-GENE-141222-40]
si:ch73-234i15.1 [Source:ZFIN;Acc:ZDB-GENE-141222-40]
si:dkey-265a11.6 [Source:ZFIN;Acc:ZDB-GENE-131120-174]
si:dkey-15i8.4 [Source:ZFIN;Acc:ZDB-GENE-131121-314]
si:ch73-269m23.4 [Source:ZFIN;Acc:ZDB-GENE-110411-208]
si:ch73-269m23.4 [Source:ZFIN;Acc:ZDB-GENE-110411-208]
si:ch73-269m23.4 [Source:ZFIN;Acc:ZDB-GENE-110411-208]
microRNA 100-2 [Source:ZFIN;Acc:ZDB-GENE-090929-109]
microRNA 24-2 [Source:ZFIN;Acc:ZDB-GENE-081209-8]
si:ch211-207m2.1 [Source:ZFIN;Acc:ZDB-GENE-131121-514]
si:ch211-63o20.10 [Source:ZFIN;Acc:ZDB-GENE-130531-66]
si:ch211-209l18.8 [Source:ZFIN;Acc:ZDB-GENE-141216-164]
si:dkey-189o20.1 [Source:ZFIN;Acc:ZDB-GENE-091116-57]
si:dkey-189o20.1 [Source:ZFIN;Acc:ZDB-GENE-091116-57]
si:dkey-189o20.1 [Source:ZFIN;Acc:ZDB-GENE-091116-57]
si:dkey-282o23.1 [Source:ZFIN;Acc:ZDB-GENE-131127-326]
si:rp71-57d19.1 [Source:ZFIN;Acc:ZDB-GENE-131121-385]
si:ch211-136a14.2 [Source:ZFIN;Acc:ZDB-GENE-131120-67]
si:ch211-136a14.4 [Source:ZFIN;Acc:ZDB-GENE-131121-35]
si:ch211-284a16.4 [Source:ZFIN;Acc:ZDB-GENE-070705-174]
si:ch211-284a16.4 [Source:ZFIN;Acc:ZDB-GENE-070705-174]
si:ch211-284a16.4 [Source:ZFIN;Acc:ZDB-GENE-070705-174]
si:ch211-158e19.2 [Source:ZFIN;Acc:ZDB-GENE-131127-610]
si:ch211-158e19.2 [Source:ZFIN;Acc:ZDB-GENE-131127-610]
si:dkeyp-7b3.2 [Source:ZFIN;Acc:ZDB-GENE-131127-554]
si:ch73-214d15.1 [Source:ZFIN;Acc:ZDB-GENE-141216-451]
microRNA 196a-2 [Source:ZFIN;Acc:ZDB-GENE-041217-20]
si:ch211-198p11.6 [Source:ZFIN;Acc:ZDB-GENE-131127-507]
si:dkey-23a11.3 [Source:ZFIN;Acc:ZDB-GENE-120215-124]
si:dkey-125h23.1 [Source:ZFIN;Acc:ZDB-GENE-091204-273]
si:ch211-207m2.2 [Source:ZFIN;Acc:ZDB-GENE-131127-238]
si:ch73-158o8.1 [Source:ZFIN;Acc:ZDB-GENE-160113-157]
si:dkeyp-114c5.1 [Source:ZFIN;Acc:ZDB-GENE-141216-192]
si:dkey-4j21.1 [Source:ZFIN;Acc:ZDB-GENE-120709-66]
si:dkey-4j21.1 [Source:ZFIN;Acc:ZDB-GENE-120709-66]
si:dkey-4j21.1 [Source:ZFIN;Acc:ZDB-GENE-120709-66]
si:dkey-4j21.1 [Source:ZFIN;Acc:ZDB-GENE-120709-66]
si:dkey-4j21.1 [Source:ZFIN;Acc:ZDB-GENE-120709-66]
si:dkey-4j21.1 [Source:ZFIN;Acc:ZDB-GENE-120709-66]
si:dkey-4j21.1 [Source:ZFIN;Acc:ZDB-GENE-120709-66]
si:ch211-222f23.7 [Source:ZFIN;Acc:ZDB-GENE-131127-388]
si:ch211-236d3.5 [Source:ZFIN;Acc:ZDB-GENE-141216-68]
si:dkey-4i23.7 [Source:ZFIN;Acc:ZDB-GENE-070912-545]
si:dkey-4i23.7 [Source:ZFIN;Acc:ZDB-GENE-070912-545]
si:dkey-4i23.7 [Source:ZFIN;Acc:ZDB-GENE-070912-545]
si:ch211-113i9.6 [Source:ZFIN;Acc:ZDB-GENE-160114-22]
si:dkey-155h10.4 [Source:ZFIN;Acc:ZDB-GENE-141216-367]
si:dkeyp-122d12.1 [Source:ZFIN;Acc:ZDB-GENE-131126-80]
microRNA 223 [Source:ZFIN;Acc:ZDB-GENE-041228-10]
